Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : SANTA CLOTILDE
,Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,NAPO
,Latitud :,2°29'15.24'',Longitud :,73°40'45.29'',Altitud :,150 msnm.
,Tipo :,EMA - Meteorológica,Código :,47271776
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2020/11/01,00:00,24.3,0.0,100,224,0.8
2020/11/01,01:00,24.0,0.0,100,193,1.6
2020/11/01,02:00,23.6,0.0,100,339,0.1
2020/11/01,03:00,23.4,0.0,100,209,0.5
2020/11/01,04:00,23.0,0.0,100,278,0.0
2020/11/01,05:00,23.0,0.0,100,150,1.2
2020/11/01,06:00,23.0,0.0,100,204,1.1
2020/11/01,07:00,23.9,0.0,100,126,1.3
2020/11/01,08:00,24.6,0.0,100,132,1.3
2020/11/01,09:00,25.6,0.0,100,131,1.6
2020/11/01,10:00,26.0,0.0,90,240,1.9
2020/11/01,11:00,26.5,0.0,89,201,2.0
2020/11/01,12:00,28.8,0.0,77,143,1.9
2020/11/01,13:00,29.9,0.0,75,343,1.3
2020/11/01,14:00,29.2,0.0,76,157,1.6
2020/11/01,15:00,29.6,0.0,75,175,1.0
2020/11/01,16:00,30.8,0.0,72,56,1.6
2020/11/01,17:00,29.4,0.0,80,155,0.7
2020/11/01,18:00,26.2,0.0,98,187,0.3
2020/11/01,19:00,25.7,0.0,100,126,1.3
2020/11/01,20:00,25.5,0.0,100,117,1.5
2020/11/01,21:00,25.0,0.0,100,158,0.2
2020/11/01,22:00,25.0,0.0,100,122,1.1
2020/11/01,23:00,23.7,0.0,100,173,1.6
2020/11/02,00:00,23.2,0.0,100,165,0.5
2020/11/02,01:00,23.1,0.0,100,235,0.1
2020/11/02,02:00,22.5,0.0,100,183,1.4
2020/11/02,03:00,22.1,0.0,100,202,0.6
2020/11/02,04:00,21.9,0.0,100,195,1.4
2020/11/02,05:00,21.7,0.0,100,192,1.3
2020/11/02,06:00,21.8,0.0,100,189,1.2
2020/11/02,07:00,23.8,0.0,100,168,0.4
2020/11/02,08:00,26.1,0.0,100,14,1.3
2020/11/02,09:00,27.3,0.0,91,359,1.9
2020/11/02,10:00,28.9,0.0,81,352,2.4
2020/11/02,11:00,30.9,0.0,74,327,1.6
2020/11/02,12:00,30.2,0.0,76,329,2.1
2020/11/02,13:00,32.1,0.0,70,328,2.7
2020/11/02,14:00,30.6,0.0,75,332,1.3
2020/11/02,15:00,31.0,0.0,75,320,1.8
2020/11/02,16:00,32.6,0.0,63,278,0.9
2020/11/02,17:00,29.7,0.0,79,233,0.0
2020/11/02,18:00,26.8,0.0,94,175,1.1
2020/11/02,19:00,25.7,0.0,100,172,1.3
2020/11/02,20:00,25.0,0.0,100,174,0.8
2020/11/02,21:00,24.4,0.0,100,190,1.0
2020/11/02,22:00,24.2,0.0,100,219,0.6
2020/11/02,23:00,23.7,0.0,100,180,0.0
2020/11/03,00:00,23.5,0.0,100,214,0.5
2020/11/03,01:00,23.3,0.0,100,211,0.6
2020/11/03,02:00,23.1,0.0,100,165,0.4
2020/11/03,03:00,22.9,0.0,100,164,0.4
