Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : SANTA CLOTILDE
,Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,NAPO
,Latitud :,2°29'15.24'',Longitud :,73°40'45.29'',Altitud :,150 msnm.
,Tipo :,EMA - Meteorológica,Código :,47271776
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2022/08/01,00:00,S/D,0.0,S/D,187,0.2
2022/08/01,01:00,S/D,0.0,S/D,354,0.7
2022/08/01,02:00,S/D,0.0,S/D,229,1.0
2022/08/01,03:00,S/D,0.0,S/D,202,0.4
2022/08/01,04:00,S/D,S/D,S/D,S/D,S/D
2022/08/01,05:00,S/D,0.0,S/D,234,0.9
2022/08/01,06:00,S/D,0.0,S/D,16,1.8
2022/08/01,07:00,S/D,0.0,S/D,28,0.5
2022/08/01,08:00,S/D,0.0,S/D,339,1.4
2022/08/01,09:00,S/D,0.0,S/D,341,2.2
2022/08/01,10:00,S/D,S/D,S/D,S/D,S/D
2022/08/01,11:00,S/D,0.0,S/D,5,2.3
2022/08/01,12:00,S/D,11.4,S/D,314,2.4
2022/08/01,13:00,S/D,6.0,S/D,313,1.3
2022/08/01,14:00,S/D,3.0,S/D,350,3.2
2022/08/01,15:00,S/D,0.0,S/D,12,1.8
2022/08/01,16:00,S/D,0.0,S/D,98,2.0
2022/08/01,17:00,S/D,0.0,S/D,127,1.5
2022/08/01,18:00,S/D,0.0,S/D,226,1.7
2022/08/01,19:00,S/D,0.0,S/D,140,0.0
2022/08/01,20:00,S/D,0.0,S/D,106,0.2
2022/08/01,21:00,S/D,0.0,S/D,136,0.8
2022/08/01,22:00,S/D,0.0,S/D,162,0.7
2022/08/01,23:00,S/D,0.0,S/D,206,1.6
2022/08/02,00:00,S/D,0.0,S/D,174,1.3
2022/08/02,01:00,S/D,0.0,S/D,236,0.8
2022/08/02,02:00,S/D,0.0,S/D,170,1.2
2022/08/02,03:00,S/D,0.0,S/D,180,1.1
2022/08/02,05:00,S/D,0.0,S/D,172,0.8
2022/08/02,06:00,S/D,0.0,S/D,194,1.1
2022/08/02,07:00,S/D,0.0,S/D,175,0.1
2022/08/02,08:00,S/D,0.0,S/D,345,2.0
2022/08/02,09:00,S/D,0.0,S/D,339,2.5
2022/08/02,10:00,S/D,0.0,S/D,343,2.1
2022/08/02,11:00,S/D,0.0,S/D,332,2.5
2022/08/02,13:00,S/D,0.0,S/D,18,2.0
2022/08/02,14:00,S/D,0.0,S/D,41,0.4
2022/08/02,15:00,S/D,0.3,S/D,218,1.0
2022/08/02,16:00,S/D,0.0,S/D,330,0.3
2022/08/02,17:00,S/D,0.0,S/D,315,1.0
2022/08/02,18:00,S/D,0.0,S/D,280,0.7
2022/08/02,19:00,S/D,0.0,S/D,353,2.1
2022/08/02,20:00,S/D,0.0,S/D,286,0.9
2022/08/02,21:00,S/D,1.2,S/D,144,1.7
2022/08/02,22:00,S/D,0.3,S/D,165,1.2
2022/08/02,23:00,S/D,0.0,S/D,51,0.5
2022/08/03,00:00,S/D,0.0,S/D,27,0.9
2022/08/03,01:00,S/D,0.0,S/D,266,1.0
