Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : SANTA CLOTILDE
,Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,NAPO
,Latitud :,2°29'15.24'',Longitud :,73°40'45.29'',Altitud :,150 msnm.
,Tipo :,EMA - Meteorológica,Código :,47271776
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2025/03/01,00:00,S/D,0.0,S/D,198,1.3
2025/03/01,01:00,S/D,0.0,S/D,216,1.8
2025/03/01,02:00,S/D,0.0,S/D,127,0.6
2025/03/01,03:00,S/D,0.0,S/D,116,0.4
2025/03/01,04:00,S/D,0.0,S/D,99,0.6
2025/03/01,05:00,S/D,0.0,S/D,166,1.8
2025/03/01,06:00,S/D,0.0,S/D,140,0.5
2025/03/01,07:00,S/D,0.0,S/D,179,1.2
2025/03/01,08:00,S/D,0.0,S/D,22,0.4
2025/03/01,09:00,S/D,0.0,S/D,52,0.4
2025/03/01,10:00,S/D,0.0,S/D,27,0.7
2025/03/01,11:00,S/D,0.0,S/D,60,0.4
2025/03/01,12:00,S/D,0.0,S/D,25,1.4
2025/03/01,13:00,S/D,0.0,S/D,54,1.0
2025/03/01,14:00,S/D,0.0,S/D,58,1.0
2025/03/01,15:00,S/D,0.0,S/D,74,1.5
2025/03/01,16:00,S/D,0.0,S/D,65,0.6
2025/03/01,17:00,S/D,0.0,S/D,82,1.0
2025/03/01,18:00,S/D,0.0,S/D,169,1.0
2025/03/01,19:00,S/D,0.0,S/D,320,1.0
2025/03/01,20:00,S/D,0.0,S/D,160,2.1
2025/03/01,21:00,S/D,0.0,S/D,255,1.0
2025/03/01,22:00,S/D,0.0,S/D,224,1.9
2025/03/01,23:00,S/D,0.0,S/D,198,2.1
2025/03/02,00:00,S/D,0.0,S/D,134,0.3
2025/03/02,01:00,S/D,0.0,S/D,204,1.5
2025/03/02,02:00,S/D,0.0,S/D,122,1.7
2025/03/02,03:00,S/D,0.0,S/D,108,1.1
2025/03/02,04:00,S/D,0.0,S/D,139,1.5
2025/03/02,05:00,S/D,0.0,S/D,156,1.6
2025/03/02,06:00,S/D,0.0,S/D,202,0.4
2025/03/02,07:00,S/D,0.0,S/D,156,1.7
2025/03/02,08:00,S/D,0.0,S/D,114,2.2
2025/03/02,09:00,S/D,0.0,S/D,97,1.3
2025/03/02,10:00,S/D,0.0,S/D,94,0.8
2025/03/02,11:00,S/D,0.0,S/D,13,1.3
2025/03/02,12:00,S/D,0.0,S/D,358,2.5
2025/03/02,13:00,S/D,0.0,S/D,343,1.8
2025/03/02,14:00,S/D,0.0,S/D,348,1.4
2025/03/02,15:00,S/D,0.0,S/D,342,1.6
2025/03/02,16:00,S/D,0.0,S/D,347,0.8
2025/03/02,17:00,S/D,0.0,S/D,209,0.7
2025/03/02,18:00,S/D,0.0,S/D,231,0.5
2025/03/02,19:00,S/D,0.0,S/D,27,3.2
2025/03/02,20:00,S/D,0.0,S/D,273,2.4
2025/03/02,21:00,S/D,0.0,S/D,7,1.2
2025/03/02,22:00,S/D,0.0,S/D,104,0.1
2025/03/02,23:00,S/D,0.0,S/D,146,1.2
