Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : SANTA CLOTILDE
,Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,NAPO
,Latitud :,2°29'15.24'',Longitud :,73°40'45.29'',Altitud :,150 msnm.
,Tipo :,EMA - Meteorológica,Código :,47271776
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2021/05/01,00:00,23.6,1.5,100,67,2.3
2021/05/01,01:00,22.9,23.7,100,100,1.3
2021/05/01,02:00,22.4,16.5,100,197,1.0
2021/05/01,03:00,22.3,9.0,100,249,0.3
2021/05/01,04:00,22.2,6.3,100,241,0.5
2021/05/01,05:00,22.0,26.4,100,191,0.8
2021/05/01,06:00,22.4,16.5,100,327,0.9
2021/05/01,07:00,22.2,6.0,100,261,2.0
2021/05/01,08:00,23.0,0.0,100,98,0.5
2021/05/01,09:00,23.4,0.0,100,120,1.6
2021/05/01,10:00,23.5,0.0,100,119,2.2
2021/05/01,11:00,23.4,0.0,100,74,1.0
2021/05/01,12:00,24.5,0.0,100,66,1.0
2021/05/01,13:00,24.8,0.0,100,142,1.4
2021/05/01,14:00,24.9,0.6,100,155,1.6
2021/05/01,15:00,25.7,0.0,100,159,1.3
2021/05/01,16:00,25.2,0.0,100,166,0.9
2021/05/01,17:00,24.7,0.0,100,224,1.0
2021/05/01,18:00,24.0,0.0,100,137,0.0
2021/05/01,19:00,23.2,0.0,100,163,0.6
2021/05/01,20:00,22.7,0.0,100,207,1.5
2021/05/01,21:00,22.3,0.0,100,181,0.8
2021/05/01,22:00,21.9,0.0,100,197,1.0
2021/05/01,23:00,21.9,0.0,100,176,1.2
2021/05/02,00:00,22.1,0.0,100,178,0.9
2021/05/02,01:00,22.1,0.0,100,180,1.0
2021/05/02,02:00,22.6,0.0,100,58,0.5
2021/05/02,03:00,22.6,0.0,100,1,0.3
2021/05/02,04:00,22.5,0.0,100,0,0.1
2021/05/02,05:00,22.2,0.0,100,8,0.3
2021/05/02,06:00,22.3,0.0,100,24,0.0
2021/05/02,07:00,22.6,0.0,100,273,0.7
2021/05/02,08:00,23.9,0.0,100,329,0.6
2021/05/02,09:00,25.0,0.0,100,41,0.6
2021/05/02,10:00,27.5,0.0,100,15,0.8
2021/05/02,11:00,27.1,0.0,100,328,1.2
2021/05/02,12:00,28.2,0.0,100,326,1.5
2021/05/02,13:00,28.5,0.0,98,335,1.4
2021/05/02,14:00,28.9,0.0,98,357,0.9
2021/05/02,15:00,29.9,0.0,98,336,0.9
2021/05/02,16:00,29.9,0.0,97,348,0.9
2021/05/02,17:00,27.8,0.0,100,242,0.0
2021/05/02,18:00,26.1,0.0,100,169,0.2
2021/05/02,19:00,25.4,0.0,100,172,0.6
2021/05/02,20:00,25.0,0.0,100,186,0.8
2021/05/02,21:00,24.9,0.0,100,167,0.5
2021/05/02,22:00,24.8,0.0,100,158,0.1
2021/05/02,23:00,24.6,0.0,100,191,0.2
2021/05/03,00:00,24.7,0.0,100,350,0.1
2021/05/03,01:00,24.6,0.0,100,70,0.6
2021/05/03,02:00,24.4,0.0,100,92,1.6
2021/05/03,03:00,24.3,0.0,100,73,1.9
