Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : SANTA CLOTILDE
,Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,NAPO
,Latitud :,2°29'15.24'',Longitud :,73°40'45.29'',Altitud :,150 msnm.
,Tipo :,EMA - Meteorológica,Código :,47271776
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2023/09/01,00:00,S/D,0.0,S/D,137,0.3
2023/09/01,01:00,S/D,0.0,S/D,254,2.3
2023/09/01,02:00,S/D,0.0,S/D,180,0.5
2023/09/01,03:00,S/D,0.0,S/D,168,0.7
2023/09/01,04:00,S/D,0.0,S/D,346,0.4
2023/09/01,05:00,S/D,0.0,S/D,159,1.5
2023/09/01,06:00,S/D,0.0,S/D,147,1.2
2023/09/01,07:00,S/D,0.0,S/D,95,1.6
2023/09/01,08:00,S/D,0.0,S/D,140,2.1
2023/09/01,09:00,S/D,0.0,S/D,347,1.3
2023/09/01,10:00,S/D,0.0,S/D,337,1.8
2023/09/01,11:00,S/D,0.0,S/D,10,2.5
2023/09/01,12:00,S/D,0.0,S/D,15,1.9
2023/09/01,13:00,S/D,0.0,S/D,175,3.0
2023/09/01,14:00,S/D,0.0,S/D,20,2.0
2023/09/01,15:00,S/D,0.0,S/D,35,1.3
2023/09/01,16:00,S/D,0.0,S/D,57,0.6
2023/09/01,17:00,S/D,0.0,S/D,11,1.1
2023/09/01,18:00,S/D,0.0,S/D,272,2.0
2023/09/01,19:00,S/D,0.0,S/D,215,1.1
2023/09/01,20:00,S/D,0.0,S/D,228,2.4
2023/09/01,21:00,S/D,0.0,S/D,185,0.8
2023/09/01,22:00,S/D,0.0,S/D,165,1.8
2023/09/01,23:00,S/D,0.0,S/D,37,1.8
2023/09/02,00:00,S/D,1.2,S/D,215,2.9
2023/09/02,01:00,S/D,0.0,S/D,125,1.0
2023/09/02,02:00,S/D,0.0,S/D,226,0.6
2023/09/02,03:00,S/D,0.0,S/D,174,0.7
2023/09/02,04:00,S/D,0.0,S/D,215,1.4
2023/09/02,05:00,S/D,0.0,S/D,213,1.4
2023/09/02,06:00,S/D,0.0,S/D,205,1.7
2023/09/02,07:00,S/D,0.0,S/D,64,0.2
2023/09/02,08:00,S/D,0.0,S/D,47,1.2
2023/09/02,09:00,S/D,0.0,S/D,76,1.4
2023/09/02,10:00,S/D,0.0,S/D,53,1.2
2023/09/02,11:00,S/D,0.0,S/D,15,1.9
2023/09/02,12:00,S/D,0.0,S/D,15,1.7
2023/09/02,13:00,S/D,0.0,S/D,31,1.3
2023/09/02,14:00,S/D,0.0,S/D,25,0.8
2023/09/02,15:00,S/D,0.0,S/D,22,1.1
2023/09/02,16:00,S/D,0.0,S/D,358,2.6
2023/09/02,17:00,S/D,0.0,S/D,5,1.2
2023/09/02,18:00,S/D,0.0,S/D,25,0.5
2023/09/02,19:00,S/D,0.0,S/D,35,0.0
2023/09/02,20:00,S/D,0.0,S/D,157,1.6
2023/09/02,21:00,S/D,0.0,S/D,213,2.0
2023/09/02,22:00,S/D,0.0,S/D,130,0.2
2023/09/02,23:00,S/D,0.0,S/D,41,1.7
