Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : SANTA CLOTILDE
,Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,NAPO
,Latitud :,2°29'15.24'',Longitud :,73°40'45.29'',Altitud :,150 msnm.
,Tipo :,EMA - Meteorológica,Código :,47271776
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2023/04/01,00:00,S/D,0.0,S/D,351,0.4
2023/04/01,01:00,S/D,0.0,S/D,192,0.1
2023/04/01,02:00,S/D,0.0,S/D,254,1.5
2023/04/01,03:00,S/D,0.0,S/D,259,2.4
2023/04/01,04:00,S/D,0.0,S/D,273,2.7
2023/04/01,05:00,S/D,0.0,S/D,218,0.2
2023/04/01,06:00,S/D,0.0,S/D,145,0.0
2023/04/01,07:00,S/D,0.0,S/D,115,0.9
2023/04/01,08:00,S/D,0.0,S/D,120,0.9
2023/04/01,09:00,S/D,0.0,S/D,165,0.9
2023/04/01,10:00,S/D,0.0,S/D,239,2.0
2023/04/01,11:00,S/D,0.0,S/D,239,2.6
2023/04/01,12:00,S/D,0.0,S/D,291,3.0
2023/04/01,13:00,S/D,0.0,S/D,317,0.9
2023/04/01,14:00,S/D,0.0,S/D,338,1.5
2023/04/01,15:00,S/D,3.3,S/D,186,2.2
2023/04/01,16:00,S/D,0.3,S/D,0,0.7
2023/04/01,17:00,S/D,0.0,S/D,59,0.3
2023/04/01,18:00,S/D,0.0,S/D,193,1.6
2023/04/01,19:00,S/D,0.0,S/D,219,1.3
2023/04/01,20:00,S/D,9.0,S/D,293,2.9
2023/04/01,21:00,S/D,1.2,S/D,198,0.2
2023/04/01,22:00,S/D,4.2,S/D,40,0.1
2023/04/01,23:00,S/D,3.0,S/D,237,0.1
2023/04/02,00:00,S/D,0.0,S/D,219,0.5
2023/04/02,01:00,S/D,0.0,S/D,179,0.4
2023/04/02,02:00,S/D,0.0,S/D,32,0.0
2023/04/02,03:00,S/D,0.0,S/D,45,0.2
2023/04/02,04:00,S/D,0.0,S/D,31,1.1
2023/04/02,05:00,S/D,0.0,S/D,34,0.8
2023/04/02,06:00,S/D,0.0,S/D,30,1.1
2023/04/02,07:00,S/D,0.0,S/D,71,0.2
2023/04/02,08:00,S/D,0.0,S/D,57,0.6
2023/04/02,09:00,S/D,0.0,S/D,17,1.6
2023/04/02,10:00,S/D,0.0,S/D,70,0.5
2023/04/02,11:00,S/D,0.0,S/D,61,0.6
2023/04/02,12:00,S/D,0.0,S/D,11,0.9
2023/04/02,13:00,S/D,0.0,S/D,224,2.1
2023/04/02,14:00,S/D,0.0,S/D,55,1.1
2023/04/02,15:00,S/D,0.0,S/D,65,0.6
2023/04/02,16:00,S/D,0.0,S/D,243,2.2
2023/04/02,17:00,S/D,0.0,S/D,297,0.8
2023/04/02,18:00,S/D,0.0,S/D,201,0.9
2023/04/02,19:00,S/D,0.0,S/D,262,0.4
2023/04/02,20:00,S/D,0.0,S/D,8,3.7
2023/04/02,21:00,S/D,0.0,S/D,37,0.2
2023/04/02,22:00,S/D,0.0,S/D,272,2.4
2023/04/02,23:00,S/D,0.0,S/D,318,0.6
