Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : SANTA CLOTILDE
,Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,NAPO
,Latitud :,2°29'15.24'',Longitud :,73°40'45.29'',Altitud :,150 msnm.
,Tipo :,EMA - Meteorológica,Código :,47271776
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2023/06/01,00:00,S/D,10.2,S/D,123,2.0
2023/06/01,01:00,S/D,5.4,S/D,219,1.5
2023/06/01,02:00,S/D,1.2,S/D,209,0.0
2023/06/01,03:00,S/D,0.0,S/D,211,1.9
2023/06/01,04:00,S/D,0.0,S/D,140,0.1
2023/06/01,05:00,S/D,0.0,S/D,221,0.0
2023/06/01,06:00,S/D,0.0,S/D,22,1.5
2023/06/01,07:00,S/D,0.0,S/D,18,0.4
2023/06/01,08:00,S/D,0.0,S/D,262,1.3
2023/06/01,09:00,S/D,0.0,S/D,107,0.6
2023/06/01,10:00,S/D,0.0,S/D,62,1.1
2023/06/01,11:00,S/D,0.0,S/D,54,1.2
2023/06/01,12:00,S/D,4.8,S/D,191,0.6
2023/06/01,13:00,S/D,0.0,S/D,312,0.6
2023/06/01,14:00,S/D,1.5,S/D,173,2.7
2023/06/01,15:00,S/D,0.9,S/D,232,2.1
2023/06/01,16:00,S/D,0.0,S/D,248,2.3
2023/06/01,17:00,S/D,0.0,S/D,264,1.3
2023/06/01,18:00,S/D,0.0,S/D,265,0.9
2023/06/01,19:00,S/D,0.0,S/D,270,0.1
2023/06/01,20:00,S/D,0.0,S/D,170,1.8
2023/06/01,21:00,S/D,3.0,S/D,189,1.8
2023/06/01,22:00,S/D,1.2,S/D,203,0.5
2023/06/01,23:00,S/D,0.0,S/D,219,0.7
2023/06/02,00:00,S/D,3.0,S/D,152,0.5
2023/06/02,01:00,S/D,6.0,S/D,116,2.1
2023/06/02,02:00,S/D,6.0,S/D,147,0.1
2023/06/02,03:00,S/D,0.0,S/D,180,0.5
2023/06/02,04:00,S/D,0.0,S/D,44,0.0
2023/06/02,05:00,S/D,0.0,S/D,261,0.2
2023/06/02,06:00,S/D,0.0,S/D,224,1.1
2023/06/02,07:00,S/D,0.0,S/D,295,0.5
2023/06/02,08:00,S/D,0.0,S/D,262,1.7
2023/06/02,09:00,S/D,0.0,S/D,281,0.8
2023/06/02,10:00,S/D,0.0,S/D,321,1.1
2023/06/02,11:00,S/D,0.0,S/D,328,1.6
2023/06/02,12:00,S/D,3.6,S/D,99,0.7
2023/06/02,13:00,S/D,0.0,S/D,254,2.1
2023/06/02,14:00,S/D,0.0,S/D,236,1.0
2023/06/02,15:00,S/D,0.0,S/D,324,0.2
2023/06/02,16:00,S/D,0.0,S/D,123,0.8
2023/06/02,18:00,S/D,0.0,S/D,174,0.2
2023/06/02,19:00,S/D,0.0,S/D,302,0.1
2023/06/02,20:00,S/D,0.0,S/D,291,0.4
2023/06/02,21:00,S/D,0.0,S/D,191,1.0
2023/06/02,22:00,S/D,0.0,S/D,190,0.8
2023/06/02,23:00,S/D,0.0,S/D,212,1.5
2023/06/03,00:00,S/D,0.0,S/D,266,0.8
