Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : REQUENA
,Departamento :,LORETO,Provincia :,REQUENA,Distrito :,REQUENA
,Latitud :,5°2'28.12'',Longitud :,73°50'24.05'',Altitud :,96 msnm.
,Tipo :,HLM - Hidrológica,Código :,250101
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2018-01-01,8.01,8.01,7.99,7.98
2018-01-02,7.96,7.96,7.96,7.96
2018-01-03,8.04,8.07,8.10,8.13
2018-01-04,8.20,8.23,8.26,8.29
2018-01-05,8.40,8.42,8.44,8.47
2018-01-06,8.53,8.55,8.57,8.59
2018-01-07,8.62,8.63,8.64,8.65
2018-01-08,8.68,8.70,8.72,8.74
2018-01-09,8.76,8.76,8.77,8.78
2018-01-10,8.80,8.81,8.82,8.84
2018-01-11,8.92,8.93,8.94,8.96
2018-01-12,8.98,8.99,9.01,9.03
2018-01-13,9.05,9.06,9.07,9.08
2018-01-14,9.12,9.14,9.16,9.18
2018-01-15,9.26,9.28,9.30,9.31
2018-01-16,9.36,9.37,9.38,9.40
2018-01-17,9.45,9.46,9.47,9.48
2018-01-18,9.49,9.49,9.49,9.50
2018-01-19,9.55,9.55,9.55,9.56
2018-01-20,9.58,9.59,9.60,9.62
2018-01-21,9.65,9.66,9.68,9.70
2018-01-22,9.73,9.73,9.74,9.75
2018-01-23,9.80,9.82,9.84,9.86
2018-01-24,9.90,9.91,9.91,9.92
2018-01-25,9.94,9.95,9.96,9.98
2018-01-26,10.02,10.02,10.03,10.03
2018-01-27,10.05,10.05,10.06,10.07
2018-01-28,10.09,10.10,10.10,10.10
2018-01-29,10.13,10.13,10.14,10.14
2018-01-30,10.17,10.17,10.18,10.18
2018-01-31,10.20,10.20,10.21,10.22
