Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : REQUENA
,Departamento :,LORETO,Provincia :,REQUENA,Distrito :,REQUENA
,Latitud :,5°2'28.12'',Longitud :,73°50'24.05'',Altitud :,96 msnm.
,Tipo :,HLM - Hidrológica,Código :,250101
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2018-03-01,10.01,10.01,10.02,10.02
2018-03-02,10.02,10.02,10.03,10.03
2018-03-03,10.03,10.03,10.04,10.04
2018-03-04,10.05,10.05,10.05,10.05
2018-03-05,10.05,10.05,10.05,10.05
2018-03-06,10.04,10.04,10.04,10.04
2018-03-07,10.03,10.03,10.03,10.03
2018-03-08,10.04,10.04,10.04,10.05
2018-03-09,10.05,10.05,10.06,10.06
2018-03-10,10.07,10.07,10.07,10.08
2018-03-11,10.08,10.08,10.09,10.09
2018-03-12,10.10,10.10,10.11,10.11
2018-03-13,10.11,10.11,10.12,10.12
2018-03-14,10.14,10.14,10.15,10.16
2018-03-15,10.18,10.19,10.20,10.21
2018-03-16,10.24,10.24,10.24,10.24
2018-03-17,10.24,10.24,10.25,10.25
2018-03-18,10.26,10.26,10.26,10.26
2018-03-19,10.26,10.26,10.26,10.26
2018-03-20,10.27,10.27,10.28,10.28
2018-03-21,10.29,10.29,10.29,10.29
2018-03-22,10.30,10.30,10.30,10.30
2018-03-23,10.30,10.30,10.31,10.31
2018-03-24,10.31,10.31,10.31,10.31
2018-03-25,10.31,10.31,10.31,10.31
2018-03-26,10.31,10.31,10.31,10.31
2018-03-27,10.32,10.34,10.36,10.38
2018-03-28,10.40,10.41,10.42,10.43
2018-03-29,10.46,10.46,10.46,10.46
2018-03-30,10.48,10.48,10.49,10.50
2018-03-31,10.52,10.52,10.52,10.52
