Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : REQUENA
,Departamento :,LORETO,Provincia :,REQUENA,Distrito :,REQUENA
,Latitud :,5°2'28.12'',Longitud :,73°50'24.05'',Altitud :,96 msnm.
,Tipo :,HLM - Hidrológica,Código :,250101
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2018-09-01,3.84,3.83,3.83,3.82
2018-09-02,3.80,3.80,3.79,3.78
2018-09-03,3.76,3.75,3.75,3.73
2018-09-04,3.64,3.62,3.60,3.58
2018-09-05,3.52,3.50,3.48,3.46
2018-09-06,3.40,3.38,3.35,3.32
2018-09-07,3.26,3.24,3.22,3.20
2018-09-08,3.14,3.13,3.12,3.10
2018-09-09,3.04,3.03,3.02,3.01
2018-09-10,2.96,2.95,2.94,2.93
2018-09-11,2.90,2.89,2.88,2.87
2018-09-12,2.83,2.83,2.83,2.83
2018-09-13,2.86,2.86,2.86,2.89
2018-09-14,2.68,2.66,2.63,2.61
2018-09-15,2.55,2.51,2.48,2.45
2018-09-16,2.35,2.31,2.26,2.22
2018-09-17,2.12,2.10,2.07,2.04
2018-09-18,1.97,1.95,1.93,1.91
2018-09-19,1.85,1.82,1.79,1.77
2018-09-20,1.70,1.68,1.66,1.64
2018-09-21,1.58,1.56,1.54,1.52
2018-09-22,1.46,1.45,1.44,1.43
2018-09-23,1.40,1.39,1.38,1.37
2018-09-24,1.34,1.33,1.32,1.30
2018-09-25,1.27,1.27,1.27,1.27
2018-09-26,1.32,1.35,1.38,1.41
2018-09-27,1.49,1.53,1.56,1.59
2018-09-28,1.68,1.72,1.75,1.79
2018-09-29,1.87,1.88,1.89,1.90
2018-09-30,1.92,1.92,1.92,1.92
