Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : CABALLOCOCHA
,Departamento :,LORETO,Provincia :,MARISCAL RAMON CASTILLA,Distrito :,RAMON CASTILLA
,Latitud :,3°54'40.5'',Longitud :,70°30'43.4'',Altitud :,107 msnm.
,Tipo :,EMA - Meteorológica,Código :,4727547C
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2023/01/25,10:00,27.8,0.0,81,223,1.3
2023/01/25,11:00,28.3,0.0,77,262,0.9
2023/01/25,12:00,29.1,0.0,80,48,1.9
2023/01/25,13:00,29.9,0.0,69,291,1.5
2023/01/25,14:00,32.7,0.0,57,327,0.9
2023/01/25,15:00,31.7,0.0,62,45,1.2
2023/01/25,16:00,30.9,0.0,65,26,0.9
2023/01/25,17:00,25.0,6.6,97,264,0.9
2023/01/25,18:00,24.8,1.2,99,219,0.7
2023/01/25,19:00,24.6,0.0,99,161,0.7
2023/01/25,20:00,24.6,0.0,99,146,0.2
2023/01/25,21:00,24.3,0.0,100,186,0.5
2023/01/25,22:00,23.9,0.0,100,105,0.5
2023/01/25,23:00,23.7,0.0,100,120,0.7
2023/01/26,00:00,23.7,0.0,100,143,0.4
2023/01/26,01:00,23.6,0.0,100,146,0.1
2023/01/26,02:00,22.6,11.4,100,230,0.6
2023/01/26,03:00,22.5,2.7,100,146,1.8
2023/01/26,04:00,22.3,4.5,100,217,1.2
2023/01/26,05:00,22.4,3.0,100,226,1.2
2023/01/26,06:00,22.5,0.0,100,164,0.2
2023/01/26,07:00,23.2,0.0,100,133,1.3
2023/01/26,08:00,27.7,0.0,81,39,0.8
2023/01/26,09:00,29.0,0.0,76,29,1.1
2023/01/26,10:00,30.1,0.0,70,32,1.9
2023/01/26,11:00,29.1,0.0,78,57,1.1
2023/01/26,12:00,30.2,0.0,72,42,0.7
2023/01/26,13:00,31.8,0.0,69,18,1.9
2023/01/26,14:00,29.3,0.0,67,81,1.7
2023/01/26,15:00,28.2,0.0,73,39,2.3
2023/01/26,16:00,26.9,0.0,82,52,1.0
2023/01/26,17:00,27.2,0.0,82,212,0.3
2023/01/26,18:00,26.0,0.0,91,56,0.2
2023/01/26,19:00,25.5,0.0,93,73,0.0
2023/01/26,20:00,25.6,0.0,94,104,0.7
2023/01/26,21:00,25.1,0.0,98,80,0.4
2023/01/26,22:00,25.1,0.0,98,78,0.3
2023/01/26,23:00,25.0,0.0,100,200,0.1
2023/01/27,00:00,24.7,0.0,100,120,0.4
2023/01/27,01:00,24.5,0.0,100,90,0.6
2023/01/27,02:00,24.4,0.0,100,150,0.5
2023/01/27,03:00,24.2,0.0,100,129,0.6
2023/01/27,04:00,24.1,0.0,100,151,0.8
2023/01/27,05:00,23.8,0.0,100,67,0.2
2023/01/27,06:00,23.6,0.0,100,101,0.4
2023/01/27,07:00,26.0,0.0,91,72,1.6
2023/01/27,08:00,28.4,0.0,81,75,1.8
2023/01/27,09:00,29.4,0.0,76,83,1.4
2023/01/27,10:00,30.9,0.0,74,58,1.9
2023/01/27,11:00,31.4,0.0,72,43,1.6
2023/01/27,12:00,31.7,0.0,69,77,1.5
2023/01/27,13:00,32.5,0.3,64,38,2.2
2023/01/27,14:00,32.7,0.0,61,10,2.6
2023/01/27,15:00,32.5,0.0,65,68,1.5
2023/01/27,16:00,32.6,0.0,61,8,1.7
2023/01/27,17:00,30.4,0.0,71,72,1.1
2023/01/27,18:00,28.8,0.0,76,15,0.7
2023/01/27,19:00,27.1,0.0,85,49,0.8
2023/01/27,20:00,26.1,S/D,92,S/D,S/D
2023/01/27,21:00,26.0,0.0,90,84,0.9
2023/01/27,22:00,25.5,S/D,90,S/D,S/D
2023/01/27,23:00,25.5,0.0,92,161,0.8
2023/01/28,00:00,24.8,0.0,96,189,0.6
2023/01/28,01:00,24.6,0.0,98,116,0.8
2023/01/28,02:00,24.7,0.0,98,150,0.5
2023/01/28,03:00,24.6,0.0,99,163,1.0
2023/01/28,04:00,24.6,0.0,99,137,1.2
2023/01/28,05:00,24.5,0.0,100,128,1.5
2023/01/28,06:00,24.3,0.0,100,135,1.3
2023/01/28,07:00,24.8,0.0,97,118,1.3
2023/01/28,08:00,25.8,0.0,92,123,1.4
2023/01/28,09:00,28.6,0.0,75,128,2.0
2023/01/28,10:00,30.6,0.0,71,47,1.2
2023/01/28,11:00,30.8,0.0,68,21,1.9
2023/01/28,12:00,31.6,0.0,64,37,1.6
2023/01/28,13:00,32.2,0.0,63,88,1.5
2023/01/28,14:00,29.8,0.0,73,72,3.0
2023/01/28,15:00,25.7,S/D,93,89,0.8
2023/01/28,16:00,30.0,0.0,71,350,1.8
2023/01/28,17:00,26.2,0.6,91,322,2.9
2023/01/28,18:00,25.7,0.0,97,249,0.7
2023/01/28,19:00,25.2,0.0,98,224,0.5
2023/01/28,20:00,25.4,S/D,97,S/D,S/D
2023/01/28,21:00,24.7,0.0,99,40,0.9
2023/01/28,22:00,24.6,0.0,99,93,0.5
2023/01/28,23:00,24.5,0.0,99,55,0.1
2023/01/29,00:00,24.6,0.0,98,341,0.1
2023/01/29,01:00,24.7,0.0,98,211,0.0
2023/01/29,02:00,24.4,0.0,100,231,0.4
2023/01/29,03:00,24.2,0.0,100,118,0.6
2023/01/29,04:00,24.0,0.0,100,45,0.0
2023/01/29,05:00,24.0,0.0,100,179,0.9
2023/01/29,06:00,23.9,0.0,100,102,0.0
2023/01/29,07:00,24.5,0.0,100,189,0.4
2023/01/29,08:00,25.3,0.0,98,114,0.5
2023/01/29,09:00,26.2,0.0,93,189,0.6
2023/01/29,10:00,27.6,0.0,88,220,0.8
2023/01/29,11:00,28.4,0.0,79,103,0.7
2023/01/29,12:00,29.4,0.0,77,180,0.8
2023/01/29,13:00,29.9,0.0,72,40,1.6
2023/01/29,14:00,30.9,0.0,68,333,2.3
2023/01/29,15:00,29.8,0.0,75,289,1.5
2023/01/29,16:00,28.0,0.0,90,208,1.5
2023/01/29,17:00,26.9,0.0,90,246,1.2
2023/01/29,18:00,26.0,0.0,89,265,2.3
2023/01/29,19:00,23.7,S/D,100,23,0.8
2023/01/29,20:00,23.7,S/D,100,253,1.0
2023/01/29,21:00,23.6,S/D,100,355,0.4
2023/01/29,22:00,23.5,1.2,100,40,0.4
2023/01/29,23:00,23.5,0.0,100,87,0.5
2023/01/30,00:00,23.6,0.0,100,35,0.0
2023/01/30,01:00,23.9,0.0,99,329,1.0
2023/01/30,02:00,23.9,0.0,98,295,0.4
2023/01/30,03:00,23.6,0.0,95,265,0.7
2023/01/30,04:00,23.6,0.0,99,86,0.4
2023/01/30,05:00,23.4,0.0,100,52,0.6
2023/01/30,06:00,23.0,0.0,100,95,0.4
2023/01/30,07:00,23.5,0.0,97,71,0.7
2023/01/30,08:00,24.8,0.0,86,29,0.9
2023/01/30,09:00,25.1,0.0,85,63,1.2
2023/01/30,10:00,26.1,0.0,82,70,1.0
2023/01/30,11:00,26.9,0.0,77,25,1.4
2023/01/30,12:00,27.7,0.0,79,85,1.0
2023/01/30,13:00,27.9,0.0,79,128,1.5
2023/01/30,14:00,27.9,0.0,75,137,1.1
2023/01/30,15:00,28.5,0.0,73,83,1.0
2023/01/30,16:00,27.6,0.0,79,36,1.1
2023/01/30,17:00,27.9,0.0,80,73,0.7
2023/01/30,18:00,26.5,0.0,87,75,0.1
2023/01/30,19:00,25.2,0.0,97,137,0.1
2023/01/30,20:00,24.7,0.0,100,172,0.1
2023/01/30,21:00,24.2,0.0,100,153,0.4
2023/01/30,22:00,23.8,0.0,100,154,0.2
2023/01/30,23:00,23.7,0.0,100,133,0.6
2023/01/31,00:00,23.5,0.0,100,155,0.4
2023/01/31,01:00,23.6,0.0,100,132,0.5
2023/01/31,02:00,23.6,0.0,100,91,0.4
2023/01/31,03:00,23.6,0.0,100,100,0.4
2023/01/31,04:00,23.2,0.0,100,179,0.6
2023/01/31,05:00,23.0,0.0,100,173,0.0
2023/01/31,06:00,22.7,0.0,100,134,0.0
2023/01/31,07:00,23.3,0.0,100,92,0.4
2023/01/31,08:00,25.4,0.0,92,99,1.3
2023/01/31,09:00,26.8,0.0,85,100,1.2
2023/01/31,10:00,27.0,0.0,85,96,1.2
2023/01/31,11:00,29.2,0.0,76,98,1.3
2023/01/31,12:00,30.6,0.0,75,69,1.4
2023/01/31,13:00,31.7,0.0,67,97,1.6
2023/01/31,14:00,31.8,0.0,69,42,1.3
2023/01/31,15:00,28.2,0.0,75,95,2.6
2023/01/31,16:00,26.7,0.6,87,106,1.1
2023/01/31,17:00,26.1,0.0,89,36,2.0
2023/01/31,18:00,25.8,0.0,94,60,0.6
2023/01/31,19:00,25.2,0.0,97,61,0.7
2023/01/31,20:00,24.8,0.0,99,83,0.3
2023/01/31,21:00,24.4,0.0,96,21,1.5
2023/01/31,22:00,24.1,0.0,98,108,0.1
2023/01/31,23:00,24.0,0.0,100,124,1.1
