Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : CABALLOCOCHA
,Departamento :,LORETO,Provincia :,MARISCAL RAMON CASTILLA,Distrito :,RAMON CASTILLA
,Latitud :,3°54'40.5'',Longitud :,70°30'43.4'',Altitud :,107 msnm.
,Tipo :,EMA - Meteorológica,Código :,4727547C
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2020/12/01,00:00,24.9,0.0,98,167,0.7
2020/12/01,01:00,24.6,0.0,99,144,0.8
2020/12/01,02:00,24.4,0.0,99,137,0.7
2020/12/01,03:00,24.5,0.0,99,129,0.9
2020/12/01,04:00,24.5,0.0,98,135,1.1
2020/12/01,05:00,24.5,0.0,98,140,0.6
2020/12/01,06:00,24.5,0.0,98,113,0.2
2020/12/01,07:00,25.6,0.0,94,115,1.0
2020/12/01,08:00,27.4,0.0,86,132,2.4
2020/12/01,09:00,29.7,0.0,76,132,1.0
2020/12/01,10:00,30.2,0.0,75,16,0.9
2020/12/01,11:00,31.4,0.0,68,132,1.5
2020/12/01,12:00,26.5,0.3,90,292,1.9
2020/12/01,13:00,28.6,0.0,80,319,2.9
2020/12/01,14:00,29.6,0.0,73,344,2.1
2020/12/01,15:00,30.9,0.0,69,338,2.8
2020/12/01,16:00,30.8,0.0,68,49,1.3
2020/12/01,17:00,28.5,0.0,79,45,1.0
2020/12/01,18:00,26.7,0.0,84,6,1.2
2020/12/01,19:00,26.0,0.0,88,13,1.0
2020/12/01,20:00,25.8,0.0,90,360,0.8
2020/12/01,21:00,25.5,0.0,89,4,1.2
2020/12/01,22:00,25.2,0.0,89,355,1.6
2020/12/01,23:00,24.8,0.0,91,353,1.0
2020/12/02,00:00,24.6,0.0,92,349,1.0
2020/12/02,01:00,24.5,0.0,93,13,0.9
2020/12/02,02:00,24.3,0.0,95,41,0.7
2020/12/02,03:00,24.0,0.0,96,275,0.6
2020/12/02,04:00,23.6,0.0,98,97,0.6
2020/12/02,05:00,23.7,0.0,98,118,0.2
2020/12/02,06:00,24.0,0.0,98,66,0.2
2020/12/02,07:00,27.2,0.0,84,44,1.0
2020/12/02,08:00,28.4,0.0,77,52,1.4
2020/12/02,09:00,29.2,0.0,72,53,1.5
2020/12/02,10:00,30.3,0.0,71,69,1.2
2020/12/02,11:00,31.2,0.0,66,50,1.5
2020/12/02,12:00,32.7,0.0,62,2,1.6
2020/12/02,13:00,32.2,0.0,58,6,2.5
2020/12/02,14:00,32.9,0.0,63,43,2.1
2020/12/02,15:00,31.1,0.0,66,65,2.8
2020/12/02,16:00,29.7,0.0,77,62,1.8
2020/12/02,17:00,27.9,0.0,80,54,0.7
2020/12/02,18:00,26.5,0.0,86,62,0.6
2020/12/02,19:00,26.0,0.0,90,60,0.2
2020/12/02,20:00,25.5,0.0,92,197,1.0
2020/12/02,21:00,26.0,0.0,93,122,0.5
2020/12/02,22:00,25.3,0.0,95,167,0.3
2020/12/02,23:00,25.1,0.0,95,179,0.6
2020/12/03,00:00,25.1,0.0,95,205,0.2
2020/12/03,01:00,24.9,0.0,97,155,1.4
2020/12/03,02:00,24.4,1.5,99,127,1.7
2020/12/03,03:00,23.7,3.9,99,247,1.3
2020/12/03,04:00,23.6,0.0,99,231,1.6
2020/12/03,05:00,23.7,0.9,98,237,1.6
2020/12/03,06:00,23.7,2.4,98,327,2.8
2020/12/03,07:00,23.6,13.8,98,276,2.5
2020/12/03,08:00,23.4,9.9,99,251,1.5
2020/12/03,09:00,23.4,9.3,99,246,0.8
2020/12/03,10:00,23.5,7.5,98,272,1.6
2020/12/03,11:00,23.5,2.1,98,215,0.7
2020/12/03,12:00,24.0,0.9,97,234,0.9
2020/12/03,13:00,24.1,0.9,96,213,1.2
2020/12/03,14:00,25.0,0.0,93,186,0.9
2020/12/03,15:00,25.5,0.0,92,87,1.2
2020/12/03,16:00,25.6,0.0,91,100,0.7
2020/12/03,17:00,25.5,0.0,91,96,0.4
2020/12/03,18:00,25.0,0.0,92,353,0.2
2020/12/03,19:00,24.3,0.0,97,109,0.3
2020/12/03,20:00,24.2,0.0,97,167,0.5
2020/12/03,21:00,24.0,0.0,98,121,0.5
2020/12/03,22:00,23.6,0.0,99,135,0.7
2020/12/03,23:00,23.4,0.0,99,104,0.5
2020/12/04,00:00,23.3,0.0,99,136,0.0
2020/12/04,01:00,23.2,0.0,99,130,0.6
2020/12/04,02:00,23.1,0.0,99,152,0.7
2020/12/04,03:00,23.2,0.0,99,135,1.0
2020/12/04,04:00,23.1,0.0,99,118,0.0
2020/12/04,05:00,23.2,0.0,99,151,0.3
2020/12/04,06:00,23.3,0.0,99,143,0.0
2020/12/04,07:00,24.2,0.0,96,133,1.1
2020/12/04,08:00,25.5,0.0,92,137,1.0
2020/12/04,09:00,26.7,0.0,86,134,1.3
2020/12/04,10:00,27.8,0.0,79,139,1.4
2020/12/04,11:00,28.9,0.0,74,177,1.4
2020/12/04,12:00,30.5,0.0,68,2,1.1
2020/12/04,13:00,31.4,0.0,66,84,1.3
2020/12/04,14:00,30.5,0.0,68,89,1.6
2020/12/04,15:00,32.6,0.0,58,76,1.7
2020/12/04,16:00,32.4,0.0,61,88,1.4
2020/12/04,17:00,29.6,0.0,76,115,1.4
2020/12/04,18:00,26.5,0.0,86,148,1.4
2020/12/04,19:00,25.6,0.0,89,145,0.2
2020/12/04,20:00,25.2,0.0,92,142,1.0
2020/12/04,21:00,25.1,0.0,93,243,0.4
2020/12/04,22:00,25.3,0.0,94,119,0.1
2020/12/04,23:00,24.9,0.0,95,199,0.6
2020/12/05,00:00,24.8,0.0,96,181,0.0
2020/12/05,01:00,24.5,0.0,96,224,0.4
2020/12/05,02:00,24.6,0.0,97,229,0.9
2020/12/05,03:00,24.5,0.0,98,222,0.6
2020/12/05,04:00,24.7,0.0,97,291,0.8
2020/12/05,05:00,24.5,0.0,96,293,1.6
2020/12/05,06:00,24.6,0.0,96,278,1.3
2020/12/05,07:00,24.7,0.0,95,230,1.5
2020/12/05,08:00,24.6,0.0,96,190,2.4
2020/12/05,09:00,23.2,4.8,99,123,0.7
2020/12/05,10:00,23.3,3.6,98,225,0.4
2020/12/05,11:00,24.0,0.6,96,254,1.2
2020/12/05,12:00,24.8,0.3,90,216,0.8
2020/12/05,13:00,26.6,0.0,80,78,0.8
2020/12/05,14:00,26.3,0.0,84,271,1.2
2020/12/05,15:00,27.4,0.0,80,252,1.7
2020/12/05,16:00,27.8,0.0,80,250,0.9
2020/12/05,17:00,26.7,0.0,85,275,1.1
2020/12/05,18:00,25.7,0.0,91,316,1.0
2020/12/05,19:00,25.2,0.0,93,298,0.9
2020/12/05,20:00,24.8,0.0,93,287,1.0
2020/12/05,21:00,24.7,0.0,94,298,1.3
2020/12/05,22:00,24.4,0.0,96,291,1.2
2020/12/05,23:00,24.2,0.0,97,277,1.7
2020/12/06,00:00,24.0,0.0,98,218,0.5
2020/12/06,01:00,23.5,0.0,99,172,0.6
2020/12/06,02:00,23.5,0.0,99,258,0.7
2020/12/06,03:00,23.5,0.6,99,250,1.0
2020/12/06,04:00,23.5,0.9,99,291,1.1
2020/12/06,05:00,23.7,0.3,99,248,1.2
2020/12/06,06:00,23.6,0.0,99,257,0.5
2020/12/06,07:00,24.4,0.0,95,190,0.5
2020/12/06,08:00,25.1,0.0,93,183,1.2
2020/12/06,09:00,26.1,0.0,89,218,1.1
2020/12/06,10:00,26.9,0.0,85,232,1.2
2020/12/06,11:00,27.0,0.0,85,181,0.6
2020/12/06,12:00,27.6,0.0,80,204,0.6
2020/12/06,13:00,28.1,0.0,80,267,1.4
2020/12/06,14:00,28.9,0.0,77,263,1.5
2020/12/06,15:00,28.9,0.0,81,310,1.9
2020/12/06,16:00,29.6,0.0,75,342,1.7
2020/12/06,17:00,29.1,0.0,78,296,1.2
2020/12/06,18:00,27.2,0.0,85,345,1.1
2020/12/06,19:00,26.5,0.0,91,186,0.4
2020/12/06,20:00,25.8,0.0,94,145,1.6
2020/12/06,21:00,23.8,9.3,98,231,0.8
2020/12/06,22:00,23.9,0.0,98,127,0.2
2020/12/06,23:00,23.9,0.0,98,178,0.4
2020/12/07,00:00,24.2,0.3,98,158,0.5
2020/12/07,01:00,24.0,0.3,99,134,0.9
2020/12/07,02:00,23.8,0.0,99,154,0.2
2020/12/07,03:00,23.8,0.0,99,176,0.2
2020/12/07,04:00,23.7,0.0,99,184,0.7
2020/12/07,05:00,23.6,0.0,99,160,0.7
2020/12/07,06:00,23.8,0.3,98,109,0.5
2020/12/07,07:00,25.0,0.0,93,123,1.1
2020/12/07,08:00,26.6,0.0,84,140,1.9
2020/12/07,09:00,27.8,0.0,80,138,2.7
2020/12/07,10:00,29.1,0.0,77,50,1.3
2020/12/07,11:00,29.9,0.0,75,32,1.3
2020/12/07,12:00,30.1,0.0,72,325,0.8
2020/12/07,13:00,30.0,0.0,70,354,1.5
2020/12/07,14:00,28.0,2.1,82,308,1.2
2020/12/07,15:00,31.3,0.3,70,256,0.5
2020/12/07,16:00,31.2,0.0,70,61,0.8
2020/12/07,17:00,30.2,0.0,79,65,0.8
2020/12/07,18:00,28.1,0.0,85,154,1.4
2020/12/07,19:00,26.9,0.0,93,53,0.6
2020/12/07,20:00,26.7,0.0,95,218,0.3
2020/12/07,21:00,26.4,0.0,96,146,0.1
2020/12/07,22:00,26.0,0.0,97,316,0.0
2020/12/07,23:00,25.6,0.0,95,76,0.3
2020/12/08,00:00,25.3,0.0,97,252,0.3
