Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : CABALLOCOCHA
,Departamento :,LORETO,Provincia :,MARISCAL RAMON CASTILLA,Distrito :,RAMON CASTILLA
,Latitud :,3°54'40.5'',Longitud :,70°30'43.4'',Altitud :,107 msnm.
,Tipo :,EMA - Meteorológica,Código :,4727547C
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2020/05/01,00:00,24.9,0.0,98,185,1.1
2020/05/01,01:00,24.6,0.0,98,171,1.2
2020/05/01,02:00,24.5,0.0,98,240,0.0
2020/05/01,03:00,25.2,0.0,98,291,0.6
2020/05/01,04:00,25.0,0.0,97,265,0.6
2020/05/01,05:00,24.5,0.0,98,135,0.6
2020/05/01,06:00,24.2,0.0,98,171,0.1
2020/05/01,07:00,25.6,0.0,95,138,1.5
2020/05/01,08:00,26.8,0.0,86,176,0.8
2020/05/01,09:00,28.2,0.0,79,138,2.1
2020/05/01,10:00,30.6,0.0,72,70,3.2
2020/05/01,11:00,29.0,0.0,77,106,3.1
2020/05/01,12:00,27.2,0.0,84,135,4.9
2020/05/01,13:00,30.3,0.0,76,97,3.0
2020/05/01,14:00,31.7,0.0,64,17,2.9
2020/05/01,15:00,31.6,0.0,65,87,1.7
2020/05/01,16:00,32.1,0.0,66,91,2.0
2020/05/01,17:00,31.2,0.0,68,52,1.3
2020/05/01,18:00,28.4,0.0,87,128,0.8
2020/05/01,19:00,27.4,0.0,91,73,0.6
2020/05/01,20:00,27.4,0.0,91,340,2.0
2020/05/01,21:00,26.5,0.0,95,194,0.6
2020/05/01,22:00,26.1,0.0,96,238,0.6
2020/05/01,23:00,26.1,0.0,95,197,0.9
2020/05/02,00:00,25.8,0.0,95,227,1.4
2020/05/02,01:00,25.9,0.0,94,243,0.7
2020/05/02,02:00,25.5,0.0,97,155,1.3
2020/05/02,03:00,25.6,0.0,98,169,0.2
2020/05/02,04:00,25.2,3.0,98,165,2.6
2020/05/02,05:00,24.5,18.6,98,150,2.2
2020/05/02,06:00,24.7,0.0,98,179,1.6
2020/05/02,07:00,25.2,0.0,97,124,2.2
2020/05/02,08:00,26.6,0.0,90,101,1.9
2020/05/02,09:00,27.9,0.0,85,126,2.5
2020/05/02,10:00,29.1,0.0,80,27,2.4
2020/05/02,11:00,29.6,0.0,78,15,3.2
2020/05/02,12:00,30.7,0.0,75,50,2.0
2020/05/02,13:00,30.9,0.0,74,36,3.0
2020/05/02,14:00,32.1,0.0,69,30,3.5
2020/05/02,15:00,30.7,0.0,73,319,4.9
2020/05/02,16:00,29.0,0.0,83,326,4.1
2020/05/02,17:00,28.3,0.0,86,337,5.1
2020/05/02,18:00,26.6,0.0,89,307,3.5
2020/05/02,19:00,26.2,0.0,92,186,1.2
2020/05/02,20:00,25.8,0.0,94,207,2.6
2020/05/02,21:00,25.3,0.0,94,137,5.4
2020/05/02,22:00,24.6,1.2,97,128,3.6
2020/05/02,23:00,24.5,0.6,98,107,1.5
2020/05/03,00:00,24.5,0.0,98,125,2.6
2020/05/03,01:00,24.3,0.0,98,80,0.2
2020/05/03,02:00,24.2,0.0,98,183,1.2
2020/05/03,03:00,24.4,0.0,98,128,0.3
2020/05/03,04:00,24.4,0.0,98,121,1.1
2020/05/03,05:00,24.5,0.0,98,137,0.9
2020/05/03,06:00,24.2,3.6,98,92,0.4
2020/05/03,07:00,23.9,9.3,98,128,0.9
2020/05/03,08:00,22.9,9.6,98,258,1.4
2020/05/03,09:00,23.2,0.9,97,241,2.7
2020/05/03,10:00,23.6,0.0,97,213,1.7
2020/05/03,11:00,23.9,0.0,95,252,2.5
2020/05/03,12:00,24.4,0.0,94,302,2.4
2020/05/03,13:00,24.8,0.0,94,309,3.3
2020/05/03,14:00,25.2,0.0,91,329,3.7
2020/05/03,15:00,25.3,0.0,90,309,3.2
2020/05/03,16:00,25.8,0.0,87,329,1.6
2020/05/03,17:00,25.3,0.0,90,278,1.6
2020/05/03,18:00,25.0,0.0,91,260,1.0
2020/05/03,19:00,24.6,0.0,93,266,2.4
2020/05/03,20:00,24.2,0.0,95,222,1.9
2020/05/03,21:00,23.8,0.0,96,244,1.0
2020/05/03,22:00,24.0,0.0,96,247,1.9
2020/05/03,23:00,23.7,0.0,98,281,3.0
2020/05/04,00:00,23.5,0.0,97,298,3.1
2020/05/04,01:00,23.4,0.0,98,302,2.8
2020/05/04,02:00,23.5,0.0,97,294,2.4
2020/05/04,03:00,23.5,0.0,97,297,2.7
2020/05/04,04:00,23.4,0.0,97,325,2.2
2020/05/04,05:00,23.3,0.0,97,164,0.0
2020/05/04,06:00,23.0,0.0,98,165,1.3
2020/05/04,07:00,25.1,0.0,91,216,1.7
2020/05/04,08:00,26.7,0.0,85,219,2.6
2020/05/04,09:00,27.5,0.0,81,272,4.1
2020/05/04,10:00,28.3,0.0,75,274,2.3
2020/05/04,11:00,28.9,0.0,72,283,2.7
2020/05/04,12:00,27.8,7.2,86,282,4.5
2020/05/04,13:00,29.5,0.0,73,273,5.2
2020/05/04,14:00,30.2,0.0,72,250,3.8
2020/05/04,15:00,30.9,0.0,68,271,4.3
2020/05/04,16:00,30.1,0.0,71,241,3.1
2020/05/04,17:00,27.7,0.0,86,286,4.6
2020/05/04,18:00,24.9,2.4,97,62,4.4
2020/05/04,19:00,24.3,10.2,98,77,0.8
2020/05/04,20:00,24.3,0.0,98,163,1.9
2020/05/04,21:00,24.2,0.0,98,80,0.6
2020/05/04,22:00,24.3,0.0,98,111,0.6
2020/05/04,23:00,24.3,0.0,98,196,1.0
2020/05/05,00:00,24.3,0.0,99,48,0.6
2020/05/05,01:00,24.4,0.0,99,68,0.0
2020/05/05,02:00,24.4,0.0,98,352,2.3
2020/05/05,03:00,24.2,0.0,98,34,1.7
2020/05/05,04:00,24.0,0.0,99,36,2.0
2020/05/05,05:00,23.8,0.0,98,26,0.9
2020/05/05,06:00,23.8,0.0,98,20,0.4
2020/05/05,07:00,24.9,0.0,95,32,2.0
2020/05/05,08:00,26.6,0.0,86,354,2.5
2020/05/05,09:00,28.8,0.0,77,27,1.6
2020/05/05,10:00,30.2,0.0,76,1,1.9
2020/05/05,11:00,31.3,0.0,71,57,2.3
2020/05/05,12:00,31.8,0.0,67,10,2.2
2020/05/05,13:00,32.5,0.0,64,329,2.6
2020/05/05,14:00,33.0,0.0,62,56,2.0
2020/05/05,15:00,32.6,0.0,62,59,1.9
2020/05/05,16:00,29.1,0.0,76,347,3.6
2020/05/05,17:00,26.4,0.0,84,331,7.1
2020/05/05,18:00,25.8,0.0,90,54,0.9
2020/05/05,19:00,25.8,0.0,93,132,1.0
2020/05/05,20:00,25.0,0.0,94,121,1.2
2020/05/05,21:00,25.0,0.0,94,127,0.8
2020/05/05,22:00,24.8,0.0,96,196,0.8
2020/05/05,23:00,24.5,0.0,96,146,1.0
2020/05/06,00:00,24.8,0.0,96,230,1.9
2020/05/06,01:00,24.7,0.0,96,225,1.5
2020/05/06,02:00,24.8,0.0,96,201,0.5
2020/05/06,03:00,24.4,0.0,97,91,0.9
2020/05/06,04:00,24.4,0.0,98,64,0.3
2020/05/06,05:00,24.6,0.0,98,77,0.0
2020/05/06,06:00,24.8,0.0,98,163,0.5
2020/05/06,07:00,25.3,0.0,97,130,0.7
2020/05/06,08:00,27.2,0.0,87,163,2.4
2020/05/06,09:00,28.2,0.0,82,130,2.2
2020/05/06,10:00,28.9,0.0,80,125,2.0
2020/05/06,11:00,29.8,0.0,75,111,2.1
2020/05/06,12:00,30.5,0.0,74,265,0.8
2020/05/06,13:00,31.0,0.0,74,47,2.3
2020/05/06,14:00,30.9,0.0,72,120,2.5
2020/05/06,15:00,32.1,0.0,68,10,4.0
2020/05/06,16:00,30.8,0.0,72,0,4.8
2020/05/06,17:00,27.6,0.0,82,360,1.7
2020/05/06,18:00,26.5,0.0,91,108,1.1
2020/05/06,19:00,26.0,0.0,94,132,0.3
2020/05/06,20:00,25.5,0.0,96,61,0.6
2020/05/06,21:00,25.4,0.0,96,59,0.0
2020/05/06,22:00,25.1,0.0,97,99,0.5
2020/05/06,23:00,24.9,0.0,97,111,0.1
2020/05/07,00:00,24.7,0.0,97,140,0.5
2020/05/07,01:00,24.5,0.0,98,205,0.4
2020/05/07,02:00,24.8,0.0,98,15,0.3
2020/05/07,03:00,24.7,0.0,98,94,1.2
2020/05/07,04:00,25.0,0.0,97,140,3.1
2020/05/07,05:00,25.0,0.0,97,139,2.9
2020/05/07,06:00,25.0,0.0,97,108,0.7
2020/05/07,07:00,25.5,0.0,95,154,1.4
2020/05/07,08:00,27.0,0.0,89,155,3.4
2020/05/07,09:00,28.3,0.0,83,118,4.0
2020/05/07,10:00,29.3,0.0,76,139,5.7
2020/05/07,11:00,30.7,0.0,72,158,3.0
2020/05/07,12:00,31.6,0.0,68,127,4.5
2020/05/07,13:00,29.9,0.0,79,42,3.2
2020/05/07,14:00,30.1,0.0,80,307,1.4
2020/05/07,15:00,29.6,0.0,80,318,3.0
2020/05/07,16:00,27.8,0.0,93,223,3.3
2020/05/07,17:00,25.9,0.0,98,28,3.0
2020/05/07,18:00,25.4,0.0,98,103,2.2
2020/05/07,19:00,25.8,0.0,98,216,1.2
2020/05/07,20:00,25.3,0.0,98,165,1.8
2020/05/07,21:00,25.3,0.0,98,240,1.4
2020/05/07,22:00,25.0,0.0,98,173,0.3
2020/05/07,23:00,24.9,0.0,98,194,0.8
2020/05/08,00:00,24.8,0.0,98,131,0.6
