Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : CABALLOCOCHA
,Departamento :,LORETO,Provincia :,MARISCAL RAMON CASTILLA,Distrito :,RAMON CASTILLA
,Latitud :,3°54'40.5'',Longitud :,70°30'43.4'',Altitud :,107 msnm.
,Tipo :,EMA - Meteorológica,Código :,4727547C
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2021/03/01,00:00,24.6,0.0,99,111,0.7
2021/03/01,01:00,24.4,0.0,97,183,0.7
2021/03/01,02:00,24.4,0.0,97,245,0.0
2021/03/01,03:00,23.8,3.9,99,344,1.6
2021/03/01,04:00,23.4,6.0,100,358,1.2
2021/03/01,05:00,23.2,1.8,99,327,2.4
2021/03/01,06:00,21.6,7.5,95,355,3.0
2021/03/01,07:00,22.0,7.8,99,281,0.0
2021/03/01,08:00,22.1,1.2,99,174,1.2
2021/03/01,09:00,22.0,2.1,99,131,1.0
2021/03/01,10:00,24.3,0.9,96,34,0.4
2021/03/01,11:00,25.2,0.0,85,114,1.1
2021/03/01,12:00,27.0,0.0,76,24,0.6
2021/03/01,13:00,28.0,0.0,66,70,1.9
2021/03/01,14:00,29.3,0.0,70,44,1.9
2021/03/01,15:00,29.0,0.0,72,10,2.4
2021/03/01,16:00,28.8,0.0,72,357,2.7
2021/03/01,17:00,27.9,0.0,80,51,1.3
2021/03/01,18:00,26.3,0.0,88,64,0.7
2021/03/01,19:00,25.5,0.0,91,67,0.6
2021/03/01,20:00,25.2,0.0,96,159,0.4
2021/03/01,21:00,25.0,0.0,97,187,0.3
2021/03/01,22:00,25.2,0.0,96,281,1.2
2021/03/01,23:00,25.1,0.0,90,308,1.0
2021/03/02,00:00,24.8,0.0,92,326,0.1
2021/03/02,01:00,24.3,0.0,97,68,0.6
2021/03/02,02:00,23.8,0.0,98,208,1.0
2021/03/02,03:00,23.8,0.0,99,110,0.5
2021/03/02,04:00,23.9,0.0,99,14,0.0
2021/03/02,05:00,23.9,0.0,100,156,0.2
2021/03/02,06:00,23.8,0.0,100,159,0.5
2021/03/02,07:00,24.5,0.0,98,126,1.1
2021/03/02,08:00,26.0,0.0,90,122,1.3
2021/03/02,09:00,27.4,0.0,85,68,0.8
2021/03/02,10:00,28.1,0.0,81,143,0.9
2021/03/02,11:00,29.5,0.0,74,54,1.0
2021/03/02,12:00,30.3,0.0,68,84,0.8
2021/03/02,13:00,29.9,0.0,70,356,1.0
2021/03/02,14:00,30.3,0.0,72,44,1.1
2021/03/02,15:00,29.9,0.0,70,50,0.5
2021/03/02,16:00,29.9,0.0,69,158,1.0
2021/03/02,17:00,25.4,0.0,86,23,4.3
2021/03/02,18:00,23.9,0.3,98,57,1.4
2021/03/02,19:00,24.0,0.0,96,161,0.7
2021/03/02,20:00,23.8,0.0,97,75,0.2
2021/03/02,21:00,23.9,0.0,98,240,0.6
2021/03/02,22:00,24.2,0.0,99,302,0.7
2021/03/02,23:00,24.2,0.0,97,281,1.3
2021/03/03,00:00,24.2,0.0,96,312,0.1
2021/03/03,01:00,24.1,0.0,96,313,0.9
2021/03/03,02:00,24.1,0.0,97,291,1.0
2021/03/03,03:00,23.6,0.0,100,134,1.3
2021/03/03,04:00,23.4,0.0,100,148,1.8
2021/03/03,05:00,23.5,0.3,100,134,1.1
2021/03/03,06:00,23.4,0.0,100,133,1.9
2021/03/03,07:00,23.7,0.3,99,118,0.5
2021/03/03,08:00,24.1,0.0,97,103,1.4
2021/03/03,09:00,25.0,0.0,91,89,1.4
2021/03/03,10:00,27.1,0.0,80,92,2.3
2021/03/03,11:00,27.6,0.0,76,53,1.8
2021/03/03,12:00,28.1,0.0,74,46,1.6
2021/03/03,13:00,28.7,0.0,72,49,1.2
2021/03/03,14:00,28.7,0.0,67,97,1.3
2021/03/03,15:00,29.4,0.0,67,112,1.2
2021/03/03,16:00,30.8,0.0,65,36,1.4
2021/03/03,17:00,29.8,0.0,68,343,1.6
2021/03/03,18:00,27.8,0.0,76,328,0.6
2021/03/03,19:00,25.8,0.0,91,167,0.2
2021/03/03,20:00,25.0,0.0,96,138,0.2
2021/03/03,21:00,24.6,0.0,97,124,0.0
2021/03/03,22:00,24.5,0.0,97,212,0.1
2021/03/03,23:00,24.3,0.0,98,169,0.4
2021/03/04,00:00,24.5,0.0,97,331,0.0
2021/03/04,01:00,25.0,0.0,94,20,1.0
2021/03/04,02:00,24.6,0.0,95,14,1.1
2021/03/04,03:00,24.4,0.0,97,32,0.3
2021/03/04,04:00,24.0,0.0,98,141,0.5
2021/03/04,05:00,23.8,0.0,98,136,0.4
2021/03/04,06:00,23.8,0.0,99,183,0.4
2021/03/04,07:00,24.3,0.0,97,140,1.0
2021/03/04,08:00,25.9,0.0,91,76,1.0
2021/03/04,09:00,26.9,0.0,88,61,0.9
2021/03/04,10:00,27.8,0.0,80,110,1.3
2021/03/04,11:00,28.4,0.0,81,41,0.7
2021/03/04,12:00,29.6,0.0,75,5,1.4
2021/03/04,13:00,29.0,0.0,78,47,1.6
2021/03/04,14:00,26.1,0.0,86,38,1.4
2021/03/04,15:00,27.4,0.0,79,37,1.2
2021/03/04,16:00,27.7,0.0,82,67,0.8
2021/03/04,17:00,26.7,0.0,84,68,0.4
2021/03/04,18:00,25.8,0.0,90,232,0.0
2021/03/04,19:00,24.9,0.0,96,52,0.4
2021/03/04,20:00,24.4,0.0,98,88,0.4
2021/03/04,21:00,24.7,0.0,98,143,0.1
2021/03/04,22:00,25.4,0.0,97,320,0.9
2021/03/04,23:00,25.0,0.0,98,163,0.0
2021/03/05,00:00,24.3,0.0,99,94,0.3
2021/03/05,01:00,24.1,0.0,100,93,0.6
2021/03/05,02:00,24.0,0.0,100,141,0.8
2021/03/05,03:00,24.1,0.0,99,139,1.3
2021/03/05,04:00,24.1,0.0,99,124,0.9
2021/03/05,05:00,23.8,0.0,99,118,0.9
2021/03/05,06:00,23.7,0.0,100,135,1.0
2021/03/05,07:00,24.2,0.0,97,111,0.5
2021/03/05,08:00,25.6,0.0,91,68,1.3
2021/03/05,09:00,27.3,0.0,79,58,1.8
2021/03/05,10:00,27.3,0.0,80,43,1.6
2021/03/05,11:00,26.7,0.0,88,39,1.5
2021/03/05,12:00,28.0,0.0,84,68,1.1
2021/03/05,13:00,30.4,0.0,68,53,2.5
2021/03/05,14:00,29.9,0.0,69,48,1.9
2021/03/05,15:00,30.6,0.0,69,45,1.8
2021/03/05,16:00,31.3,0.0,65,73,1.1
2021/03/05,17:00,30.9,0.0,66,43,1.0
2021/03/05,18:00,28.8,0.0,77,338,0.1
2021/03/05,19:00,26.7,0.0,90,74,0.2
2021/03/05,20:00,26.2,0.0,92,153,1.2
2021/03/05,21:00,25.6,0.0,94,170,0.2
2021/03/05,22:00,25.4,0.0,95,104,1.3
2021/03/05,23:00,S/D,S/D,S/D,S/D,S/D
2021/03/06,00:00,24.7,0.0,97,142,0.8
2021/03/06,01:00,24.4,0.0,98,133,0.0
2021/03/06,02:00,23.9,0.3,97,64,0.2
2021/03/06,03:00,23.7,0.3,100,343,0.0
2021/03/06,04:00,23.8,0.0,100,239,0.6
2021/03/06,05:00,23.9,0.0,99,227,0.3
2021/03/06,06:00,24.0,0.0,99,227,1.0
2021/03/06,07:00,25.3,0.0,96,235,1.3
2021/03/06,08:00,26.8,0.0,85,274,1.4
2021/03/06,09:00,27.7,0.0,79,301,0.7
2021/03/06,10:00,29.4,0.0,73,8,1.8
2021/03/06,11:00,31.2,0.0,65,36,2.0
2021/03/06,12:00,31.7,0.0,65,32,2.0
2021/03/06,13:00,31.7,0.0,64,96,1.6
2021/03/06,14:00,32.5,0.0,62,56,1.5
2021/03/06,15:00,33.6,0.0,58,46,1.4
2021/03/06,16:00,33.3,0.0,61,35,1.8
2021/03/06,17:00,31.0,0.0,69,42,1.3
2021/03/06,18:00,29.2,0.0,79,25,0.4
2021/03/06,19:00,27.8,0.0,89,140,0.0
2021/03/06,20:00,27.4,0.0,91,144,0.0
2021/03/06,21:00,26.9,0.0,92,73,1.6
2021/03/06,22:00,25.5,0.0,91,50,0.7
2021/03/06,23:00,24.3,0.0,95,67,0.8
2021/03/07,00:00,24.4,0.0,96,227,0.1
2021/03/07,01:00,24.3,0.0,96,202,0.9
2021/03/07,02:00,24.3,0.0,97,222,0.9
2021/03/07,03:00,24.0,0.0,97,196,1.1
2021/03/07,04:00,23.8,0.0,98,250,0.8
2021/03/07,05:00,24.1,0.0,98,232,0.5
2021/03/07,06:00,24.4,0.0,97,228,0.8
2021/03/07,07:00,25.0,0.0,95,200,1.6
2021/03/07,08:00,25.7,0.0,94,191,2.1
2021/03/07,09:00,26.2,0.6,93,180,1.9
2021/03/07,10:00,23.4,26.7,100,329,1.4
2021/03/07,11:00,23.4,10.2,100,209,1.1
2021/03/07,12:00,22.9,6.6,100,230,1.5
2021/03/07,13:00,23.3,3.6,99,235,1.0
2021/03/07,14:00,24.4,0.3,94,318,2.3
2021/03/07,15:00,25.7,0.0,89,288,1.1
2021/03/07,16:00,25.8,0.0,90,236,2.0
2021/03/07,17:00,27.0,0.0,83,200,1.4
2021/03/07,18:00,25.0,0.0,92,278,1.4
2021/03/07,19:00,24.5,0.0,94,318,1.4
2021/03/07,20:00,24.2,0.0,96,285,0.7
2021/03/07,21:00,23.8,0.0,99,197,0.4
2021/03/07,22:00,23.8,0.0,99,52,0.1
2021/03/07,23:00,23.7,0.0,100,325,0.0
2021/03/08,00:00,24.0,0.0,97,316,0.7
