Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : CABALLOCOCHA
,Departamento :,LORETO,Provincia :,MARISCAL RAMON CASTILLA,Distrito :,RAMON CASTILLA
,Latitud :,3°54'40.5'',Longitud :,70°30'43.4'',Altitud :,107 msnm.
,Tipo :,EMA - Meteorológica,Código :,4727547C
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2021/01/01,00:00,25.1,0.0,97,106,0.6
2021/01/01,01:00,25.0,0.0,96,73,0.2
2021/01/01,02:00,25.2,0.0,96,127,0.5
2021/01/01,03:00,24.7,0.0,93,124,3.2
2021/01/01,04:00,23.5,1.2,99,104,1.8
2021/01/01,05:00,23.4,1.5,99,90,1.2
2021/01/01,06:00,23.9,3.9,99,56,1.6
2021/01/01,07:00,24.2,0.3,96,40,1.8
2021/01/01,08:00,26.2,0.0,86,73,0.3
2021/01/01,09:00,27.6,0.0,80,7,1.6
2021/01/01,10:00,30.2,0.0,73,24,1.7
2021/01/01,11:00,31.1,0.0,70,15,1.9
2021/01/01,12:00,31.9,0.0,67,125,1.1
2021/01/01,13:00,29.3,1.8,80,31,1.8
2021/01/01,14:00,27.1,2.7,93,296,2.3
2021/01/01,15:00,27.1,0.6,91,282,1.7
2021/01/01,16:00,26.0,0.0,88,287,1.4
2021/01/01,17:00,24.2,0.9,97,238,3.4
2021/01/01,18:00,24.0,2.4,98,49,0.9
2021/01/01,19:00,24.0,0.3,99,228,1.5
2021/01/01,20:00,24.0,1.2,98,175,0.4
2021/01/01,21:00,24.3,0.0,97,331,0.6
2021/01/01,22:00,24.1,0.0,99,330,0.5
2021/01/01,23:00,24.0,0.0,99,191,0.1
2021/01/02,00:00,24.2,0.0,99,356,1.5
2021/01/02,01:00,23.9,0.9,99,306,0.9
2021/01/02,02:00,23.8,0.9,99,326,1.0
2021/01/02,03:00,23.8,0.0,99,205,1.1
2021/01/02,04:00,23.6,9.9,100,266,1.4
2021/01/02,05:00,23.1,10.5,100,154,0.5
2021/01/02,06:00,23.2,0.3,100,265,0.9
2021/01/02,07:00,23.8,1.5,100,292,0.3
2021/01/02,08:00,24.3,0.0,96,173,1.1
2021/01/02,09:00,22.7,11.7,99,161,1.0
2021/01/02,10:00,23.6,3.3,97,210,0.6
2021/01/02,11:00,26.3,0.3,88,207,0.8
2021/01/02,12:00,28.2,0.0,79,298,1.9
2021/01/02,13:00,28.9,0.0,76,287,2.1
2021/01/02,14:00,29.4,0.0,70,338,2.3
2021/01/02,15:00,30.3,0.0,62,334,2.7
2021/01/02,16:00,30.3,0.0,64,323,1.5
2021/01/02,17:00,30.7,0.0,65,4,1.3
2021/01/02,18:00,28.8,0.0,76,311,1.2
2021/01/02,19:00,26.3,0.6,91,31,2.3
2021/01/02,20:00,23.9,23.4,100,328,0.6
2021/01/02,21:00,23.7,0.6,99,188,1.0
2021/01/02,22:00,24.2,0.0,96,300,0.8
2021/01/02,23:00,24.3,0.0,97,286,0.9
2021/01/03,00:00,23.7,0.0,100,75,0.6
2021/01/03,01:00,23.6,0.0,100,118,0.0
2021/01/03,02:00,23.8,0.3,99,348,0.6
2021/01/03,03:00,23.9,0.0,98,302,0.4
2021/01/03,04:00,23.9,0.0,96,344,1.2
2021/01/03,05:00,23.7,0.0,98,217,0.0
2021/01/03,06:00,24.0,0.0,97,304,0.6
2021/01/03,07:00,25.0,0.0,92,335,1.7
2021/01/03,08:00,27.6,0.0,80,20,1.5
2021/01/03,09:00,28.5,0.0,76,12,1.5
2021/01/03,10:00,29.5,0.0,70,321,2.2
2021/01/03,11:00,30.7,0.0,68,327,2.5
2021/01/03,12:00,30.6,0.0,67,299,2.7
2021/01/03,13:00,30.9,0.0,66,294,2.6
2021/01/03,14:00,32.1,0.0,59,323,3.2
2021/01/03,15:00,31.5,0.0,66,323,3.4
2021/01/03,16:00,30.8,0.0,60,338,3.1
2021/01/03,17:00,30.7,0.0,66,323,2.4
2021/01/03,18:00,28.4,0.0,78,310,1.8
2021/01/03,19:00,27.4,0.0,84,272,1.1
2021/01/03,20:00,27.2,0.0,80,316,0.6
2021/01/03,21:00,26.6,0.0,90,208,0.0
2021/01/03,22:00,25.8,0.0,93,153,0.4
2021/01/03,23:00,25.6,0.0,94,139,0.8
2021/01/04,00:00,25.0,0.0,97,158,1.1
2021/01/04,01:00,24.5,0.0,98,135,1.1
2021/01/04,02:00,24.3,0.0,99,181,1.0
2021/01/04,03:00,24.4,0.0,98,169,0.9
2021/01/04,04:00,24.1,0.0,99,138,0.7
2021/01/04,05:00,24.0,0.0,100,28,0.4
2021/01/04,06:00,24.3,0.0,99,50,0.1
2021/01/04,07:00,25.1,0.0,96,68,0.4
2021/01/04,08:00,25.9,0.0,92,66,1.2
2021/01/04,09:00,28.5,0.0,80,46,1.8
2021/01/04,10:00,29.7,0.0,75,75,1.6
2021/01/04,11:00,25.0,12.0,99,69,1.1
2021/01/04,12:00,24.7,19.5,98,123,1.7
2021/01/04,13:00,25.2,0.6,95,26,1.1
2021/01/04,14:00,25.7,0.3,96,356,1.2
2021/01/04,15:00,25.9,0.0,93,122,1.5
2021/01/04,16:00,26.1,0.0,92,126,1.2
2021/01/04,17:00,26.2,0.0,91,151,1.1
2021/01/04,18:00,25.3,0.0,97,161,0.7
2021/01/04,19:00,24.9,0.0,98,114,0.7
2021/01/04,20:00,24.5,0.0,98,106,0.4
2021/01/04,21:00,24.5,0.0,99,129,0.3
2021/01/04,22:00,24.5,0.0,99,290,0.4
2021/01/04,23:00,24.4,0.0,99,158,0.7
2021/01/05,00:00,24.2,0.0,99,225,0.6
2021/01/05,01:00,24.3,0.0,99,202,0.5
2021/01/05,02:00,24.0,0.0,99,169,0.4
2021/01/05,03:00,24.0,0.0,99,209,0.1
2021/01/05,04:00,24.0,0.0,99,109,0.0
2021/01/05,05:00,24.0,0.0,99,127,1.3
2021/01/05,06:00,24.1,0.0,99,130,1.1
2021/01/05,07:00,24.4,0.3,99,117,1.3
2021/01/05,08:00,24.8,0.0,95,100,1.1
2021/01/05,09:00,26.0,0.0,90,89,1.4
2021/01/05,10:00,26.7,0.0,86,79,1.8
2021/01/05,11:00,27.9,0.0,81,51,1.9
2021/01/05,12:00,29.4,0.0,73,38,1.6
2021/01/05,13:00,30.1,0.0,69,69,2.1
2021/01/05,14:00,31.2,0.0,62,78,1.8
2021/01/05,15:00,31.5,0.0,62,67,1.2
2021/01/05,16:00,30.5,0.0,74,126,1.8
2021/01/05,17:00,30.1,0.0,73,115,1.8
2021/01/05,18:00,27.4,0.0,83,69,1.7
2021/01/05,19:00,25.9,0.0,90,103,0.4
2021/01/05,20:00,25.4,0.0,95,3,0.0
2021/01/05,21:00,25.3,0.0,95,227,0.7
2021/01/05,22:00,25.9,0.0,87,283,0.8
2021/01/05,23:00,25.2,0.0,97,334,1.6
2021/01/06,00:00,24.1,0.0,93,101,0.9
2021/01/06,01:00,23.6,0.0,97,104,0.4
2021/01/06,02:00,23.8,1.5,100,105,0.1
2021/01/06,03:00,24.1,1.5,98,6,1.5
2021/01/06,04:00,23.7,1.5,99,34,0.4
2021/01/06,05:00,24.0,0.3,99,326,0.4
2021/01/06,06:00,24.1,0.3,98,350,1.0
2021/01/06,07:00,24.4,0.0,94,9,1.9
2021/01/06,08:00,25.3,0.0,90,15,1.9
2021/01/06,09:00,25.2,0.0,90,39,1.2
2021/01/06,10:00,24.5,0.3,95,38,1.2
2021/01/06,11:00,24.5,1.5,97,40,1.2
2021/01/06,12:00,24.5,1.2,96,26,1.7
2021/01/06,13:00,25.3,0.3,91,36,1.9
2021/01/06,14:00,22.6,16.8,99,73,1.6
2021/01/06,15:00,22.7,14.1,100,98,1.3
2021/01/06,16:00,22.6,1.2,99,84,0.1
2021/01/06,17:00,23.1,0.3,98,296,0.8
2021/01/06,18:00,22.9,0.3,99,215,0.3
2021/01/06,19:00,22.7,0.0,100,262,0.4
2021/01/06,20:00,22.7,0.0,99,153,0.0
2021/01/06,21:00,22.5,0.0,100,155,0.7
2021/01/06,22:00,22.4,0.0,100,148,0.7
2021/01/06,23:00,22.3,0.0,100,129,0.8
2021/01/07,00:00,22.2,0.0,100,130,1.0
2021/01/07,01:00,22.0,0.0,100,129,0.2
2021/01/07,02:00,22.0,0.0,100,179,0.1
2021/01/07,03:00,21.9,0.0,100,122,0.1
2021/01/07,04:00,22.0,1.8,100,134,0.9
2021/01/07,05:00,22.2,0.6,100,146,0.7
2021/01/07,06:00,22.0,0.3,100,222,0.8
2021/01/07,07:00,22.2,0.3,100,218,0.8
2021/01/07,08:00,22.7,0.3,99,211,0.7
2021/01/07,09:00,23.3,0.3,98,172,1.0
2021/01/07,10:00,24.0,0.0,97,182,1.2
2021/01/07,11:00,25.2,0.3,94,173,1.3
2021/01/07,12:00,26.2,0.0,83,222,0.9
2021/01/07,13:00,28.2,0.0,78,285,1.9
2021/01/07,14:00,27.4,0.0,79,278,1.7
2021/01/07,15:00,29.0,0.0,78,270,1.5
2021/01/07,16:00,29.4,0.0,75,193,0.8
2021/01/07,17:00,27.9,0.0,80,190,1.6
2021/01/07,18:00,26.2,0.0,87,184,1.0
2021/01/07,19:00,25.1,0.0,93,157,0.7
2021/01/07,20:00,24.4,0.0,96,209,0.7
2021/01/07,21:00,24.3,0.0,95,176,1.2
2021/01/07,22:00,23.9,0.0,97,185,0.2
2021/01/07,23:00,24.0,0.0,96,285,0.5
2021/01/08,00:00,23.7,0.0,96,262,0.4
