Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : CABALLOCOCHA
,Departamento :,LORETO,Provincia :,MARISCAL RAMON CASTILLA,Distrito :,RAMON CASTILLA
,Latitud :,3°54'40.5'',Longitud :,70°30'43.4'',Altitud :,107 msnm.
,Tipo :,EMA - Meteorológica,Código :,4727547C
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2024/11/01,00:00,26.5,0.0,96,28,0.0
2024/11/01,01:00,26.3,0.0,95,134,0.0
2024/11/01,02:00,26.0,0.0,94,12,0.0
2024/11/01,03:00,25.5,0.0,95,223,0.0
2024/11/01,04:00,25.6,0.0,96,4,0.2
2024/11/01,05:00,24.7,0.0,98,74,0.0
2024/11/01,06:00,25.5,0.0,93,139,0.0
2024/11/01,07:00,28.8,0.0,76,43,0.9
2024/11/01,08:00,31.3,0.0,69,29,1.0
2024/11/01,09:00,33.2,0.0,63,17,1.1
2024/11/01,10:00,34.5,0.0,57,27,1.3
2024/11/01,11:00,34.5,0.0,57,72,1.5
2024/11/01,12:00,34.7,0.0,56,87,1.2
2024/11/01,13:00,35.4,0.0,52,349,1.3
2024/11/01,14:00,36.6,0.0,49,29,0.9
2024/11/01,15:00,36.4,0.0,50,18,0.9
2024/11/01,16:00,35.5,0.0,54,344,0.3
2024/11/01,17:00,33.4,0.0,59,67,0.0
2024/11/01,18:00,31.2,0.0,80,348,0.0
2024/11/01,19:00,29.6,0.0,87,95,0.0
2024/11/01,20:00,29.4,S/D,88,S/D,0.4
2024/11/01,21:00,28.4,0.0,87,359,0.0
2024/11/01,22:00,28.9,0.0,76,312,0.9
2024/11/01,23:00,28.3,0.0,76,346,1.9
2024/11/02,00:00,27.5,0.0,84,41,1.5
2024/11/02,01:00,26.9,0.0,83,313,0.0
2024/11/02,02:00,26.7,0.0,87,227,0.0
2024/11/02,03:00,26.5,0.0,85,301,0.4
2024/11/02,04:00,25.6,0.0,93,162,0.3
2024/11/02,05:00,24.8,0.0,97,90,0.0
2024/11/02,06:00,25.7,0.0,93,205,0.0
2024/11/02,07:00,28.9,0.0,81,17,0.8
2024/11/02,08:00,31.1,0.0,72,79,1.1
2024/11/02,09:00,32.8,0.0,64,64,1.8
2024/11/02,10:00,33.8,0.0,63,54,1.8
2024/11/02,11:00,34.7,0.0,59,22,1.4
2024/11/02,12:00,35.5,0.0,55,59,1.9
2024/11/02,13:00,36.3,0.0,53,62,1.9
2024/11/02,14:00,36.5,0.0,51,35,1.7
2024/11/02,15:00,36.0,0.0,56,68,1.4
2024/11/02,16:00,36.5,0.0,50,23,1.4
2024/11/02,17:00,34.8,0.0,57,12,0.2
2024/11/02,18:00,32.2,0.0,73,235,0.0
2024/11/02,19:00,30.7,0.0,77,248,0.0
2024/11/02,20:00,29.9,0.0,80,191,0.0
2024/11/02,21:00,27.7,0.0,79,114,3.9
2024/11/02,22:00,26.7,0.0,83,61,0.9
2024/11/02,23:00,26.4,0.0,85,124,0.6
2024/11/03,00:00,26.3,0.0,86,325,2.9
2024/11/03,01:00,24.0,0.0,100,227,2.8
2024/11/03,02:00,24.0,0.0,98,271,2.0
2024/11/03,03:00,23.8,0.0,99,282,0.3
2024/11/03,04:00,23.5,0.0,99,264,1.7
2024/11/03,05:00,23.4,0.0,100,197,0.1
2024/11/03,06:00,23.3,0.0,100,125,2.3
2024/11/03,07:00,23.2,0.0,100,109,1.8
2024/11/03,08:00,23.5,0.0,100,135,2.0
2024/11/03,09:00,23.7,0.0,98,149,2.3
2024/11/03,10:00,24.3,0.0,96,97,1.3
2024/11/03,11:00,26.0,0.0,86,92,0.7
2024/11/03,12:00,26.5,0.0,81,164,0.2
2024/11/03,13:00,27.1,0.0,83,358,2.2
2024/11/03,14:00,26.4,0.0,87,26,1.3
2024/11/03,15:00,26.0,0.0,86,41,1.1
2024/11/03,16:00,25.4,0.0,83,39,2.5
2024/11/03,17:00,24.3,0.0,87,33,2.0
2024/11/03,18:00,23.7,0.0,90,33,1.8
2024/11/03,19:00,23.6,0.0,90,5,1.5
2024/11/03,20:00,23.1,0.0,92,79,0.3
2024/11/03,21:00,23.0,0.0,95,137,0.0
2024/11/03,22:00,22.8,0.0,97,175,0.4
2024/11/03,23:00,22.8,0.0,97,145,0.0
2024/11/04,00:00,22.4,0.0,99,127,1.6
2024/11/04,01:00,22.5,0.0,99,159,1.2
2024/11/04,02:00,22.6,0.0,97,249,0.9
2024/11/04,03:00,22.6,0.0,97,281,1.2
2024/11/04,04:00,22.6,0.0,97,248,0.0
2024/11/04,05:00,22.5,0.0,99,203,0.5
2024/11/04,06:00,22.7,0.0,98,195,0.0
2024/11/04,07:00,23.2,0.0,95,129,0.3
2024/11/04,08:00,24.8,0.0,86,261,0.5
2024/11/04,09:00,25.4,0.0,81,2,1.7
2024/11/04,10:00,27.1,0.0,74,337,1.3
2024/11/04,11:00,28.3,0.0,71,220,0.9
2024/11/04,12:00,29.5,0.0,67,72,1.1
2024/11/04,13:00,29.7,0.0,67,78,1.0
2024/11/04,14:00,30.1,0.0,69,11,1.8
2024/11/04,15:00,29.5,0.0,69,18,1.0
2024/11/04,16:00,29.5,0.0,69,35,0.8
2024/11/04,17:00,29.3,0.0,72,260,0.6
2024/11/04,18:00,27.6,0.0,83,324,0.3
2024/11/04,19:00,26.5,0.0,91,131,0.0
2024/11/04,20:00,25.5,0.0,94,180,0.0
2024/11/04,21:00,25.0,0.0,96,184,0.0
2024/11/04,22:00,24.5,0.0,96,144,0.0
2024/11/04,23:00,24.3,0.0,97,142,0.0
2024/11/05,00:00,23.9,0.0,98,117,0.0
2024/11/05,01:00,23.8,0.0,98,178,0.0
2024/11/05,02:00,23.7,0.0,99,140,0.0
2024/11/05,03:00,23.3,0.0,100,135,0.0
2024/11/05,04:00,23.0,0.0,99,221,0.0
2024/11/05,05:00,22.8,0.0,99,188,0.0
2024/11/05,06:00,23.0,0.0,98,110,0.2
2024/11/05,07:00,26.7,0.0,86,252,0.0
2024/11/05,08:00,28.5,0.0,76,355,0.9
2024/11/05,09:00,30.7,0.0,66,12,1.5
2024/11/05,10:00,31.6,0.0,62,3,1.8
2024/11/05,11:00,S/D,0.0,S/D,346,0.9
2024/11/05,12:00,S/D,0.0,S/D,38,1.1
2024/11/05,13:00,34.5,0.0,53,39,1.2
2024/11/05,14:00,34.7,0.0,50,3,1.6
2024/11/05,15:00,34.7,0.0,49,333,2.0
2024/11/05,16:00,S/D,0.0,S/D,318,1.7
2024/11/05,17:00,S/D,0.0,S/D,4,1.3
2024/11/05,18:00,29.9,0.0,79,143,0.0
2024/11/05,19:00,28.5,0.0,88,169,0.0
2024/11/05,20:00,27.5,0.0,90,30,0.0
2024/11/05,21:00,27.4,0.0,92,209,0.0
2024/11/05,22:00,26.6,0.0,93,164,0.0
2024/11/05,23:00,S/D,0.0,S/D,229,0.0
2024/11/06,00:00,25.9,0.0,95,99,0.0
2024/11/06,01:00,26.0,0.0,94,95,0.0
2024/11/06,02:00,S/D,0.0,S/D,188,0.0
2024/11/06,03:00,S/D,0.0,S/D,244,0.0
2024/11/06,04:00,S/D,0.0,S/D,109,0.0
2024/11/06,05:00,S/D,0.0,S/D,135,0.0
2024/11/06,06:00,25.5,0.0,94,168,0.0
2024/11/06,07:00,29.5,0.0,77,33,0.1
2024/11/06,08:00,30.7,0.0,69,42,0.9
2024/11/06,09:00,32.2,0.0,68,49,1.5
2024/11/06,10:00,33.6,0.0,62,11,1.7
2024/11/06,11:00,33.0,0.0,65,27,1.2
2024/11/06,12:00,S/D,0.0,S/D,347,1.0
2024/11/06,13:00,34.6,0.0,60,13,1.5
2024/11/06,14:00,35.3,0.0,56,67,1.1
2024/11/06,15:00,35.1,0.0,56,20,1.0
2024/11/06,16:00,29.0,0.0,69,16,2.6
2024/11/06,17:00,26.8,0.0,83,103,1.6
2024/11/06,18:00,S/D,0.0,S/D,96,0.9
2024/11/06,19:00,S/D,0.0,S/D,53,1.0
2024/11/06,20:00,S/D,0.0,S/D,53,1.1
2024/11/06,21:00,S/D,0.0,S/D,189,1.0
2024/11/06,22:00,24.4,0.0,97,49,0.7
2024/11/06,23:00,24.3,S/D,96,S/D,S/D
2024/11/07,00:00,23.9,0.0,98,183,0.0
2024/11/07,01:00,S/D,0.0,S/D,85,0.0
2024/11/07,02:00,S/D,0.0,S/D,176,0.0
2024/11/07,03:00,S/D,0.0,S/D,82,0.0
2024/11/07,04:00,S/D,0.0,S/D,79,0.6
2024/11/07,05:00,S/D,0.0,S/D,67,0.0
2024/11/07,06:00,23.9,0.0,96,80,0.2
2024/11/07,07:00,26.5,0.0,85,68,0.3
2024/11/07,08:00,27.8,0.0,78,94,1.8
2024/11/07,09:00,29.4,0.0,74,102,1.2
2024/11/07,10:00,31.5,0.0,62,23,1.2
2024/11/07,11:00,31.2,0.0,68,68,1.3
2024/11/07,12:00,S/D,0.0,S/D,1,1.0
2024/11/07,13:00,33.6,0.0,61,313,1.1
2024/11/07,14:00,S/D,0.0,S/D,43,1.3
2024/11/07,15:00,34.3,0.0,60,75,0.8
2024/11/07,16:00,34.5,0.0,56,82,0.9
2024/11/07,17:00,33.5,0.0,59,71,0.2
2024/11/07,18:00,30.3,0.0,78,69,0.0
2024/11/07,19:00,29.1,0.0,82,117,1.0
2024/11/07,20:00,28.3,0.0,82,134,1.1
2024/11/07,21:00,27.4,0.0,86,124,0.7
2024/11/07,22:00,26.3,0.0,91,103,0.3
