Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : CABALLOCOCHA
,Departamento :,LORETO,Provincia :,MARISCAL RAMON CASTILLA,Distrito :,RAMON CASTILLA
,Latitud :,3°54'40.5'',Longitud :,70°30'43.4'',Altitud :,107 msnm.
,Tipo :,EMA - Meteorológica,Código :,4727547C
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2025/01/01,00:00,24.7,0.0,100,109,0.0
2025/01/01,01:00,24.8,0.0,100,270,0.0
2025/01/01,02:00,24.7,0.0,100,149,0.0
2025/01/01,03:00,24.3,0.0,100,219,0.0
2025/01/01,04:00,24.4,0.0,100,354,0.0
2025/01/01,05:00,25.1,0.0,100,11,0.7
2025/01/01,06:00,25.2,0.0,95,335,1.2
2025/01/01,07:00,25.4,0.0,92,345,1.5
2025/01/01,08:00,26.3,0.0,87,0,1.5
2025/01/01,09:00,27.8,0.0,82,304,1.5
2025/01/01,10:00,28.2,0.0,78,282,0.7
2025/01/01,11:00,25.3,0.0,98,273,2.3
2025/01/01,12:00,24.6,0.0,100,137,1.4
2025/01/01,13:00,24.0,0.0,100,253,1.9
2025/01/01,14:00,23.6,0.0,100,127,1.0
2025/01/01,15:00,23.0,0.0,100,120,0.9
2025/01/01,16:00,23.0,0.0,100,53,0.4
2025/01/01,17:00,23.2,0.0,100,211,1.3
2025/01/01,18:00,23.2,0.0,100,124,0.4
2025/01/01,19:00,23.4,0.0,100,111,0.0
2025/01/01,20:00,23.3,0.0,100,158,0.0
2025/01/01,21:00,23.3,0.0,100,63,0.0
2025/01/01,22:00,23.5,0.0,100,106,0.0
2025/01/01,23:00,23.7,0.0,100,166,0.0
2025/01/02,00:00,23.6,0.0,100,86,0.0
2025/01/02,01:00,23.7,0.0,100,343,0.0
2025/01/02,02:00,23.7,0.0,100,268,0.0
2025/01/02,03:00,23.8,0.0,100,338,0.0
2025/01/02,04:00,23.6,0.0,100,73,0.0
2025/01/02,05:00,23.7,0.0,100,240,0.0
2025/01/02,06:00,23.8,0.0,100,347,0.6
2025/01/02,07:00,24.5,0.0,97,309,0.0
2025/01/02,08:00,26.1,0.0,87,345,1.1
2025/01/02,09:00,28.8,0.0,76,3,1.0
2025/01/02,10:00,29.6,0.0,71,19,1.5
2025/01/02,11:00,30.0,0.0,75,78,1.2
2025/01/02,12:00,31.5,0.0,63,4,1.7
2025/01/02,13:00,31.4,0.0,65,352,2.5
2025/01/02,14:00,23.7,0.0,99,85,2.9
2025/01/02,15:00,24.2,0.0,100,260,0.4
2025/01/02,16:00,25.3,0.0,94,190,0.8
2025/01/02,17:00,25.5,0.0,95,180,0.3
2025/01/02,18:00,25.1,0.0,98,236,0.0
2025/01/02,19:00,24.8,0.0,100,145,0.2
2025/01/02,20:00,24.9,0.0,97,316,1.0
2025/01/02,21:00,24.9,0.0,99,47,1.1
2025/01/02,22:00,24.5,0.0,98,273,0.0
2025/01/02,23:00,24.4,0.0,100,195,0.1
2025/01/03,00:00,24.3,0.0,100,317,0.0
2025/01/03,01:00,24.4,0.0,100,252,0.8
2025/01/03,02:00,24.4,0.0,100,191,0.0
2025/01/03,03:00,24.2,0.0,100,216,0.0
2025/01/03,04:00,23.8,0.0,100,209,1.3
2025/01/03,05:00,23.6,0.0,100,129,1.1
2025/01/03,06:00,23.3,0.0,100,224,0.9
2025/01/03,07:00,23.6,0.0,100,184,0.0
2025/01/03,08:00,25.2,0.0,95,155,0.0
2025/01/03,09:00,26.0,0.0,87,273,1.3
2025/01/03,10:00,27.9,0.0,81,288,1.0
2025/01/03,11:00,28.6,0.0,76,263,0.9
2025/01/03,12:00,30.4,0.0,69,265,2.0
2025/01/03,13:00,30.9,0.0,71,207,2.0
2025/01/03,14:00,30.1,0.0,75,243,2.3
2025/01/03,15:00,31.7,0.0,68,207,2.7
2025/01/03,16:00,31.4,0.0,68,210,3.1
2025/01/03,17:00,24.5,0.0,94,199,2.3
2025/01/03,18:00,24.7,0.0,91,237,0.1
2025/01/03,19:00,24.6,0.0,97,206,0.9
2025/01/03,21:00,24.5,0.0,98,127,0.2
2025/01/03,23:00,24.8,0.0,98,188,0.0
2025/01/04,00:00,24.4,0.0,99,165,0.0
2025/01/04,01:00,23.9,0.0,100,135,0.1
2025/01/04,02:00,23.8,0.0,100,162,0.0
2025/01/04,03:00,23.7,0.0,100,223,0.0
2025/01/04,04:00,23.6,0.0,100,166,0.0
2025/01/04,05:00,23.5,0.0,100,224,0.1
2025/01/04,06:00,23.8,0.0,100,155,0.0
2025/01/04,07:00,24.6,0.0,100,190,0.1
2025/01/04,08:00,25.5,0.0,94,231,1.2
2025/01/04,09:00,26.4,0.0,89,253,1.6
2025/01/04,10:00,27.9,0.0,82,261,1.0
2025/01/04,11:00,28.9,0.0,76,276,1.7
2025/01/04,12:00,30.7,0.0,72,8,2.1
2025/01/04,13:00,31.1,0.0,66,349,2.5
2025/01/04,14:00,31.8,0.0,66,311,2.6
2025/01/04,15:00,32.1,0.0,66,0,2.5
2025/01/04,16:00,28.9,0.0,85,61,0.8
2025/01/04,17:00,24.2,0.0,100,233,1.6
2025/01/04,18:00,24.1,0.0,97,268,0.0
2025/01/04,19:00,24.6,0.0,97,348,1.0
2025/01/04,20:00,24.5,0.0,99,103,0.0
2025/01/04,21:00,24.6,0.0,99,91,0.0
2025/01/04,22:00,24.7,0.0,96,341,1.1
2025/01/04,23:00,24.4,0.0,100,23,0.0
2025/01/05,00:00,24.4,0.0,100,355,0.5
2025/01/05,01:00,24.2,0.0,100,20,0.7
2025/01/05,02:00,24.3,0.0,100,314,1.2
2025/01/05,03:00,23.6,0.0,100,333,1.7
2025/01/05,04:00,23.2,0.0,100,278,0.2
2025/01/05,05:00,23.4,0.0,100,1,0.6
2025/01/05,06:00,23.5,0.0,100,297,0.7
2025/01/05,07:00,24.0,0.0,100,239,1.5
2025/01/05,08:00,25.2,0.0,92,293,0.4
2025/01/05,09:00,26.6,0.0,84,14,1.4
2025/01/05,10:00,27.4,0.0,82,42,0.9
2025/01/05,11:00,28.7,0.0,75,77,0.9
2025/01/05,12:00,31.0,0.0,67,60,1.2
2025/01/05,13:00,31.5,0.0,61,79,1.2
2025/01/05,14:00,32.5,0.0,60,37,1.3
2025/01/05,15:00,32.8,0.0,59,44,1.4
2025/01/05,16:00,33.3,0.0,59,45,1.6
2025/01/05,17:00,31.3,0.0,66,143,1.4
2025/01/05,18:00,28.1,0.0,81,97,0.0
2025/01/05,19:00,27.8,0.0,89,130,0.3
2025/01/05,20:00,25.5,0.0,95,62,0.6
2025/01/05,21:00,25.1,0.0,95,85,0.0
2025/01/05,22:00,25.2,0.0,99,80,0.0
2025/01/05,23:00,24.9,0.0,100,30,0.0
2025/01/06,00:00,24.8,0.0,100,152,0.0
2025/01/06,01:00,25.1,0.0,98,78,0.9
2025/01/06,02:00,25.0,0.0,96,69,0.3
2025/01/06,03:00,24.7,0.0,94,40,0.7
2025/01/06,04:00,24.4,0.0,96,17,1.1
2025/01/06,05:00,24.1,0.0,97,42,0.9
2025/01/06,06:00,24.2,0.0,95,27,0.6
2025/01/06,07:00,24.8,0.0,93,46,0.8
2025/01/06,08:00,25.4,0.0,92,20,1.4
2025/01/06,09:00,26.7,0.0,84,11,2.1
2025/01/06,10:00,28.9,0.0,76,14,1.9
2025/01/06,11:00,30.0,0.0,70,360,2.4
2025/01/06,12:00,30.7,0.0,69,356,2.5
2025/01/06,13:00,30.2,0.0,72,332,2.3
2025/01/06,14:00,31.1,0.0,66,350,3.1
2025/01/06,15:00,30.2,0.0,70,2,1.6
2025/01/06,16:00,30.7,0.0,69,18,1.0
2025/01/06,17:00,25.2,0.0,90,344,1.6
2025/01/06,18:00,25.4,0.0,92,242,0.0
2025/01/06,19:00,24.7,0.0,97,116,1.0
2025/01/06,20:00,25.1,0.0,96,115,0.5
2025/01/06,21:00,24.7,0.0,99,73,0.0
2025/01/06,22:00,24.8,0.0,100,186,0.0
2025/01/06,23:00,24.6,0.0,99,156,0.0
2025/01/07,00:00,24.6,0.0,99,186,0.0
2025/01/07,01:00,24.5,0.0,100,123,0.0
2025/01/07,02:00,24.4,0.0,100,119,0.0
2025/01/07,03:00,24.3,0.0,100,132,0.0
2025/01/07,04:00,24.2,0.0,100,172,0.0
2025/01/07,05:00,24.2,0.0,100,153,0.0
2025/01/07,06:00,24.1,0.0,100,146,0.0
2025/01/07,07:00,25.1,0.0,96,147,0.0
2025/01/07,08:00,26.4,0.0,89,135,0.9
2025/01/07,09:00,28.3,0.0,79,121,1.0
2025/01/07,10:00,29.9,0.0,72,11,1.4
2025/01/07,11:00,29.6,0.0,77,45,1.6
2025/01/07,12:00,30.5,0.0,75,26,1.1
2025/01/07,13:00,31.5,0.0,68,11,1.5
2025/01/07,14:00,32.3,0.0,62,67,1.1
2025/01/07,15:00,32.3,0.0,63,103,0.7
2025/01/07,16:00,32.9,0.0,59,35,1.4
2025/01/07,17:00,30.6,0.0,71,128,0.6
2025/01/07,18:00,29.1,0.0,81,190,0.6
2025/01/07,19:00,26.6,0.0,86,151,0.9
2025/01/07,20:00,25.6,0.0,91,169,0.0
2025/01/07,21:00,25.2,0.0,93,198,0.0
2025/01/07,22:00,25.4,0.0,94,202,0.0
2025/01/07,23:00,25.1,0.0,96,221,0.0
2025/01/08,00:00,25.0,0.0,96,141,0.0
2025/01/08,01:00,24.8,0.0,96,124,0.0
2025/01/08,02:00,24.7,0.0,98,258,0.0
