Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : CABALLOCOCHA
,Departamento :,LORETO,Provincia :,MARISCAL RAMON CASTILLA,Distrito :,RAMON CASTILLA
,Latitud :,3°54'40.5'',Longitud :,70°30'43.4'',Altitud :,107 msnm.
,Tipo :,EMA - Meteorológica,Código :,4727547C
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2020/08/01,00:00,23.6,0.0,94,212,0.4
2020/08/01,01:00,23.2,0.0,95,255,0.3
2020/08/01,02:00,22.7,0.0,96,164,0.3
2020/08/01,03:00,22.3,0.0,97,54,0.0
2020/08/01,04:00,22.1,0.0,98,30,1.1
2020/08/01,05:00,22.3,0.0,98,91,0.4
2020/08/01,06:00,22.5,0.0,96,79,0.0
2020/08/01,07:00,23.7,0.0,90,230,2.1
2020/08/01,08:00,26.4,0.0,77,194,2.9
2020/08/01,09:00,28.5,0.0,69,197,4.8
2020/08/01,10:00,30.6,0.0,59,186,6.4
2020/08/01,11:00,31.4,0.0,59,199,4.3
2020/08/01,12:00,31.8,0.0,55,183,3.4
2020/08/01,13:00,31.2,0.0,58,191,3.4
2020/08/01,14:00,32.3,0.0,54,216,5.3
2020/08/01,15:00,31.8,0.0,55,247,3.8
2020/08/01,16:00,32.0,0.0,51,204,1.6
2020/08/01,17:00,31.1,0.0,59,213,1.7
2020/08/01,18:00,28.3,0.0,72,192,1.1
2020/08/01,19:00,26.1,0.0,87,159,0.8
2020/08/01,20:00,25.5,0.0,86,221,0.4
2020/08/01,21:00,24.6,0.0,88,259,0.3
2020/08/01,22:00,24.0,0.0,94,248,0.0
2020/08/01,23:00,23.1,0.0,96,152,0.0
2020/08/02,00:00,22.5,0.0,97,31,0.0
2020/08/02,01:00,22.1,0.0,97,31,0.0
2020/08/02,02:00,21.6,0.0,97,134,0.3
2020/08/02,03:00,21.3,0.0,98,146,0.0
2020/08/02,04:00,21.1,0.0,98,9,0.0
2020/08/02,05:00,20.7,0.0,98,102,0.0
2020/08/02,06:00,20.7,0.0,98,135,0.0
2020/08/02,07:00,23.4,0.0,92,342,0.0
2020/08/02,08:00,26.6,0.0,70,229,1.0
2020/08/02,09:00,28.2,0.0,70,222,2.3
2020/08/02,10:00,31.1,0.0,59,179,2.8
2020/08/02,11:00,31.4,0.0,53,181,3.4
2020/08/02,12:00,32.3,0.0,50,145,2.4
2020/08/02,13:00,33.7,0.0,49,96,2.2
2020/08/02,14:00,33.0,0.0,48,105,1.5
2020/08/02,15:00,32.6,0.0,51,212,2.9
2020/08/02,16:00,32.7,0.0,53,163,1.9
2020/08/02,17:00,31.9,0.0,57,197,2.0
2020/08/02,18:00,28.7,0.0,76,86,0.2
2020/08/02,19:00,26.1,0.0,89,191,1.0
2020/08/02,20:00,25.4,0.0,92,172,0.4
2020/08/02,21:00,24.7,0.0,92,156,0.5
2020/08/02,22:00,24.0,0.0,94,150,0.1
2020/08/02,23:00,23.6,0.0,95,152,0.5
2020/08/03,00:00,23.1,0.0,95,146,0.0
2020/08/03,01:00,22.7,0.0,96,150,0.0
2020/08/03,02:00,22.3,0.0,96,115,0.0
2020/08/03,03:00,21.9,0.0,97,83,0.9
2020/08/03,04:00,21.9,0.0,97,212,0.4
2020/08/03,05:00,21.6,0.0,97,231,0.5
2020/08/03,06:00,21.5,0.0,97,151,0.4
2020/08/03,07:00,23.8,0.0,88,199,1.0
2020/08/03,08:00,26.8,0.0,75,203,2.3
2020/08/03,09:00,29.5,0.0,62,180,3.6
2020/08/03,10:00,31.6,0.0,57,156,4.6
2020/08/03,11:00,32.9,0.0,51,178,6.2
2020/08/03,12:00,32.8,0.0,51,161,6.2
2020/08/03,13:00,33.7,0.0,48,174,5.1
2020/08/03,14:00,33.0,0.0,50,152,3.6
2020/08/03,15:00,33.8,0.0,47,171,3.0
2020/08/03,16:00,32.9,0.0,48,169,4.1
2020/08/03,17:00,32.3,0.0,57,177,2.0
2020/08/03,18:00,29.2,0.0,74,161,0.0
2020/08/03,19:00,27.2,0.0,83,216,0.1
2020/08/03,20:00,26.2,0.0,89,152,0.0
2020/08/03,21:00,25.2,0.0,92,131,0.1
2020/08/03,22:00,24.8,0.0,93,146,0.0
2020/08/03,23:00,24.8,0.0,91,217,0.2
2020/08/04,00:00,24.5,0.0,91,73,0.8
2020/08/04,01:00,24.3,0.0,92,30,1.0
2020/08/04,02:00,25.0,0.0,89,325,1.1
2020/08/04,03:00,23.7,0.0,95,122,0.5
2020/08/04,04:00,23.0,0.0,97,132,0.4
2020/08/04,05:00,22.6,0.0,97,127,0.0
2020/08/04,06:00,22.1,0.0,97,226,0.3
2020/08/04,07:00,24.2,0.0,94,226,1.0
2020/08/04,08:00,27.3,0.0,76,273,1.3
2020/08/04,09:00,28.9,0.0,69,202,3.1
2020/08/04,10:00,30.8,0.0,62,177,2.6
2020/08/04,11:00,32.3,0.0,56,161,3.7
2020/08/04,12:00,32.8,0.0,52,106,2.8
2020/08/04,13:00,32.6,0.0,47,157,2.5
2020/08/04,14:00,33.4,0.0,46,134,3.7
2020/08/04,15:00,32.4,0.0,49,106,2.3
2020/08/04,16:00,32.7,0.0,48,147,2.5
2020/08/04,17:00,31.5,0.0,57,184,3.1
2020/08/04,18:00,28.7,0.0,73,136,0.3
2020/08/04,19:00,26.2,0.0,91,114,0.5
2020/08/04,20:00,25.6,0.0,91,157,0.3
2020/08/04,21:00,24.9,0.0,93,121,0.0
2020/08/04,22:00,24.2,0.0,95,96,0.0
2020/08/04,23:00,23.8,0.0,95,135,0.1
2020/08/05,00:00,23.3,0.0,95,150,0.0
2020/08/05,01:00,22.9,0.0,95,177,0.0
2020/08/05,02:00,22.5,0.0,96,135,0.0
2020/08/05,03:00,22.6,0.0,96,149,0.4
2020/08/05,04:00,22.2,0.0,97,205,0.4
2020/08/05,05:00,21.9,0.0,96,206,0.1
2020/08/05,06:00,22.1,0.0,97,8,0.0
2020/08/05,07:00,25.0,0.0,91,19,0.9
2020/08/05,08:00,26.9,0.0,78,345,2.9
2020/08/05,09:00,29.1,0.0,70,42,2.4
2020/08/05,10:00,30.3,0.0,59,8,2.1
2020/08/05,11:00,31.4,0.0,57,23,3.3
2020/08/05,12:00,32.5,0.0,54,11,4.0
2020/08/05,13:00,32.6,0.0,56,42,3.7
2020/08/05,14:00,33.3,0.0,50,22,4.7
2020/08/05,15:00,33.2,0.0,49,43,2.9
2020/08/05,16:00,33.1,0.0,50,31,1.6
2020/08/05,17:00,32.4,0.0,53,219,0.9
2020/08/05,18:00,28.7,0.0,78,152,0.2
2020/08/05,19:00,26.7,0.0,87,168,0.2
2020/08/05,20:00,25.6,0.0,93,82,0.2
2020/08/05,21:00,24.8,0.0,94,103,0.8
2020/08/05,22:00,24.3,0.0,94,148,0.0
2020/08/05,23:00,23.8,0.0,95,135,0.0
2020/08/06,00:00,23.4,0.0,95,170,0.0
2020/08/06,01:00,23.1,0.0,96,177,0.0
2020/08/06,02:00,22.7,0.0,96,189,0.1
2020/08/06,03:00,23.9,0.0,98,334,1.9
2020/08/06,04:00,24.5,0.0,91,337,2.5
2020/08/06,05:00,23.5,0.0,95,3,0.9
2020/08/06,06:00,23.4,0.0,96,276,1.1
2020/08/06,07:00,23.9,0.0,96,231,0.9
2020/08/06,08:00,25.3,0.0,89,334,4.0
2020/08/06,09:00,26.9,0.0,82,322,4.5
2020/08/06,10:00,28.6,0.0,75,340,3.3
2020/08/06,11:00,29.6,0.0,70,54,2.1
2020/08/06,12:00,29.5,0.0,72,54,3.8
2020/08/06,13:00,26.1,0.0,89,35,2.9
2020/08/06,14:00,27.1,0.0,83,9,3.0
2020/08/06,15:00,25.8,0.0,86,339,1.9
2020/08/06,16:00,26.4,0.0,81,349,2.0
2020/08/06,17:00,25.6,0.0,87,60,1.2
2020/08/06,18:00,25.2,0.0,92,14,1.3
2020/08/06,19:00,24.7,0.0,92,82,0.8
2020/08/06,20:00,24.2,0.0,95,84,2.4
2020/08/06,21:00,23.7,0.0,93,89,1.0
2020/08/06,22:00,23.8,0.0,95,24,0.9
2020/08/06,23:00,24.4,0.0,94,335,2.0
2020/08/07,00:00,24.2,0.0,93,315,1.9
2020/08/07,01:00,23.9,0.0,95,3,2.0
2020/08/07,02:00,23.9,0.0,95,348,1.2
2020/08/07,03:00,24.0,0.0,94,335,1.7
2020/08/07,04:00,23.8,0.0,95,301,0.8
2020/08/07,05:00,23.9,0.0,94,352,2.2
2020/08/07,06:00,23.5,0.0,97,325,4.6
2020/08/07,07:00,23.4,0.0,97,74,1.0
2020/08/07,08:00,24.1,0.0,96,26,1.5
2020/08/07,09:00,25.5,0.0,86,19,2.0
2020/08/07,10:00,25.5,0.0,85,309,3.7
2020/08/07,11:00,28.3,0.0,74,7,2.9
2020/08/07,12:00,29.3,0.0,70,6,1.8
2020/08/07,13:00,29.7,0.0,65,309,3.9
2020/08/07,14:00,31.5,0.0,65,319,1.8
2020/08/07,15:00,30.7,0.0,68,323,5.2
2020/08/07,16:00,28.5,0.0,84,348,5.6
2020/08/07,17:00,23.5,0.0,94,211,3.5
2020/08/07,18:00,23.0,0.0,97,218,3.0
2020/08/07,19:00,23.4,0.0,96,201,2.1
2020/08/07,20:00,23.3,0.0,96,223,1.6
2020/08/07,21:00,23.2,0.0,95,326,2.7
2020/08/07,22:00,23.2,0.0,94,311,2.5
2020/08/07,23:00,23.4,0.0,96,339,0.8
2020/08/08,00:00,23.5,0.0,96,296,1.0
