AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2021/08/01,00:00,20.3,0.0,100,10,1.4
2021/08/01,01:00,20.0,0.0,100,21,0.8
2021/08/01,02:00,20.0,0.0,100,339,0.9
2021/08/01,03:00,19.8,0.0,100,6,0.0
2021/08/01,04:00,19.8,0.0,100,309,0.2
2021/08/01,05:00,19.7,0.0,100,32,0.7
2021/08/01,06:00,19.6,0.0,100,6,0.7
2021/08/01,07:00,20.5,0.0,100,347,0.9
2021/08/01,08:00,23.1,0.0,78,320,0.2
2021/08/01,09:00,24.2,0.0,73,160,1.2
2021/08/01,10:00,25.9,0.0,66,26,0.0
2021/08/01,11:00,25.8,0.0,67,133,1.5
2021/08/01,12:00,28.0,0.0,56,191,2.3
2021/08/01,13:00,29.1,0.0,55,168,2.5
2021/08/01,14:00,28.6,0.0,55,178,1.4
2021/08/01,15:00,27.9,0.0,63,350,1.3
2021/08/01,16:00,27.2,0.0,67,335,1.2
2021/08/01,17:00,25.8,0.0,76,293,0.9
2021/08/01,18:00,24.3,0.0,88,352,1.0
2021/08/01,19:00,22.5,0.0,100,53,1.1
2021/08/01,20:00,22.0,0.0,100,40,1.3
2021/08/01,21:00,21.7,0.0,100,10,1.4
2021/08/01,22:00,21.4,0.0,100,342,1.6
2021/08/01,23:00,20.9,0.0,100,1,0.6
2021/08/02,00:00,20.6,0.0,100,306,0.5
2021/08/02,01:00,20.2,0.0,100,36,0.0
2021/08/02,02:00,20.2,0.0,100,36,0.1
2021/08/02,03:00,20.4,0.0,100,34,0.0
2021/08/02,04:00,20.3,0.0,100,7,0.5
2021/08/02,05:00,20.5,0.0,100,354,0.6
2021/08/02,06:00,20.4,0.0,100,353,0.3
2021/08/02,07:00,21.4,0.0,100,280,0.0
2021/08/02,08:00,22.8,0.0,96,275,0.2
2021/08/02,09:00,23.7,0.0,85,287,1.2
2021/08/02,10:00,24.6,0.0,80,228,2.9
2021/08/02,11:00,28.2,0.0,65,196,4.0
2021/08/02,12:00,28.8,0.0,62,188,3.5
2021/08/02,13:00,31.3,0.0,51,156,4.0
2021/08/02,14:00,31.4,0.0,50,136,4.1
2021/08/02,15:00,31.4,0.0,51,200,4.0
2021/08/02,16:00,31.8,0.0,47,144,4.4
2021/08/02,17:00,30.8,0.0,54,157,1.6
2021/08/02,18:00,25.8,0.0,81,336,0.8
2021/08/02,19:00,23.2,0.0,100,316,0.7
2021/08/02,20:00,22.7,0.0,100,347,1.3
2021/08/02,21:00,22.0,0.0,100,344,1.3
2021/08/02,22:00,21.4,0.0,100,346,1.2
2021/08/02,23:00,20.9,0.0,100,40,0.9
2021/08/03,00:00,20.4,0.0,100,6,1.3
2021/08/03,01:00,20.1,0.0,100,2,1.0
2021/08/03,02:00,19.7,0.0,100,3,1.1
2021/08/03,03:00,19.6,0.0,100,21,1.0
2021/08/03,04:00,19.3,0.0,100,20,1.0
2021/08/03,05:00,19.1,0.0,100,355,1.8
2021/08/03,06:00,18.8,0.0,100,343,0.3
2021/08/03,07:00,20.6,0.0,100,344,1.1
2021/08/03,08:00,23.7,0.0,83,241,1.3
2021/08/03,09:00,26.7,0.0,65,187,3.5
2021/08/03,10:00,28.2,0.0,54,182,5.1
2021/08/03,11:00,29.3,0.0,54,191,4.4
2021/08/03,12:00,31.0,0.0,46,166,4.5
2021/08/03,13:00,30.8,0.0,45,183,4.4
2021/08/03,14:00,32.0,0.0,44,158,2.9
2021/08/03,15:00,31.5,0.0,41,143,2.0
2021/08/03,16:00,31.9,0.0,37,194,2.3
2021/08/03,17:00,30.8,0.0,43,181,2.5
2021/08/03,18:00,25.6,0.0,77,318,0.9
2021/08/03,19:00,22.7,0.0,92,25,0.5
2021/08/03,20:00,21.7,0.0,100,12,0.6
2021/08/03,21:00,21.0,0.0,100,4,1.1
2021/08/03,22:00,20.7,0.0,100,4,1.2
2021/08/03,23:00,20.2,0.0,100,355,1.1
2021/08/04,00:00,19.6,0.0,100,354,1.6
2021/08/04,01:00,19.2,0.0,100,4,1.0
2021/08/04,02:00,18.8,0.0,100,9,1.0
2021/08/04,03:00,18.5,0.0,100,5,1.0
2021/08/04,04:00,18.3,0.0,100,357,1.7
2021/08/04,05:00,18.0,0.0,100,357,1.3
2021/08/04,06:00,17.8,0.0,100,6,0.8
2021/08/04,07:00,19.3,0.0,100,20,0.8
2021/08/04,08:00,24.6,0.0,75,237,0.8
2021/08/04,09:00,26.4,0.0,67,231,1.7
2021/08/04,10:00,27.7,0.0,61,201,2.3
2021/08/04,11:00,30.7,0.0,50,160,4.0
2021/08/04,12:00,31.6,0.0,45,163,3.5
2021/08/04,13:00,31.5,0.0,43,169,3.4
2021/08/04,14:00,33.4,0.0,37,184,3.5
2021/08/04,15:00,34.0,0.0,36,162,3.6
2021/08/04,16:00,33.2,0.0,38,175,4.0
2021/08/04,17:00,30.9,0.0,46,183,2.7
2021/08/04,18:00,25.5,0.0,77,233,0.5
2021/08/04,19:00,23.3,0.0,90,3,1.0
2021/08/04,20:00,22.4,0.0,100,33,0.4
2021/08/04,21:00,21.6,0.0,100,15,1.0
2021/08/04,22:00,21.2,0.0,100,27,0.7
2021/08/04,23:00,20.6,0.0,100,6,1.1
2021/08/05,00:00,20.9,0.0,100,18,0.8
2021/08/05,01:00,21.2,0.0,100,341,1.3
2021/08/05,02:00,21.2,0.0,100,18,0.7
2021/08/05,03:00,21.0,0.0,100,10,0.1
2021/08/05,04:00,20.5,0.0,100,2,1.2
2021/08/05,05:00,20.4,0.0,100,10,1.4
2021/08/05,06:00,20.7,0.0,100,358,1.7
2021/08/05,07:00,22.7,0.0,94,353,0.8
2021/08/05,08:00,27.0,0.0,61,272,0.8
2021/08/05,09:00,27.7,0.0,62,193,2.0
2021/08/05,10:00,30.1,0.0,50,169,2.9
