AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2021/11/01,00:00,22.8,0.0,100,332,1.6
2021/11/01,01:00,22.6,0.0,100,340,2.0
2021/11/01,02:00,22.5,0.0,100,46,1.0
2021/11/01,03:00,22.4,0.0,100,35,0.1
2021/11/01,04:00,22.6,0.0,100,82,0.7
2021/11/01,05:00,22.4,0.0,100,352,1.8
2021/11/01,06:00,22.5,0.0,100,8,1.6
2021/11/01,07:00,23.7,0.0,100,33,0.8
2021/11/01,08:00,26.8,0.0,77,106,0.2
2021/11/01,09:00,28.1,0.0,74,334,2.2
2021/11/01,10:00,29.2,0.0,71,358,3.8
2021/11/01,11:00,31.3,0.0,65,354,4.0
2021/11/01,12:00,32.8,0.0,57,343,4.6
2021/11/01,13:00,32.5,0.0,56,324,3.2
2021/11/01,14:00,26.1,6.3,91,278,1.4
2021/11/01,15:00,24.8,0.0,85,233,2.3
2021/11/01,16:00,24.6,0.0,99,107,1.4
2021/11/01,17:00,24.7,0.0,91,193,1.0
2021/11/01,18:00,24.4,0.0,100,264,1.5
2021/11/01,19:00,24.2,0.0,100,175,1.1
2021/11/01,20:00,23.9,0.0,100,332,1.2
2021/11/01,21:00,23.5,0.0,100,342,0.4
2021/11/01,22:00,23.3,0.0,100,63,0.5
2021/11/01,23:00,23.1,0.0,100,54,0.6
2021/11/02,00:00,22.7,0.0,100,22,1.1
2021/11/02,01:00,22.3,0.0,100,29,1.3
2021/11/02,02:00,22.4,0.0,100,35,1.0
2021/11/02,03:00,22.7,0.0,100,24,0.1
2021/11/02,04:00,23.2,0.3,100,7,3.0
2021/11/02,05:00,23.1,0.0,100,19,3.7
2021/11/02,06:00,22.5,0.0,98,20,2.5
2021/11/02,07:00,23.3,0.0,95,101,0.6
2021/11/02,08:00,25.5,0.0,80,122,1.1
2021/11/02,09:00,26.1,0.0,78,124,3.0
2021/11/02,10:00,25.9,0.0,78,129,2.1
2021/11/02,11:00,28.0,0.0,70,141,3.0
2021/11/02,12:00,27.8,0.0,73,96,1.2
2021/11/02,13:00,27.7,0.0,71,357,5.0
2021/11/02,14:00,28.1,0.0,62,320,4.6
2021/11/02,15:00,29.4,0.0,57,319,2.3
2021/11/02,16:00,29.5,0.0,59,14,0.6
2021/11/02,17:00,28.0,0.0,67,174,1.7
2021/11/02,18:00,24.7,0.0,86,178,0.2
2021/11/02,19:00,23.6,0.0,100,347,0.9
2021/11/02,20:00,23.9,0.0,91,280,3.1
2021/11/02,21:00,23.2,0.0,100,302,1.9
2021/11/02,22:00,23.1,0.0,100,206,0.0
2021/11/02,23:00,22.8,0.0,100,156,0.2
2021/11/03,00:00,22.6,0.0,100,36,0.5
2021/11/03,01:00,22.5,0.0,100,85,0.1
2021/11/03,02:00,22.5,0.0,100,107,0.2
2021/11/03,03:00,22.4,0.0,100,311,0.3
2021/11/03,04:00,22.5,0.0,100,23,0.0
2021/11/03,05:00,22.3,0.0,100,340,1.4
2021/11/03,06:00,22.8,0.0,100,33,0.0
2021/11/03,07:00,23.7,0.0,100,279,1.0
2021/11/03,08:00,26.9,0.0,79,187,2.1
2021/11/03,09:00,29.2,0.0,70,161,2.4
2021/11/03,10:00,30.8,0.0,62,227,2.0
2021/11/03,11:00,27.6,0.0,81,118,1.8
2021/11/03,12:00,29.4,0.0,69,190,4.9
2021/11/03,13:00,22.0,33.9,100,168,2.5
2021/11/03,14:00,22.1,0.9,100,2,1.7
2021/11/03,15:00,22.8,0.6,100,259,0.0
2021/11/03,16:00,23.3,0.0,100,88,0.7
2021/11/03,17:00,23.3,0.0,100,194,2.0
2021/11/03,18:00,22.8,0.0,100,0,1.2
2021/11/03,19:00,22.7,0.0,100,34,0.9
2021/11/03,20:00,22.6,0.0,100,125,0.0
2021/11/03,21:00,22.7,0.0,100,19,0.4
2021/11/03,22:00,22.8,0.0,100,319,0.3
2021/11/03,23:00,22.8,0.0,100,106,0.5
2021/11/04,00:00,22.7,0.0,100,2,0.9
2021/11/04,01:00,22.6,0.0,100,341,1.8
2021/11/04,02:00,22.7,1.2,100,357,4.1
2021/11/04,03:00,22.5,5.4,100,330,4.7
2021/11/04,04:00,22.3,5.4,100,357,1.8
2021/11/04,05:00,22.4,2.7,100,343,7.5
2021/11/04,06:00,22.0,4.8,100,23,0.9
2021/11/04,07:00,22.0,2.1,100,220,1.2
2021/11/04,08:00,22.5,0.0,100,354,3.1
2021/11/04,09:00,23.8,0.0,90,223,1.7
2021/11/04,10:00,29.3,0.0,67,22,2.6
2021/11/04,11:00,31.6,0.0,62,59,2.7
2021/11/04,12:00,32.0,0.0,57,62,2.4
2021/11/04,13:00,32.0,0.0,60,132,2.2
2021/11/04,14:00,33.3,0.0,54,163,3.4
2021/11/04,15:00,33.7,0.0,53,196,2.7
2021/11/04,16:00,29.3,0.0,73,324,1.8
2021/11/04,17:00,23.1,17.4,100,261,1.1
2021/11/04,18:00,23.3,1.2,100,308,0.7
2021/11/04,19:00,23.4,0.0,100,221,1.8
2021/11/04,20:00,23.2,7.2,100,161,2.4
2021/11/04,21:00,23.1,0.9,100,307,1.8
2021/11/04,22:00,22.6,0.0,100,281,4.9
2021/11/04,23:00,22.2,38.1,100,17,3.0
2021/11/05,00:00,21.8,13.5,100,110,0.3
2021/11/05,01:00,22.1,1.8,100,116,1.1
2021/11/05,02:00,22.0,0.9,100,113,0.0
2021/11/05,03:00,22.2,0.3,100,90,0.8
2021/11/05,04:00,21.6,0.3,100,28,0.4
2021/11/05,05:00,21.6,0.0,100,17,0.6
2021/11/05,06:00,21.7,0.0,100,85,1.2
2021/11/05,07:00,22.0,0.0,100,120,0.5
2021/11/05,08:00,23.2,0.0,100,125,0.6
2021/11/05,09:00,27.5,0.0,72,143,2.7
2021/11/05,10:00,27.4,0.0,71,122,2.6
2021/11/05,11:00,28.8,0.0,69,198,1.9
2021/11/05,12:00,31.1,0.0,59,158,3.8
2021/11/05,13:00,33.0,0.0,53,143,2.7
2021/11/05,14:00,33.4,0.0,50,136,3.4
2021/11/05,15:00,34.2,0.0,48,137,3.5
2021/11/05,16:00,29.6,0.0,66,195,2.8
2021/11/05,17:00,28.6,0.0,71,174,1.9
2021/11/05,18:00,25.7,0.0,89,164,0.5
2021/11/05,19:00,25.0,0.0,100,330,0.6
2021/11/05,20:00,24.9,0.0,100,327,1.5
2021/11/05,21:00,24.6,0.3,100,339,0.2
2021/11/05,22:00,24.4,0.0,100,350,0.4
2021/11/05,23:00,24.1,0.0,100,351,1.4
2021/11/06,00:00,24.3,0.0,100,309,3.5
2021/11/06,01:00,23.7,0.0,100,317,3.9
2021/11/06,02:00,22.9,0.0,100,6,3.6
2021/11/06,03:00,22.5,0.0,100,291,0.5
2021/11/06,04:00,22.5,1.8,100,44,0.0
2021/11/06,05:00,22.3,2.4,100,18,0.0
2021/11/06,06:00,22.3,0.3,100,8,0.2
2021/11/06,07:00,22.9,0.0,100,240,0.7
2021/11/06,08:00,24.0,0.0,100,357,0.8
2021/11/06,09:00,25.6,0.0,86,319,1.3
2021/11/06,10:00,29.9,0.0,71,326,1.4
2021/11/06,11:00,30.2,0.0,64,20,1.4
2021/11/06,12:00,32.0,0.0,59,352,1.4
2021/11/06,13:00,31.6,0.0,60,257,2.2
2021/11/06,14:00,32.8,0.0,53,301,1.8
2021/11/06,15:00,33.1,0.0,53,299,2.8
2021/11/06,16:00,33.0,0.0,55,297,2.8
2021/11/06,17:00,23.2,8.7,92,14,5.6
2021/11/06,18:00,23.3,2.7,100,30,1.3
2021/11/06,19:00,23.8,0.3,100,147,0.6
2021/11/06,20:00,24.0,0.0,100,268,0.4
2021/11/06,21:00,23.8,0.0,100,354,0.1
2021/11/06,22:00,23.6,0.0,100,69,0.7
2021/11/06,23:00,23.4,0.0,100,352,0.6
2021/11/07,00:00,23.5,0.3,100,46,0.8
2021/11/07,01:00,23.6,0.3,100,126,3.3
2021/11/07,02:00,21.7,9.3,100,326,8.5
2021/11/07,03:00,21.3,4.2,100,151,1.0
2021/11/07,04:00,21.4,0.3,100,64,0.4
2021/11/07,05:00,21.4,0.3,100,348,0.1
2021/11/07,06:00,21.7,0.0,100,70,0.2
2021/11/07,07:00,22.4,0.0,100,31,1.2
2021/11/07,08:00,24.3,0.3,100,42,2.1
2021/11/07,09:00,26.0,0.0,85,39,1.4
2021/11/07,10:00,26.4,0.0,82,40,2.0
2021/11/07,11:00,27.1,0.0,79,4,1.9
2021/11/07,12:00,26.0,0.3,90,67,1.3
2021/11/07,13:00,27.4,0.3,81,79,0.7
2021/11/07,14:00,29.3,0.0,71,55,2.8
2021/11/07,15:00,25.5,0.0,79,24,4.3
2021/11/07,16:00,27.2,0.0,68,45,6.2
2021/11/07,17:00,27.9,0.0,66,61,1.7
2021/11/07,18:00,23.1,0.0,86,45,0.2
2021/11/07,19:00,22.1,0.0,100,50,0.6
2021/11/07,20:00,21.7,S/D,100,S/D,S/D
2021/11/07,21:00,21.6,0.0,100,346,1.3
2021/11/07,22:00,21.6,0.0,100,4,1.8
2021/11/07,23:00,21.5,0.0,100,359,1.5
