AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2025-01-01,S/D,24.2,S/D,6.8
2025-01-02,S/D,23.2,S/D,0.8
2025-01-03,31.2,24,89.5,13.5
2025-01-04,S/D,23.4,S/D,S/D
2025-01-05,S/D,S/D,S/D,S/D
2025-01-06,S/D,24,S/D,0.0
2025-01-07,S/D,24,S/D,1.8
2025-01-08,32,24.2,91.4,0.0
2025-01-09,30,23.2,85.6,3.6
2025-01-10,S/D,24.2,S/D,3.2
2025-01-11,S/D,24.6,S/D,S/D
2025-01-12,S/D,S/D,S/D,S/D
2025-01-13,S/D,24.2,S/D,1.0
2025-01-14,S/D,24.8,S/D,0.0
2025-01-15,S/D,21.8,S/D,0.0
2025-01-16,S/D,21.4,S/D,0.0
2025-01-17,S/D,21.8,S/D,0.0
2025-01-18,S/D,21.2,S/D,S/D
2025-01-19,S/D,S/D,S/D,S/D
2025-01-20,S/D,23,S/D,0.0
2025-01-21,S/D,24.2,S/D,0.0
2025-01-22,S/D,23.2,S/D,8.2
2025-01-23,31,S/D,91.8,32.2
2025-01-24,28.2,22.8,89.9,1.2
2025-01-25,S/D,22.6,S/D,S/D
2025-01-26,S/D,S/D,S/D,S/D
2025-01-27,29,23,91.2,12.1
2025-01-28,S/D,22.8,S/D,19.8
2025-01-29,S/D,23.4,S/D,14.6
2025-01-30,31,22.4,87.4,0.5
2025-01-31,S/D,23.6,S/D,4.7
