AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2020-12-01,32,S/D,S/D,16.7
2020-12-02,31.2,S/D,S/D,1.3
2020-12-03,32,S/D,S/D,2.7
2020-12-04,32.2,S/D,S/D,48.9
2020-12-05,30,S/D,S/D,23.7
2020-12-06,33,S/D,S/D,0.0
2020-12-07,32.2,S/D,S/D,34.0
2020-12-08,29.2,S/D,S/D,4.2
2020-12-09,33.2,S/D,S/D,4.3
2020-12-10,34.2,S/D,S/D,1.3
2020-12-11,32.2,S/D,S/D,3.5
2020-12-12,32.2,S/D,S/D,54.8
2020-12-13,32,S/D,S/D,52.6
2020-12-14,33.2,S/D,S/D,24.0
2020-12-15,31,S/D,S/D,6.2
2020-12-16,32.2,S/D,S/D,9.7
2020-12-17,32,S/D,S/D,30.6
2020-12-18,31.2,S/D,S/D,29.0
2020-12-19,32.2,S/D,S/D,1.5
2020-12-20,34,S/D,S/D,0.0
2020-12-21,32.2,S/D,S/D,2.4
2020-12-22,33.2,S/D,S/D,14.4
2020-12-23,33,S/D,S/D,9.4
2020-12-24,33.2,S/D,S/D,0.0
2020-12-25,34,S/D,S/D,0.0
2020-12-26,34,S/D,S/D,2.3
2020-12-27,34,S/D,S/D,8.2
2020-12-28,30.2,S/D,S/D,1.2
2020-12-29,31.2,S/D,S/D,0.0
2020-12-30,33.2,S/D,S/D,0.0
2020-12-31,34,S/D,S/D,8.5
