AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2016/12/01,00:00,23.0,0.0,98,217,4.6
2016/12/01,01:00,22.9,0.0,98,195,4.4
2016/12/01,02:00,23.1,0.0,98,183,1.9
2016/12/01,03:00,22.7,0.0,98,164,1.3
2016/12/01,04:00,22.9,0.0,98,120,2.1
2016/12/01,05:00,23.0,0.6,98,120,1.9
2016/12/01,06:00,22.9,0.0,98,155,1.5
2016/12/01,07:00,23.2,0.0,98,184,2.7
2016/12/01,08:00,23.2,0.0,97,202,2.7
2016/12/01,09:00,23.5,0.0,95,137,1.3
2016/12/01,10:00,25.1,0.0,86,203,5.1
2016/12/01,11:00,26.2,0.0,84,208,4.2
2016/12/01,12:00,26.7,0.0,82,241,2.6
2016/12/01,13:00,27.3,0.0,78,239,2.7
2016/12/01,14:00,27.6,0.0,74,248,3.0
2016/12/01,15:00,28.5,0.0,73,233,5.1
2016/12/01,16:00,27.4,0.0,75,261,2.8
2016/12/01,17:00,27.0,0.0,79,283,1.4
2016/12/01,18:00,26.4,0.0,77,116,1.0
2016/12/01,19:00,25.0,0.0,88,50,2.8
2016/12/01,20:00,24.6,0.0,89,35,2.5
2016/12/01,21:00,24.9,0.0,88,51,1.4
2016/12/01,22:00,24.1,0.0,94,167,0.2
2016/12/01,23:00,24.1,0.0,95,24,1.5
2016/12/02,00:00,24.1,0.0,93,47,1.8
2016/12/02,01:00,24.3,0.0,93,56,0.8
2016/12/02,02:00,23.8,0.0,92,79,1.2
2016/12/02,03:00,23.5,0.0,91,47,4.5
2016/12/02,04:00,22.8,0.0,95,347,2.3
2016/12/02,05:00,23.1,0.0,96,227,1.0
2016/12/02,06:00,23.5,0.0,97,200,3.0
2016/12/02,07:00,23.6,0.0,95,230,3.2
2016/12/02,08:00,25.1,0.0,88,243,1.6
2016/12/02,09:00,26.7,0.0,81,271,1.9
2016/12/02,10:00,26.9,0.0,79,233,3.4
2016/12/02,11:00,28.4,0.0,72,229,3.8
2016/12/02,12:00,29.9,0.0,68,231,2.8
2016/12/02,13:00,29.0,0.0,71,110,3.4
2016/12/02,14:00,30.0,0.0,69,213,2.3
2016/12/02,15:00,29.1,0.0,70,161,0.8
2016/12/02,16:00,28.1,0.0,78,67,2.5
2016/12/02,17:00,28.1,0.0,82,53,1.4
2016/12/02,18:00,27.4,0.0,83,83,1.7
2016/12/02,19:00,27.0,0.0,86,110,1.6
2016/12/02,20:00,26.5,0.0,87,125,2.3
2016/12/02,21:00,26.3,0.0,85,105,2.8
2016/12/02,22:00,25.2,0.0,93,137,0.5
2016/12/02,23:00,24.5,0.0,95,13,2.2
2016/12/03,00:00,24.5,0.0,96,39,2.4
2016/12/03,01:00,24.1,0.0,97,36,3.0
2016/12/03,02:00,24.2,0.0,96,25,1.6
2016/12/03,03:00,23.8,0.0,96,30,3.1
2016/12/03,04:00,23.9,0.0,95,48,0.9
2016/12/03,05:00,23.7,0.0,96,7,2.4
2016/12/03,06:00,23.9,0.0,96,93,0.2
2016/12/03,07:00,27.1,0.0,82,228,1.3
2016/12/03,08:00,26.6,0.0,84,203,1.4
2016/12/03,09:00,27.5,0.0,83,249,2.3
2016/12/03,10:00,29.7,0.0,75,282,1.7
2016/12/03,11:00,29.4,0.0,78,260,3.5
2016/12/03,12:00,29.7,0.0,71,239,3.0
2016/12/03,13:00,31.7,0.0,64,237,4.4
2016/12/03,14:00,33.6,0.0,60,239,4.1
2016/12/03,15:00,34.8,0.0,51,336,4.0
2016/12/03,16:00,33.8,0.0,54,311,4.1
2016/12/03,17:00,31.9,0.0,57,9,3.4
2016/12/03,18:00,29.5,0.0,67,2,4.5
2016/12/03,19:00,28.0,0.0,75,48,0.9
2016/12/03,20:00,26.9,0.0,85,341,0.6
2016/12/03,21:00,26.8,0.0,84,29,1.6
2016/12/03,22:00,26.5,0.0,80,31,3.7
2016/12/03,23:00,25.8,0.0,85,31,3.1
2016/12/04,00:00,25.0,0.0,90,359,1.6
2016/12/04,01:00,24.7,0.0,88,22,1.5
2016/12/04,02:00,25.0,0.0,86,31,3.5
2016/12/04,03:00,24.7,0.0,87,27,2.3
2016/12/04,04:00,24.1,0.0,90,14,2.3
2016/12/04,05:00,24.0,0.0,91,37,4.2
2016/12/04,06:00,24.4,0.0,89,44,3.6
2016/12/04,07:00,28.0,0.0,75,2,2.5
2016/12/04,08:00,29.5,0.0,69,5,3.9
2016/12/04,09:00,30.8,0.0,64,332,6.8
2016/12/04,10:00,32.1,0.0,60,339,5.5
2016/12/04,11:00,31.8,0.0,61,336,5.4
2016/12/04,12:00,33.6,0.0,55,327,5.3
2016/12/04,13:00,33.2,0.0,52,10,6.9
2016/12/04,14:00,34.8,0.0,50,337,6.3
2016/12/04,15:00,33.4,0.0,54,359,6.3
2016/12/04,16:00,34.9,0.0,49,337,4.5
2016/12/04,17:00,33.2,0.0,55,5,2.8
2016/12/04,18:00,30.7,0.0,62,21,1.7
2016/12/04,19:00,28.8,0.0,70,26,2.0
2016/12/04,20:00,28.4,0.0,70,53,2.7
2016/12/04,21:00,27.1,0.0,80,327,1.3
2016/12/04,22:00,26.9,0.0,77,35,3.5
2016/12/04,23:00,26.3,0.0,81,38,4.3
2016/12/05,00:00,25.8,0.0,84,28,2.8
