AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2015/09/18,16:00,34.2,6.0,S/D,68,6.3
2015/09/18,17:00,34.9,5.7,S/D,60,5.9
2015/09/18,18:00,34.6,6.0,S/D,63,6.1
2015/09/23,10:00,S/D,S/D,S/D,S/D,S/D
2015/09/23,11:00,32.6,0.0,59,251,6.4
2015/09/23,12:00,33.4,0.0,57,252,6.9
2015/09/23,13:00,35.6,0.0,49,280,4.1
2015/09/23,14:00,35.7,0.0,49,264,6.5
2015/09/23,15:00,34.7,0.0,52,260,5.0
2015/09/23,16:00,32.7,0.0,59,219,4.9
2015/09/23,17:00,23.1,15.9,96,10,4.8
2015/09/23,18:00,23.7,3.6,95,38,4.0
2015/09/23,19:00,23.8,0.3,96,23,2.9
2015/09/23,20:00,24.2,0.6,94,55,4.5
2015/09/24,00:00,24.0,0.0,97,310,1.0
2015/09/24,01:00,24.1,0.0,97,343,0.0
2015/09/24,02:00,23.9,0.0,97,60,0.3
2015/09/24,03:00,23.6,0.0,97,50,0.9
2015/09/24,04:00,23.5,0.3,96,57,4.4
2015/09/24,05:00,23.8,0.0,97,211,0.0
2015/09/24,06:00,23.6,0.0,97,75,0.4
2015/09/24,07:00,24.3,0.0,93,52,2.2
2015/09/24,08:00,26.2,0.0,88,246,0.3
2015/09/24,09:00,26.9,0.0,88,223,3.0
2015/09/24,10:00,28.9,0.0,78,228,1.7
2015/09/24,11:00,30.2,0.0,74,203,1.9
2015/09/24,12:00,31.9,0.0,61,237,4.2
2015/09/24,13:00,33.2,0.0,60,230,4.2
2015/09/24,14:00,34.5,0.0,56,252,4.1
2015/09/24,15:00,24.5,17.1,95,259,6.0
2015/09/24,16:00,27.6,0.6,85,23,1.3
2015/09/24,17:00,27.1,0.0,81,46,3.8
2015/09/24,18:00,26.4,0.0,85,332,0.8
2015/09/24,19:00,25.7,0.0,88,41,3.7
2015/09/24,20:00,26.3,0.0,83,24,1.1
2015/09/24,21:00,26.1,0.0,84,47,1.0
2015/09/24,22:00,26.0,0.0,86,32,1.9
2015/09/24,23:00,25.9,0.0,83,39,0.7
2015/09/25,00:00,25.0,0.0,94,244,0.2
2015/09/25,01:00,24.7,0.0,94,333,1.0
2015/09/25,02:00,24.3,0.0,93,353,1.7
2015/09/25,03:00,24.2,0.0,92,23,1.3
2015/09/25,04:00,23.8,0.0,93,40,3.5
2015/09/25,05:00,24.6,0.0,86,54,2.2
2015/09/25,06:00,23.9,0.0,90,71,0.9
2015/09/25,07:00,26.4,0.0,86,225,0.8
2015/09/25,08:00,29.6,0.0,71,326,1.9
2015/09/25,09:00,28.9,0.0,78,246,3.6
2015/09/25,10:00,30.6,0.0,72,241,5.1
2015/09/25,11:00,32.1,0.0,70,243,5.1
2015/09/25,12:00,33.3,0.0,62,283,3.6
2015/09/25,13:00,34.6,0.0,56,235,4.3
2015/09/25,14:00,37.0,0.0,51,279,1.8
2015/09/25,15:00,36.4,0.0,44,263,2.6
2015/09/25,16:00,35.0,0.0,49,248,3.9
2015/09/25,17:00,33.8,0.0,57,213,1.9
2015/09/25,18:00,31.7,0.0,59,59,4.2
2015/09/25,19:00,30.6,0.0,65,48,4.0
2015/09/25,20:00,29.6,0.0,66,41,4.3
2015/09/25,21:00,28.9,0.0,69,41,4.1
2015/09/25,22:00,28.7,0.0,70,7,1.4
2015/09/25,23:00,28.3,0.0,72,16,1.3
2015/09/26,00:00,27.6,0.0,76,14,0.4
2015/09/26,01:00,27.1,0.0,80,23,1.0
2015/09/26,02:00,26.6,0.0,82,338,1.2
2015/09/26,03:00,26.2,0.0,85,8,0.4
2015/09/26,04:00,26.4,0.0,84,353,2.0
2015/09/26,05:00,26.5,0.0,83,41,2.6
2015/09/26,06:00,26.0,0.0,87,346,1.2
2015/09/26,07:00,26.6,0.0,85,32,0.4
2015/09/26,08:00,28.5,0.0,77,355,0.7
2015/09/26,09:00,31.0,0.0,68,342,5.0
2015/09/26,10:00,33.7,0.0,59,343,5.2
2015/09/26,11:00,34.9,0.0,55,318,3.4
2015/09/26,12:00,34.0,0.0,56,353,3.1
2015/09/26,13:00,35.0,0.0,52,35,3.1
2015/09/26,14:00,34.0,0.0,51,45,4.3
2015/09/26,15:00,35.7,0.0,44,334,3.9
2015/09/26,16:00,32.9,0.0,60,264,6.3
2015/09/26,17:00,30.0,0.0,65,230,4.2
2015/09/26,18:00,28.4,0.0,75,145,1.5
2015/09/26,19:00,27.7,0.0,77,112,2.0
2015/09/26,20:00,27.1,0.0,77,178,1.6
2015/09/26,21:00,26.5,0.0,81,83,2.0
2015/09/26,22:00,25.9,0.0,84,38,2.4
2015/09/26,23:00,26.0,0.0,87,200,2.2
2015/09/27,00:00,25.4,0.0,92,339,0.9
2015/09/27,01:00,25.0,0.0,91,241,1.0
2015/09/27,02:00,24.9,0.0,92,12,1.0
2015/09/27,03:00,24.8,0.0,91,4,1.0
2015/09/27,04:00,24.8,0.0,92,290,0.2
2015/09/27,05:00,24.6,0.0,92,328,1.8
2015/09/27,06:00,24.8,0.0,93,325,1.7
2015/09/27,07:00,25.2,0.0,90,156,1.3
2015/09/27,08:00,25.8,0.0,88,42,2.1
2015/09/27,09:00,27.4,0.0,80,137,1.4
2015/09/27,10:00,28.3,0.0,75,249,2.5
2015/09/27,11:00,29.1,0.0,76,213,4.2
2015/09/27,12:00,29.8,0.0,71,191,2.7
2015/09/27,13:00,30.7,0.0,69,200,5.2
2015/09/27,14:00,31.2,0.0,68,136,3.6
2015/09/27,15:00,31.9,0.0,62,138,2.1
2015/09/27,16:00,25.0,2.7,80,310,5.9
2015/09/27,17:00,25.0,0.6,81,67,2.2
2015/09/27,18:00,S/D,S/D,S/D,S/D,S/D
2015/09/27,19:00,24.4,0.0,92,327,1.0
2015/09/27,20:00,24.7,0.0,87,68,2.9
2015/09/27,21:00,24.6,S/D,87,S/D,S/D
2015/09/27,22:00,24.4,S/D,88,S/D,S/D
2015/09/27,23:00,24.4,0.0,94,211,2.8
2015/09/28,00:00,24.7,0.0,92,186,0.5
2015/09/28,01:00,24.3,0.0,93,120,0.6
2015/09/28,02:00,24.0,0.0,92,43,2.3
2015/09/28,03:00,23.8,0.0,93,24,0.7
2015/09/28,04:00,24.1,0.0,92,37,0.6
2015/09/28,05:00,24.2,0.0,95,203,1.1
2015/09/28,06:00,24.0,0.0,95,305,1.0
2015/09/28,07:00,23.8,0.0,93,230,1.1
2015/09/28,08:00,24.1,0.0,93,206,2.1
2015/09/28,09:00,25.6,0.0,87,244,1.0
2015/09/28,10:00,26.8,0.0,82,232,2.2
2015/09/28,11:00,28.3,0.0,77,264,1.5
2015/09/28,12:00,28.3,0.0,79,236,2.2
2015/09/28,13:00,29.3,0.0,75,204,1.6
2015/09/28,14:00,30.5,0.0,71,229,3.0
2015/09/28,15:00,30.9,0.0,63,249,4.6
2015/09/28,16:00,32.4,0.0,55,226,2.2
2015/09/28,17:00,30.7,0.0,65,177,1.4
2015/09/28,18:00,29.4,0.0,72,130,1.0
2015/09/28,19:00,29.0,0.0,70,89,3.4
2015/09/28,20:00,27.8,0.0,84,132,0.5
2015/09/28,21:00,26.9,0.0,81,11,1.7
2015/09/28,22:00,26.1,0.0,82,23,1.0
2015/09/28,23:00,25.8,0.0,87,33,2.2
2015/09/29,00:00,25.7,0.0,83,31,0.5
2015/09/29,01:00,25.4,0.0,79,5,1.2
2015/09/29,02:00,24.7,0.0,83,12,0.8
2015/09/29,03:00,24.7,0.0,85,293,1.3
2015/09/29,04:00,24.2,0.0,85,312,0.5
2015/09/29,05:00,24.5,0.0,92,136,2.2
2015/09/29,06:00,24.1,0.0,94,197,0.5
2015/09/29,07:00,26.6,0.0,80,326,0.7
2015/09/29,08:00,28.7,0.0,73,318,1.9
2015/09/29,09:00,29.3,0.0,71,228,3.0
2015/09/29,10:00,31.5,0.0,63,219,2.3
2015/09/29,11:00,32.9,0.0,54,228,4.1
2015/09/29,12:00,S/D,S/D,S/D,S/D,S/D
2015/09/29,13:00,35.1,0.0,48,241,4.3
2015/09/29,14:00,37.4,0.0,42,354,2.3
2015/09/29,15:00,36.7,0.0,41,14,2.3
2015/09/29,16:00,36.6,0.0,41,6,2.6
2015/09/29,17:00,34.4,0.0,45,360,1.7
2015/09/29,18:00,31.5,0.0,56,38,2.2
2015/09/29,19:00,30.7,0.0,56,43,4.1
2015/09/29,20:00,29.6,0.0,61,39,4.2
2015/09/29,21:00,28.7,0.0,65,37,4.1
2015/09/29,22:00,27.9,0.0,68,35,3.3
2015/09/29,23:00,27.4,0.0,71,26,1.4
2015/09/30,00:00,28.1,0.0,67,27,1.9
2015/09/30,01:00,26.5,0.0,76,315,2.1
2015/09/30,02:00,26.5,0.0,76,24,0.5
2015/09/30,03:00,26.2,0.0,79,31,2.5
2015/09/30,04:00,25.7,0.0,82,15,1.8
2015/09/30,05:00,25.1,0.0,87,289,1.8
2015/09/30,06:00,24.6,0.0,89,351,2.6
2015/09/30,07:00,27.5,0.0,77,12,1.0
2015/09/30,08:00,30.4,0.0,68,6,1.7
2015/09/30,09:00,32.7,0.0,59,333,3.9
2015/09/30,10:00,33.8,0.0,55,315,5.9
2015/09/30,11:00,35.1,0.0,49,301,3.8
2015/09/30,12:00,34.6,0.0,49,309,3.9
2015/09/30,13:00,34.2,0.0,54,276,3.3
2015/09/30,14:00,37.0,0.0,43,334,2.8
2015/09/30,15:00,37.5,0.0,46,314,2.7
2015/09/30,16:00,S/D,S/D,S/D,S/D,S/D
2015/09/30,17:00,33.7,0.0,55,349,3.3
2015/09/30,18:00,31.3,0.0,64,15,1.3
2015/09/30,19:00,30.0,0.0,67,18,0.9
2015/09/30,20:00,29.2,0.0,65,39,1.8
2015/09/30,21:00,28.1,0.0,71,31,0.9
2015/09/30,22:00,27.8,0.0,72,14,1.0
2015/09/30,23:00,27.4,0.0,73,37,2.8
