AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2015/11/01,00:00,26.6,0.0,87,120,2.5
2015/11/01,01:00,25.8,0.0,89,139,0.5
2015/11/01,02:00,25.8,0.0,88,76,0.7
2015/11/01,03:00,25.6,0.0,88,55,1.6
2015/11/01,04:00,25.3,0.0,88,47,3.1
2015/11/01,05:00,25.3,0.0,88,359,1.5
2015/11/01,06:00,25.0,0.0,95,172,0.1
2015/11/01,07:00,26.0,0.0,90,258,0.4
2015/11/01,08:00,27.8,0.0,80,302,2.4
2015/11/01,09:00,28.9,0.0,76,288,2.6
2015/11/01,10:00,30.3,0.0,70,307,4.2
2015/11/01,11:00,30.1,0.0,72,276,2.4
2015/11/01,12:00,30.1,0.0,75,297,5.1
2015/11/01,13:00,29.1,0.0,78,254,4.1
2015/11/01,14:00,33.5,0.0,61,264,4.5
2015/11/01,15:00,34.3,0.0,59,283,3.5
2015/11/01,16:00,24.8,10.2,91,39,5.6
2015/11/01,17:00,25.6,0.0,86,36,4.4
2015/11/01,18:00,26.3,0.0,82,41,4.6
2015/11/01,19:00,25.9,0.0,85,32,2.5
2015/11/01,20:00,25.8,0.0,87,33,1.2
2015/11/01,21:00,26.1,0.0,89,184,0.6
2015/11/01,22:00,26.4,0.0,87,69,1.5
2015/11/01,23:00,25.8,0.0,83,25,3.4
2015/11/02,00:00,25.4,0.0,85,5,3.1
2015/11/02,01:00,25.8,0.0,81,6,4.8
2015/11/02,02:00,25.3,0.0,84,356,5.7
2015/11/02,03:00,25.4,0.0,84,15,5.6
2015/11/02,04:00,25.5,0.0,82,0,5.6
2015/11/02,05:00,25.2,0.0,83,7,4.1
2015/11/02,06:00,25.3,0.0,81,351,5.6
2015/11/02,07:00,26.7,0.0,77,352,5.6
2015/11/02,08:00,28.4,0.0,71,351,6.6
2015/11/02,09:00,29.8,0.0,65,347,10.2
2015/11/02,10:00,30.6,0.0,66,351,6.0
2015/11/02,11:00,30.9,0.0,65,332,5.5
2015/11/02,12:00,31.6,0.0,63,347,5.7
2015/11/02,13:00,32.1,0.0,58,341,7.7
2015/11/02,14:00,32.5,0.0,60,21,4.6
2015/11/02,15:00,32.4,0.0,60,27,4.2
2015/11/02,16:00,32.2,0.0,58,10,5.5
2015/11/02,17:00,31.4,0.0,61,7,4.3
2015/11/02,18:00,29.3,0.0,69,2,4.3
2015/11/02,19:00,28.2,0.0,72,12,3.4
2015/11/02,20:00,27.5,0.0,74,24,2.6
2015/11/02,21:00,26.8,0.0,78,18,2.3
2015/11/02,22:00,27.0,0.0,76,45,1.9
2015/11/02,23:00,26.3,0.0,88,45,0.3
2015/11/03,00:00,26.1,0.0,81,52,1.4
2015/11/03,01:00,25.6,0.0,83,14,2.8
2015/11/03,02:00,25.3,0.0,86,21,2.6
2015/11/03,03:00,25.7,0.0,87,16,3.5
2015/11/03,04:00,25.8,0.0,86,30,3.1
2015/11/03,05:00,25.6,0.0,86,21,3.4
2015/11/03,06:00,25.4,0.0,88,24,2.5
2015/11/03,07:00,26.3,0.0,85,17,2.2
2015/11/03,08:00,28.0,0.0,80,345,2.9
2015/11/03,09:00,29.1,0.0,73,346,8.3
2015/11/03,10:00,31.0,0.0,64,353,6.3
2015/11/03,11:00,33.2,0.0,54,355,7.3
2015/11/03,12:00,33.3,0.3,56,9,4.7
2015/11/03,13:00,33.9,0.0,54,348,5.4
2015/11/03,14:00,34.1,0.0,50,348,6.4
2015/11/03,15:00,33.6,0.0,50,357,5.4
2015/11/03,16:00,30.6,0.0,62,346,5.7
2015/11/03,17:00,29.5,0.0,70,1,5.3
2015/11/03,18:00,28.5,0.0,75,23,1.6
2015/11/03,19:00,28.1,0.0,76,72,3.1
2015/11/03,20:00,28.3,0.0,73,78,1.7
2015/11/03,21:00,27.6,0.0,81,129,2.4
2015/11/03,22:00,26.6,0.0,90,171,0.7
2015/11/03,23:00,26.9,0.0,89,164,1.1
2015/11/04,00:00,26.2,0.0,93,200,2.9
2015/11/04,01:00,25.7,0.0,94,184,2.0
2015/11/04,02:00,25.4,0.0,94,210,1.4
2015/11/04,03:00,25.3,0.0,93,195,3.9
2015/11/04,04:00,25.2,0.0,92,171,1.2
2015/11/04,05:00,25.1,0.0,93,139,1.7
2015/11/04,06:00,25.2,0.0,93,188,1.6
2015/11/04,07:00,25.3,0.0,91,129,2.4
2015/11/04,08:00,26.7,0.0,87,210,2.2
2015/11/04,09:00,26.9,0.3,83,283,4.4
2015/11/04,10:00,27.6,6.9,75,344,4.8
2015/11/04,11:00,30.1,0.0,69,314,4.3
2015/11/04,12:00,31.9,0.0,62,294,4.4
2015/11/04,13:00,32.2,0.0,64,283,2.8
2015/11/04,14:00,32.1,0.0,67,244,3.7
2015/11/04,15:00,31.7,0.0,64,352,3.4
2015/11/04,16:00,28.8,0.0,73,32,3.1
2015/11/04,17:00,27.7,0.0,75,43,6.1
2015/11/04,18:00,27.3,0.0,76,53,2.0
2015/11/04,19:00,26.7,0.0,77,56,1.1
2015/11/04,20:00,25.9,0.0,83,7,1.6
2015/11/04,21:00,25.7,0.0,85,34,3.3
2015/11/04,22:00,26.1,0.0,82,80,1.5
2015/11/04,23:00,25.4,0.0,87,16,1.0
2015/11/05,00:00,24.9,0.0,86,339,2.5
2015/11/05,01:00,24.5,0.0,87,6,3.2
2015/11/05,02:00,24.6,0.0,89,47,3.4
2015/11/05,03:00,24.5,0.0,87,10,2.7
2015/11/05,04:00,24.5,0.0,82,290,2.2
2015/11/05,05:00,24.0,0.0,86,343,0.6
2015/11/05,06:00,23.8,0.0,88,3,0.9
2015/11/05,07:00,25.3,0.0,82,319,2.2
2015/11/05,08:00,26.9,0.0,77,353,3.1
2015/11/05,09:00,28.9,0.0,71,334,3.8
2015/11/05,10:00,30.6,0.0,64,339,6.5
2015/11/05,11:00,32.3,0.0,61,326,4.3
2015/11/05,12:00,32.0,0.0,59,6,6.5
2015/11/05,13:00,33.6,0.0,53,339,5.4
2015/11/05,14:00,34.3,0.0,50,340,6.8
2015/11/05,15:00,32.5,0.0,54,341,6.5
2015/11/05,16:00,33.0,0.0,54,23,4.5
2015/11/05,17:00,31.4,0.0,60,19,4.2
2015/11/05,18:00,29.0,0.0,69,348,5.9
2015/11/05,19:00,27.4,0.0,75,323,2.8
2015/11/05,20:00,26.5,0.0,80,359,1.7
2015/11/05,21:00,25.8,0.0,83,24,1.4
2015/11/05,22:00,25.2,0.0,91,234,1.3
2015/11/06,00:00,24.6,0.0,91,342,1.4
2015/11/06,01:00,24.8,0.0,87,32,3.1
2015/11/06,02:00,24.6,0.0,90,33,0.7
2015/11/06,03:00,24.1,0.0,91,19,0.9
2015/11/06,04:00,24.1,0.0,91,10,1.3
2015/11/06,05:00,24.1,0.0,92,329,1.4
2015/11/06,06:00,24.5,0.0,89,46,1.9
2015/11/06,07:00,26.0,0.0,84,16,1.8
2015/11/06,08:00,26.6,0.0,83,220,2.4
2015/11/06,09:00,28.3,0.0,78,231,2.1
2015/11/06,10:00,30.6,0.0,67,330,3.1
2015/11/06,11:00,29.5,0.0,75,257,3.8
2015/11/06,12:00,28.8,0.0,77,251,2.1
2015/11/06,13:00,27.3,2.7,88,126,4.8
2015/11/06,14:00,24.5,0.0,91,238,9.4
2015/11/06,15:00,25.4,0.0,83,192,1.9
2015/11/06,16:00,25.1,0.0,89,26,1.5
2015/11/06,17:00,24.7,0.3,93,1,2.4
2015/11/06,18:00,24.4,0.0,92,128,0.7
2015/11/06,19:00,24.2,0.0,94,328,0.4
2015/11/06,20:00,23.8,0.0,92,230,2.1
2015/11/06,21:00,23.8,0.0,92,243,1.0
2015/11/06,22:00,23.6,0.3,94,284,0.0
2015/11/07,00:00,23.6,0.3,96,37,0.0
2015/11/07,01:00,23.6,0.0,96,23,0.9
2015/11/07,02:00,23.1,0.3,97,43,1.5
2015/11/07,03:00,23.5,0.0,97,219,0.8
2015/11/07,04:00,23.5,0.0,97,33,1.4
2015/11/07,06:00,23.4,0.0,98,43,1.5
2015/11/07,07:00,24.0,0.0,97,195,1.1
2015/11/07,08:00,24.6,0.0,94,156,1.1
2015/11/07,09:00,26.1,0.0,83,138,1.4
2015/11/07,10:00,28.0,0.0,77,148,2.1
2015/11/07,11:00,27.9,0.0,78,135,2.3
2015/11/07,12:00,29.9,0.0,70,147,1.8
2015/11/07,13:00,29.9,0.0,66,173,1.4
2015/11/07,14:00,29.3,0.0,75,251,4.9
2015/11/07,15:00,24.7,12.3,97,257,3.4
2015/11/07,16:00,24.8,0.3,93,220,4.3
2015/11/07,17:00,25.0,0.3,93,116,0.2
2015/11/07,18:00,24.5,0.3,96,46,2.9
2015/11/07,19:00,24.4,0.3,97,55,2.9
2015/11/07,20:00,24.5,0.0,97,2,1.3
2015/11/07,21:00,24.3,0.0,96,49,4.0
2015/11/07,22:00,24.3,0.0,93,60,2.8
2015/11/07,23:00,24.4,0.0,95,126,1.4
2015/11/08,00:00,23.9,0.3,97,43,1.9
2015/11/08,01:00,23.6,0.6,97,352,2.1
2015/11/08,02:00,23.8,0.3,98,305,1.7
