Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : BELLAVISTA
,Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,MAZAN
,Latitud :,3°28'42.94'',Longitud :,73°4'4.93'',Altitud :,91 msnm.
,Tipo :,HLM - Hidrológica,Código :,240111
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2019-07-01,8.66,8.67,8.68,8.68
2019-07-02,8.71,8.71,8.72,8.73
2019-07-03,8.75,8.75,8.76,8.77
2019-07-04,8.80,8.80,8.80,8.81
2019-07-05,8.84,8.84,8.85,8.86
2019-07-06,8.89,8.90,8.92,8.95
2019-07-07,8.97,8.98,8.99,9.00
2019-07-08,9.04,9.04,9.05,9.06
2019-07-09,9.07,9.08,9.09,9.10
2019-07-10,9.13,9.13,9.13,9.13
2019-07-11,9.13,9.13,9.12,9.11
2019-07-12,9.11,9.11,9.10,9.09
2019-07-13,9.07,9.06,9.05,9.04
2019-07-14,8.99,8.98,8.97,8.96
2019-07-15,8.92,8.91,8.90,8.88
2019-07-16,8.84,8.82,8.80,8.79
2019-07-17,8.74,8.72,8.70,8.67
2019-07-18,8.55,8.53,8.50,8.48
2019-07-19,8.39,8.38,8.36,8.33
2019-07-20,8.28,8.27,8.26,8.25
2019-07-21,8.22,8.21,8.20,8.18
2019-07-22,8.13,8.13,8.13,8.13
2019-07-23,8.11,8.11,8.10,8.10
2019-07-24,8.10,8.10,8.10,8.10
2019-07-25,8.10,8.10,8.09,8.09
2019-07-26,8.09,8.09,8.09,8.09
2019-07-27,8.08,8.07,8.06,8.05
2019-07-28,8.03,8.01,7.99,7.98
2019-07-29,7.93,7.93,7.94,7.94
2019-07-30,7.97,7.97,7.97,7.98
2019-07-31,8.00,8.00,8.00,8.00
