Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : BELLAVISTA
,Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,MAZAN
,Latitud :,3°28'42.94'',Longitud :,73°4'4.93'',Altitud :,91 msnm.
,Tipo :,HLM - Hidrológica,Código :,240111
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2019-06-01,8.51,8.50,8.51,8.51
2019-06-02,8.50,8.50,8.50,8.50
2019-06-03,8.50,8.51,8.52,8.53
2019-06-04,8.57,8.57,8.57,8.57
2019-06-05,8.59,8.59,8.59,8.59
2019-06-06,8.57,8.57,8.56,8.56
2019-06-07,8.53,8.52,8.51,8.50
2019-06-08,8.45,8.44,8.43,8.42
2019-06-09,8.40,8.40,8.40,8.40
2019-06-10,8.38,8.38,8.37,8.37
2019-06-11,8.35,8.35,8.35,8.34
2019-06-12,8.32,8.32,8.31,8.31
2019-06-13,8.31,8.31,8.30,8.30
2019-06-14,8.29,8.28,8.27,8.26
2019-06-15,8.21,8.20,8.19,8.18
2019-06-16,8.14,8.13,8.12,8.10
2019-06-17,8.08,8.07,8.07,8.06
2019-06-18,8.05,8.05,8.05,8.05
2019-06-19,8.05,8.05,8.06,8.06
2019-06-20,8.08,8.08,8.09,8.10
2019-06-21,8.14,8.15,8.16,8.17
2019-06-22,8.21,8.21,8.22,8.22
2019-06-23,8.22,8.22,8.22,8.22
2019-06-24,8.22,8.23,8.23,8.24
2019-06-25,8.29,8.30,8.30,8.31
2019-06-26,8.34,8.35,8.36,8.38
2019-06-27,8.40,8.41,8.42,8.44
2019-06-28,8.49,8.50,8.51,8.52
2019-06-29,8.56,8.56,8.57,8.59
2019-06-30,8.61,8.62,8.63,8.64
