Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : BELLAVISTA
,Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,MAZAN
,Latitud :,3°28'42.94'',Longitud :,73°4'4.93'',Altitud :,91 msnm.
,Tipo :,HLM - Hidrológica,Código :,240111
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2023-02-01,2.85,2.84,2.83,2.81
2023-02-02,2.73,2.73,2.74,2.74
2023-02-03,2.78,2.79,2.80,2.82
2023-02-04,2.87,2.87,2.86,2.85
2023-02-05,2.76,2.76,2.75,2.75
2023-02-06,2.73,2.73,2.72,2.72
2023-02-07,2.70,2.70,2.71,2.73
2023-02-08,2.86,2.85,2.80,2.80
2023-02-09,2.73,2.73,2.72,2.70
2023-02-10,2.65,2.64,2.63,2.60
2023-02-11,2.51,2.50,2.49,2.49
2023-02-12,2.46,2.49,2.53,2.57
2023-02-13,2.72,2.76,2.81,2.86
2023-02-14,3.05,3.09,3.14,3.19
2023-02-15,3.45,3.45,3.51,3.57
2023-02-16,3.71,3.75,3.81,3.86
2023-02-17,4.03,4.05,4.07,4.09
2023-02-18,4.18,4.19,4.21,4.24
2023-02-19,4.39,4.39,4.38,4.36
2023-02-20,4.28,4.26,4.25,4.23
2023-02-21,4.16,4.15,4.14,4.14
2023-02-22,4.09,4.07,4.04,4.01
2023-02-23,3.96,3.96,3.95,3.95
2023-02-24,3.92,3.91,3.90,3.89
2023-02-25,3.84,3.80,3.76,3.71
2023-02-26,3.49,3.47,3.44,3.39
2023-02-27,3.19,3.17,3.13,3.11
2023-02-28,3.08,3.07,3.06,3.06
