Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : PEBAS
,Departamento :,LORETO,Provincia :,MARISCAL RAMON CASTILLA,Distrito :,PEBAS
,Latitud :,3°19'4.48'',Longitud :,71°51'34.63'',Altitud :,101 msnm.
,Tipo :,EAMA - Meteorológica,Código :,47288486
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2020/12/01,00:00,22.8,0.0,100,310,1.2
2020/12/01,01:00,23.1,0.0,100,352,2.0
2020/12/01,02:00,23.0,0.0,100,333,2.0
2020/12/01,03:00,22.8,0.0,100,59,0.4
2020/12/01,04:00,22.6,0.0,100,318,1.1
2020/12/01,05:00,22.4,0.0,100,345,0.4
2020/12/01,06:00,22.8,0.0,100,74,0.6
2020/12/01,07:00,23.8,0.0,100,62,0.6
2020/12/01,08:00,24.3,0.6,92,64,0.5
2020/12/01,09:00,26.2,0.6,80,337,1.0
2020/12/01,10:00,29.4,0.0,69,29,1.2
2020/12/01,11:00,29.7,0.0,68,124,2.4
2020/12/01,12:00,32.4,0.0,57,142,4.7
2020/12/01,13:00,33.8,0.0,51,141,3.7
2020/12/01,14:00,33.1,0.0,52,134,2.9
2020/12/01,15:00,28.6,0.0,70,125,3.5
2020/12/01,16:00,26.4,0.0,78,110,1.9
2020/12/01,17:00,25.6,0.0,80,199,2.0
2020/12/01,18:00,24.2,0.0,91,2,1.7
2020/12/01,19:00,23.8,0.0,100,339,1.5
2020/12/01,20:00,23.3,0.0,100,1,1.2
2020/12/01,21:00,23.4,0.0,100,347,2.3
2020/12/01,22:00,23.5,0.0,100,292,1.1
2020/12/01,23:00,23.2,0.0,100,1,1.3
2020/12/02,00:00,23.0,0.0,100,349,2.4
2020/12/02,01:00,23.0,0.0,100,355,3.1
2020/12/02,02:00,22.9,0.0,100,5,2.6
2020/12/02,03:00,22.6,0.0,100,355,2.0
2020/12/02,04:00,22.3,0.0,100,14,1.2
2020/12/02,05:00,22.2,0.0,100,351,0.9
2020/12/02,06:00,22.5,0.0,100,335,1.4
2020/12/02,07:00,23.9,0.0,89,357,2.7
2020/12/02,08:00,27.4,0.0,73,339,0.7
2020/12/02,09:00,29.5,0.0,65,10,2.1
2020/12/02,10:00,28.8,0.0,69,281,2.1
2020/12/02,11:00,32.7,0.0,58,163,3.3
2020/12/02,12:00,33.9,0.0,51,150,3.1
2020/12/02,13:00,31.2,0.0,59,281,0.5
2020/12/02,14:00,29.3,0.0,67,158,2.6
2020/12/02,15:00,30.2,0.0,63,99,0.3
2020/12/02,16:00,28.0,0.0,69,235,2.7
2020/12/02,17:00,27.3,0.0,76,219,2.1
