Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : PEBAS
,Departamento :,LORETO,Provincia :,MARISCAL RAMON CASTILLA,Distrito :,PEBAS
2021/01/02,18:00,24.6,0.0,86,3,2.9
2021/01/02,19:00,23.6,0.0,100,45,1.6
2021/01/02,20:00,23.2,0.0,100,16,1.0
2021/01/02,21:00,23.0,0.0,100,10,1.5
2021/01/02,22:00,22.6,0.0,100,25,1.8
2021/01/02,23:00,22.6,0.0,100,29,1.1
2021/01/03,00:00,22.5,0.0,100,351,2.2
2021/01/03,01:00,22.3,0.0,100,344,1.1
2021/01/03,02:00,22.2,0.0,100,2,0.4
2021/01/03,03:00,22.2,0.0,100,7,0.3
2021/01/03,04:00,22.1,0.0,100,24,0.8
2021/01/03,05:00,21.9,0.0,100,360,1.3
2021/01/03,06:00,22.0,0.0,100,344,2.2
2021/01/03,07:00,22.4,0.0,100,308,1.6
2021/01/03,08:00,25.1,0.0,85,338,2.5
2021/01/03,09:00,26.6,0.0,77,306,4.6
2021/01/03,10:00,28.3,0.0,71,306,3.0
2021/01/03,11:00,28.9,0.0,65,300,5.7
2021/01/03,12:00,30.3,0.0,59,329,7.1
2021/01/03,13:00,24.9,3.6,100,105,1.2
2021/01/03,14:00,25.1,0.0,87,232,3.4
2021/01/03,15:00,25.8,0.0,83,322,2.5
2021/01/03,16:00,26.7,0.0,73,284,3.8
2021/01/03,17:00,25.8,0.0,81,281,1.8
2021/01/03,18:00,24.7,0.0,89,49,0.5
2021/01/03,19:00,23.5,0.0,100,3,1.6
2021/01/03,20:00,23.4,0.0,100,199,0.0
2021/01/03,21:00,23.1,0.0,100,347,0.7
2021/01/03,22:00,23.1,0.0,100,349,0.3
2021/01/03,23:00,23.2,0.0,100,62,0.6
2021/01/04,00:00,23.0,0.0,100,11,0.0
2021/01/04,01:00,22.9,0.0,100,36,0.0
2021/01/04,02:00,22.8,0.0,100,313,0.0
2021/01/04,03:00,22.8,0.0,100,292,1.5
2021/01/04,04:00,22.5,0.0,100,42,0.0
2021/01/04,05:00,22.2,0.0,100,331,1.1
2021/01/04,06:00,22.1,0.0,100,33,1.4
2021/01/04,07:00,23.6,0.0,100,37,1.0
2021/01/04,08:00,27.2,0.0,78,4,2.2
2021/01/04,09:00,28.8,0.0,69,10,4.1
2021/01/04,10:00,30.6,0.0,67,351,4.0
2021/01/04,11:00,31.1,0.0,62,13,4.0
2021/01/04,12:00,32.7,0.0,61,44,3.5
2021/01/04,13:00,30.9,0.0,65,22,2.9
2021/01/04,14:00,32.4,0.0,51,10,4.8
2021/01/04,15:00,29.0,0.0,65,354,9.1
2021/01/04,16:00,28.1,0.0,70,37,5.0
2021/01/04,17:00,25.6,0.0,83,44,3.2
2021/01/04,18:00,24.5,0.0,88,47,1.5
2021/01/04,19:00,23.9,0.0,92,56,1.5
2021/01/04,20:00,23.7,0.0,92,357,1.2
2021/01/04,21:00,23.7,0.0,100,135,1.1
2021/01/04,22:00,23.4,0.0,100,44,0.5
2021/01/04,23:00,23.2,0.0,100,108,0.1
2021/01/05,00:00,23.2,0.0,100,211,0.1
2021/01/05,01:00,23.1,0.0,100,68,0.3
2021/01/05,02:00,22.9,0.0,100,148,0.3
2021/01/05,03:00,22.7,0.0,100,43,0.3
2021/01/05,04:00,22.7,0.0,100,99,1.1
2021/01/05,05:00,22.5,0.0,100,35,0.8
2021/01/05,06:00,22.4,0.0,100,41,1.3
2021/01/05,07:00,23.8,0.0,100,42,3.7
2021/01/05,08:00,25.5,0.0,85,41,3.0
2021/01/05,09:00,28.5,0.0,74,63,3.5
2021/01/05,10:00,29.6,0.0,65,80,3.1
2021/01/05,11:00,31.8,0.0,61,61,3.5
2021/01/05,12:00,30.9,0.0,58,23,2.7
2021/01/05,13:00,32.2,0.0,53,61,4.8
2021/01/05,14:00,33.1,0.0,49,21,4.5
2021/01/05,15:00,32.7,0.0,53,75,1.4
2021/01/05,16:00,25.1,1.5,89,132,5.4
2021/01/05,17:00,23.6,5.7,100,174,2.7
2021/01/05,18:00,23.9,0.3,100,96,1.4
2021/01/05,19:00,23.1,0.0,100,6,2.3
2021/01/05,20:00,22.9,0.0,100,21,1.6
2021/01/05,21:00,23.1,0.0,100,332,1.1
2021/01/05,22:00,23.2,0.0,100,160,0.7
2021/01/05,23:00,23.3,0.3,100,320,0.9
2021/01/06,00:00,23.1,0.3,100,77,0.0
2021/01/06,01:00,23.0,0.0,100,89,0.2
2021/01/06,02:00,23.1,0.3,100,107,0.7
2021/01/06,03:00,22.8,0.0,100,41,0.1
2021/01/06,04:00,22.9,0.3,100,104,1.8
2021/01/06,05:00,22.6,0.0,100,25,0.9
2021/01/06,06:00,22.6,0.0,100,152,1.0
2021/01/06,07:00,22.9,0.0,100,71,0.9
2021/01/06,08:00,23.2,0.0,100,31,2.9
2021/01/06,09:00,24.3,0.0,85,33,5.6
2021/01/06,10:00,23.5,0.0,84,28,6.0
2021/01/06,11:00,22.1,3.6,100,3,4.7
2021/01/06,12:00,22.8,0.9,100,10,2.7
2021/01/06,13:00,24.4,0.0,84,359,3.7
2021/01/06,14:00,24.7,0.0,82,7,2.8
2021/01/06,15:00,25.0,0.0,84,25,2.3
2021/01/06,16:00,25.4,0.0,81,51,0.8
2021/01/06,17:00,25.2,0.0,80,133,1.4
2021/01/06,18:00,23.9,0.0,86,173,1.6
2021/01/06,19:00,23.1,0.0,100,296,0.7
2021/01/06,20:00,23.0,0.0,100,271,0.8
2021/01/06,21:00,22.7,0.0,100,64,0.6
2021/01/06,22:00,22.9,0.0,100,242,1.5
2021/01/06,23:00,23.0,0.3,100,166,1.2
2021/01/07,00:00,23.0,0.0,100,135,1.9
2021/01/07,01:00,22.8,0.0,100,150,1.7
2021/01/07,02:00,22.8,0.0,100,140,1.3
2021/01/07,03:00,22.6,0.0,100,162,2.4
2021/01/07,04:00,22.5,0.0,100,172,1.6
2021/01/07,05:00,22.6,0.0,100,133,1.7
2021/01/07,06:00,22.5,0.0,100,114,1.8
2021/01/07,07:00,22.9,0.0,99,139,4.3
2021/01/07,08:00,24.9,0.0,80,157,4.6
2021/01/07,09:00,25.3,0.0,79,170,4.0
2021/01/07,10:00,26.5,0.0,77,136,2.7
2021/01/07,11:00,26.5,0.0,77,145,1.9
2021/01/07,12:00,27.1,0.0,73,217,1.3
2021/01/07,13:00,29.6,0.0,64,203,3.5
2021/01/07,14:00,29.1,0.0,64,185,3.5
2021/01/07,15:00,30.8,0.0,57,196,4.2
2021/01/07,16:00,28.3,0.0,73,134,2.4
2021/01/07,17:00,28.0,0.0,77,8,0.8
2021/01/07,18:00,26.3,0.0,79,128,2.2
2021/01/07,19:00,24.5,0.0,91,149,1.7
2021/01/07,20:00,23.7,0.0,100,99,0.0
2021/01/07,21:00,23.1,0.0,100,346,1.2
2021/01/07,22:00,23.0,0.0,100,309,0.9
2021/01/07,23:00,22.0,0.0,93,326,4.1
2021/01/08,00:00,21.8,0.0,100,16,0.4
2021/01/08,01:00,22.0,0.0,100,91,0.2
2021/01/08,02:00,22.2,0.0,90,169,1.9
2021/01/08,03:00,21.6,0.0,100,123,0.1
2021/01/08,04:00,21.5,0.0,100,43,1.1
2021/01/08,05:00,21.5,0.0,100,230,1.5
2021/01/08,06:00,21.2,0.0,100,326,1.4
2021/01/08,07:00,22.0,0.0,100,230,0.4
2021/01/08,08:00,25.4,0.0,79,160,3.3
2021/01/08,09:00,25.3,0.0,80,141,3.5
2021/01/08,10:00,25.9,0.0,80,136,2.9
2021/01/08,11:00,26.3,0.0,77,149,2.7
2021/01/08,12:00,25.7,0.0,75,213,2.7
2021/01/08,13:00,25.8,0.0,81,291,2.1
2021/01/08,14:00,27.0,0.0,75,170,3.7
2021/01/08,15:00,26.9,0.0,73,180,3.5
2021/01/08,16:00,28.8,0.0,70,127,2.5
2021/01/08,17:00,29.4,0.0,64,104,1.9
2021/01/08,18:00,25.1,0.0,83,81,0.6
2021/01/08,19:00,23.6,0.0,97,76,0.3
2021/01/08,20:00,23.2,0.0,100,10,0.6
2021/01/08,21:00,22.8,0.0,100,52,0.6
2021/01/08,22:00,22.4,0.0,100,35,0.0
2021/01/08,23:00,22.1,0.0,100,248,0.5
2021/01/09,00:00,22.1,0.0,100,29,1.1
2021/01/09,01:00,22.1,0.0,100,340,1.9
2021/01/09,02:00,22.1,0.0,100,2,1.8
2021/01/09,03:00,22.0,0.0,100,3,1.2
2021/01/09,04:00,22.3,0.0,100,342,2.6
2021/01/09,05:00,22.3,0.0,100,344,1.7
2021/01/09,06:00,22.1,0.0,100,311,2.3
2021/01/09,07:00,23.1,0.0,91,343,2.8
2021/01/09,08:00,24.7,0.0,84,3,2.2
2021/01/09,09:00,27.2,0.0,71,339,2.5
2021/01/09,10:00,29.0,0.0,64,304,1.3
2021/01/09,11:00,30.4,0.0,59,177,3.7
2021/01/09,12:00,32.3,0.0,55,157,3.7
2021/01/09,13:00,33.1,0.0,50,154,4.1
2021/01/09,14:00,27.5,0.0,65,7,5.7
2021/01/09,15:00,25.5,0.0,77,350,3.5
2021/01/09,16:00,24.5,0.0,84,322,5.1
2021/01/09,17:00,26.3,0.0,77,347,6.2
2021/01/09,18:00,24.4,0.0,86,359,2.8
2021/01/09,19:00,23.7,0.0,93,337,2.2
2021/01/09,20:00,23.5,0.0,90,352,4.4
2021/01/09,21:00,23.0,0.0,92,354,3.1
2021/01/09,22:00,22.7,0.0,94,354,2.7
2021/01/09,23:00,22.4,0.0,100,347,1.9
2021/01/10,00:00,22.1,0.0,100,336,1.8
2021/01/10,01:00,21.9,0.0,100,295,0.3
2021/01/10,02:00,22.2,0.0,100,242,1.1
2021/01/10,03:00,22.2,0.0,100,35,0.1
2021/01/10,04:00,22.0,0.0,100,27,0.2
2021/01/10,05:00,21.7,0.0,100,31,0.9
2021/01/10,06:00,22.0,0.0,100,132,0.6
2021/01/10,07:00,23.1,0.0,100,45,1.0
2021/01/10,08:00,28.9,0.0,65,24,1.5
2021/01/10,09:00,30.4,0.0,60,28,2.8
2021/01/10,10:00,32.5,0.0,48,32,2.3
2021/01/10,11:00,32.8,0.0,48,35,2.9
2021/01/10,12:00,31.9,0.0,52,356,3.3
2021/01/10,13:00,32.6,0.0,48,350,1.6
2021/01/10,14:00,34.3,0.0,43,31,2.7
2021/01/10,15:00,32.3,0.0,52,349,3.9
2021/01/10,16:00,32.9,0.0,49,337,3.3
2021/01/10,17:00,29.6,0.0,63,341,3.7
2021/01/10,18:00,26.9,0.0,77,311,2.4
2021/01/10,19:00,25.0,0.0,87,16,1.9
2021/01/10,20:00,24.9,0.0,89,243,0.9
2021/01/10,21:00,23.7,0.0,100,3,1.4
2021/01/10,22:00,23.3,0.0,100,50,0.3
2021/01/10,23:00,23.5,0.0,100,57,1.7
2021/01/11,00:00,23.6,0.9,100,284,0.2
2021/01/11,01:00,23.3,0.0,100,270,0.0
2021/01/11,02:00,23.2,0.0,100,240,0.8
2021/01/11,03:00,23.2,0.0,100,194,2.5
2021/01/11,04:00,22.5,0.0,100,207,0.0
2021/01/11,05:00,22.3,0.0,100,41,0.0
2021/01/11,06:00,21.9,0.0,100,324,0.6
2021/01/11,07:00,22.9,0.0,100,33,0.5
2021/01/11,08:00,25.1,0.0,90,184,0.5
2021/01/11,09:00,26.3,0.0,81,46,0.5
2021/01/11,10:00,28.2,0.0,73,323,1.4
2021/01/11,11:00,29.6,0.0,70,286,2.1
2021/01/11,12:00,24.7,0.3,79,342,7.2
2021/01/11,13:00,30.0,0.0,62,342,2.2
2021/01/11,14:00,31.8,0.0,56,319,2.0
2021/01/11,15:00,33.5,0.0,50,177,2.7
2021/01/11,16:00,31.7,0.0,57,325,2.4
2021/01/11,17:00,25.8,0.0,74,221,3.2
2021/01/11,18:00,24.6,0.0,84,47,0.5
2021/01/11,19:00,23.9,0.0,91,298,0.8
2021/01/11,20:00,23.3,0.0,100,352,1.4
2021/01/11,21:00,23.6,0.0,100,5,1.7
2021/01/11,22:00,23.5,0.0,100,306,0.2
2021/01/11,23:00,23.0,0.0,100,341,1.8
2021/01/12,00:00,23.4,0.0,100,49,1.3
2021/01/12,01:00,23.5,0.0,100,198,0.7
2021/01/12,02:00,22.7,0.0,100,328,1.2
2021/01/12,03:00,22.5,0.0,100,24,0.7
2021/01/12,04:00,22.5,0.0,100,354,1.3
2021/01/12,05:00,22.4,0.0,100,356,0.5
2021/01/12,06:00,22.4,0.0,100,29,1.2
2021/01/12,07:00,23.2,0.0,100,348,2.7
2021/01/12,08:00,25.0,0.0,87,337,4.1
2021/01/12,09:00,26.6,0.0,77,332,6.6
2021/01/12,10:00,28.1,0.0,73,326,2.8
2021/01/12,11:00,28.9,0.0,70,326,3.5
2021/01/12,12:00,29.6,0.0,62,343,3.9
2021/01/12,13:00,28.2,0.0,76,301,2.4
2021/01/12,14:00,25.3,1.2,89,58,1.1
2021/01/12,15:00,28.7,0.0,71,82,1.4
2021/01/12,16:00,29.5,0.0,70,167,4.6
2021/01/12,17:00,25.4,1.2,87,323,5.8
2021/01/12,18:00,23.9,0.0,89,300,1.6
2021/01/12,19:00,23.4,0.0,100,41,0.4
2021/01/12,20:00,23.5,0.0,100,79,0.2
2021/01/12,21:00,23.4,0.0,100,281,1.4
2021/01/12,22:00,23.3,0.0,100,283,2.8
2021/01/12,23:00,23.3,0.0,100,42,2.2
2021/01/13,00:00,23.0,0.0,100,248,0.6
2021/01/13,01:00,23.0,0.0,100,238,0.2
2021/01/13,02:00,23.1,0.9,100,53,0.5
2021/01/13,03:00,22.9,4.2,100,63,0.3
2021/01/13,04:00,22.9,3.3,100,179,1.2
2021/01/13,05:00,22.9,1.2,100,71,0.6
2021/01/13,06:00,22.7,0.6,100,129,0.7
2021/01/13,07:00,23.2,0.0,100,49,0.3
2021/01/13,08:00,23.5,0.0,100,15,1.8
2021/01/13,09:00,24.7,0.0,84,18,2.4
2021/01/13,10:00,27.6,0.0,74,79,1.6
2021/01/13,11:00,29.0,0.0,70,141,1.8
2021/01/13,12:00,29.5,0.0,69,18,1.9
2021/01/13,13:00,30.2,0.0,64,72,2.0
2021/01/13,14:00,30.3,0.0,65,107,1.7
2021/01/13,15:00,32.3,0.0,57,33,1.6
2021/01/13,16:00,24.3,0.3,90,20,0.9
2021/01/13,17:00,26.4,0.0,81,355,3.8
2021/01/13,18:00,25.0,0.0,85,12,0.2
2021/01/13,19:00,23.7,0.0,100,177,0.4
2021/01/13,20:00,23.0,0.0,100,9,1.0
2021/01/13,21:00,22.6,0.0,100,63,1.1
2021/01/13,22:00,22.6,0.0,100,78,0.6
2021/01/13,23:00,22.2,0.0,100,52,0.5
2021/01/14,00:00,22.1,0.0,100,16,0.2
2021/01/14,01:00,22.3,0.0,100,15,0.0
2021/01/14,02:00,21.9,0.0,100,15,0.0
2021/01/14,03:00,22.0,0.0,100,345,0.1
2021/01/14,04:00,21.9,0.0,100,75,0.2
2021/01/14,05:00,21.9,0.0,100,3,0.1
2021/01/14,06:00,22.0,0.0,100,11,0.0
2021/01/14,07:00,23.1,0.0,100,31,0.6
2021/01/14,08:00,24.8,0.0,89,23,1.2
2021/01/14,09:00,26.7,0.0,77,22,1.7
2021/01/14,10:00,28.9,0.0,71,150,3.3
2021/01/14,11:00,30.2,0.0,67,123,1.9
2021/01/14,12:00,30.6,0.0,64,284,1.1
2021/01/14,13:00,31.6,0.0,60,164,3.1
2021/01/14,14:00,22.8,23.7,100,38,1.8
2021/01/14,15:00,23.1,4.8,100,282,0.6
2021/01/14,16:00,23.7,0.0,100,2,1.6
2021/01/14,17:00,24.2,0.0,92,327,2.9
2021/01/14,18:00,23.8,0.0,100,48,0.1
2021/01/14,19:00,23.5,0.0,100,133,0.3
2021/01/14,20:00,23.4,0.0,100,343,0.8
2021/01/14,21:00,23.4,0.0,100,270,0.6
2021/01/14,22:00,23.4,0.3,100,259,0.0
2021/01/14,23:00,23.2,0.0,100,256,0.2
2021/01/15,00:00,23.5,0.0,100,266,0.1
2021/01/15,01:00,23.4,0.0,100,111,0.3
2021/01/15,02:00,23.2,0.0,100,205,1.3
2021/01/15,03:00,22.5,0.0,100,69,0.5
2021/01/15,04:00,22.6,0.0,100,95,0.3
2021/01/15,05:00,22.1,0.0,100,50,0.3
2021/01/15,06:00,22.4,0.3,100,96,0.2
2021/01/15,07:00,23.2,0.0,100,106,0.4
2021/01/15,08:00,23.9,0.0,100,146,2.6
2021/01/15,09:00,25.8,0.0,84,136,2.7
2021/01/15,10:00,26.7,0.0,81,130,2.9
2021/01/15,11:00,28.4,0.0,74,143,3.5
2021/01/15,12:00,29.9,0.0,67,144,2.6
2021/01/15,13:00,31.1,0.0,64,165,4.3
2021/01/15,14:00,26.7,1.5,89,136,1.6
2021/01/15,15:00,31.3,0.0,62,137,1.3
2021/01/15,16:00,33.1,0.0,52,130,2.2
2021/01/15,17:00,29.6,0.0,64,302,1.2
2021/01/15,18:00,26.8,0.0,83,50,2.4
2021/01/15,19:00,24.9,0.0,90,12,1.5
2021/01/15,20:00,24.2,0.0,100,17,0.7
2021/01/15,21:00,24.1,0.0,100,297,0.4
2021/01/15,22:00,23.8,0.0,100,149,0.1
2021/01/15,23:00,23.6,0.0,100,28,1.8
2021/01/16,00:00,23.4,0.0,100,218,0.7
2021/01/16,01:00,23.2,0.0,100,145,0.4
2021/01/16,02:00,23.1,0.0,100,318,1.5
2021/01/16,03:00,23.0,0.0,100,265,0.2
2021/01/16,04:00,22.9,0.0,100,310,1.9
2021/01/16,05:00,23.2,0.0,100,164,0.2
2021/01/16,06:00,23.2,0.0,100,193,0.6
2021/01/16,07:00,24.3,0.0,92,202,1.1
2021/01/16,08:00,27.3,0.0,76,111,1.1
2021/01/16,09:00,30.9,0.0,62,124,2.5
2021/01/16,10:00,32.4,0.0,62,165,3.8
2021/01/16,11:00,32.3,0.0,58,355,1.6
2021/01/16,12:00,33.2,0.0,58,29,2.5
2021/01/16,13:00,32.7,0.0,55,4,3.5
2021/01/16,14:00,32.4,0.0,63,345,2.8
2021/01/16,15:00,24.1,4.2,90,322,9.0
2021/01/16,16:00,23.7,1.2,100,159,2.4
2021/01/16,17:00,23.7,0.0,100,192,2.6
2021/01/16,18:00,23.7,0.0,100,239,1.3
2021/01/16,19:00,23.1,0.0,100,278,0.8
2021/01/16,20:00,23.0,0.0,100,60,1.1
2021/01/16,21:00,23.2,0.0,100,69,0.6
2021/01/16,22:00,23.1,0.0,100,49,0.0
2021/01/16,23:00,22.6,0.0,100,102,0.1
2021/01/17,00:00,22.7,0.0,100,144,0.2
2021/01/17,01:00,22.4,0.0,100,79,0.1
2021/01/17,02:00,22.2,0.0,100,9,0.1
2021/01/17,03:00,22.2,0.0,100,8,1.4
2021/01/17,04:00,22.1,0.0,100,352,0.0
2021/01/17,05:00,21.8,0.0,100,333,0.4
2021/01/17,06:00,21.8,0.0,100,23,0.0
2021/01/17,07:00,22.7,0.0,100,39,1.4
2021/01/17,08:00,26.1,0.0,79,40,1.6
2021/01/17,09:00,29.0,0.0,62,15,4.1
2021/01/17,10:00,31.0,0.0,59,7,3.5
2021/01/17,11:00,31.5,0.0,52,15,5.9
2021/01/17,12:00,32.4,0.3,52,9,5.4
2021/01/17,13:00,32.1,0.0,48,355,6.0
2021/01/17,14:00,33.7,0.0,46,3,4.9
2021/01/17,15:00,33.6,0.0,46,326,3.8
2021/01/17,16:00,33.4,0.0,47,327,4.5
2021/01/17,17:00,32.6,0.0,50,3,3.8
2021/01/17,18:00,28.9,0.0,63,9,2.3
2021/01/17,19:00,25.4,0.0,85,351,2.1
2021/01/17,20:00,24.5,0.0,88,11,2.3
2021/01/17,21:00,24.0,0.0,89,38,1.6
2021/01/17,22:00,23.5,0.0,100,23,1.4
2021/01/17,23:00,23.5,0.0,100,353,0.5
2021/01/18,00:00,23.4,0.0,100,337,0.0
2021/01/18,01:00,23.7,0.0,90,36,1.2
2021/01/18,02:00,23.9,0.0,90,25,2.1
2021/01/18,03:00,23.9,0.0,90,36,1.8
2021/01/18,04:00,23.5,0.0,93,101,0.8
2021/01/18,05:00,23.1,0.0,100,62,0.1
2021/01/18,06:00,22.8,0.0,100,48,0.1
2021/01/18,07:00,24.0,0.0,100,47,0.9
2021/01/18,08:00,25.9,0.0,84,90,0.8
2021/01/18,09:00,28.0,0.0,73,62,1.5
2021/01/18,10:00,32.6,0.0,59,152,3.4
2021/01/18,11:00,32.8,0.0,60,162,1.4
2021/01/18,12:00,31.9,0.0,57,64,1.9
2021/01/18,13:00,33.7,0.0,52,22,4.0
2021/01/18,14:00,30.8,0.0,60,314,5.7
2021/01/18,15:00,31.5,0.0,61,275,4.1
2021/01/18,16:00,26.4,2.7,78,27,4.8
2021/01/18,17:00,24.2,10.2,100,338,1.5
2021/01/18,18:00,24.4,0.0,100,259,1.4
2021/01/18,19:00,24.2,0.0,100,246,1.9
2021/01/18,20:00,24.0,0.0,100,351,1.5
2021/01/18,21:00,24.0,0.0,100,95,0.9
2021/01/18,22:00,23.8,2.7,100,36,0.6
2021/01/18,23:00,22.8,5.4,100,21,5.0
2021/01/19,00:00,22.6,5.7,100,87,0.4
2021/01/19,01:00,22.7,1.2,100,163,0.1
2021/01/19,02:00,22.6,1.2,100,98,0.7
2021/01/19,03:00,22.4,5.4,100,84,0.5
2021/01/19,04:00,22.6,5.1,100,137,2.5
2021/01/19,05:00,22.5,2.1,100,189,3.8
2021/01/19,06:00,22.6,2.1,100,251,1.0
2021/01/19,07:00,23.0,0.9,100,146,1.6
2021/01/19,08:00,23.0,0.9,100,104,0.0
2021/01/19,09:00,23.9,0.6,100,91,0.0
2021/01/19,10:00,25.0,0.0,89,123,1.1
2021/01/19,11:00,25.2,0.3,95,81,1.3
2021/01/19,12:00,25.2,0.0,89,114,1.0
2021/01/19,13:00,25.8,0.3,88,74,0.9
2021/01/19,14:00,26.4,0.3,87,112,2.5
2021/01/19,15:00,26.5,0.0,82,102,1.9
2021/01/19,16:00,27.2,0.6,80,54,1.3
2021/01/19,17:00,25.6,0.0,82,118,1.9
2021/01/19,18:00,24.3,0.0,91,82,1.7
2021/01/19,19:00,22.9,2.1,100,73,1.2
2021/01/19,20:00,22.8,0.6,100,28,0.7
2021/01/19,21:00,22.8,0.3,100,25,0.9
2021/01/19,22:00,22.8,0.0,100,326,0.0
2021/01/19,23:00,22.8,0.0,100,45,1.5
2021/01/20,00:00,22.7,0.0,100,6,1.9
2021/01/20,01:00,22.5,0.0,100,12,0.5
2021/01/20,02:00,22.3,0.0,100,345,0.2
2021/01/20,03:00,22.1,0.0,100,21,1.5
2021/01/20,04:00,22.1,0.0,100,41,0.7
2021/01/20,05:00,22.1,0.3,100,318,0.4
2021/01/20,06:00,22.2,0.0,100,159,0.6
2021/01/20,07:00,22.6,0.0,100,100,1.3
2021/01/20,08:00,24.3,0.0,88,54,0.4
2021/01/20,09:00,26.3,0.0,77,106,1.9
2021/01/20,10:00,27.0,0.0,73,67,2.0
2021/01/20,11:00,29.0,0.0,68,36,1.3
2021/01/20,12:00,30.9,0.0,59,31,2.3
2021/01/20,13:00,29.1,0.0,66,4,3.5
2021/01/20,14:00,29.7,0.0,62,360,3.7
2021/01/20,15:00,30.4,0.0,61,20,2.5
2021/01/20,16:00,29.1,0.0,64,352,2.3
2021/01/20,17:00,26.0,0.0,79,227,3.9
2021/01/20,18:00,23.8,0.0,88,249,3.0
2021/01/20,19:00,23.0,0.6,100,166,0.9
2021/01/20,20:00,23.0,2.1,100,92,0.8
2021/01/20,21:00,22.7,8.4,100,152,1.3
2021/01/20,22:00,22.4,4.5,100,148,2.4
2021/01/20,23:00,22.3,0.9,100,138,1.9
2021/01/21,00:00,22.4,1.8,100,173,2.4
2021/01/21,01:00,22.4,0.9,100,198,1.8
2021/01/21,02:00,22.4,0.0,100,181,1.6
2021/01/21,03:00,22.4,0.0,100,185,0.9
2021/01/21,04:00,22.3,0.0,100,232,0.0
2021/01/21,05:00,22.3,0.0,100,73,0.2
2021/01/21,06:00,22.1,0.0,100,22,0.1
2021/01/21,07:00,22.5,0.3,100,109,0.7
2021/01/21,08:00,22.7,2.1,100,165,0.5
2021/01/21,09:00,23.2,0.0,94,180,2.7
2021/01/21,10:00,25.3,0.0,82,171,4.7
2021/01/21,11:00,26.6,0.0,75,188,5.4
2021/01/21,12:00,28.8,0.0,64,182,4.4
2021/01/21,13:00,29.4,0.0,63,187,4.9
2021/01/21,14:00,29.4,0.0,61,188,4.1
2021/01/21,15:00,30.7,0.0,60,174,6.6
2021/01/21,16:00,28.8,0.0,68,170,2.2
2021/01/21,17:00,28.4,0.0,73,164,1.9
2021/01/21,18:00,24.1,0.0,87,223,3.0
2021/01/21,19:00,22.5,0.3,100,285,0.9
2021/01/21,20:00,22.6,0.0,100,320,0.9
2021/01/21,21:00,22.7,0.0,100,350,2.3
