Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : PEBAS
,Departamento :,LORETO,Provincia :,MARISCAL RAMON CASTILLA,Distrito :,PEBAS
2020/08/02,18:00,26.8,0.0,71,324,0.2
2020/08/02,19:00,23.6,0.0,89,8,1.8
2020/08/02,20:00,22.5,0.0,93,359,1.1
2020/08/02,21:00,22.0,0.0,100,12,1.0
2020/08/02,22:00,21.4,0.0,100,338,1.0
2020/08/02,23:00,20.8,0.0,100,19,1.6
2020/08/03,00:00,20.5,0.0,100,349,0.9
2020/08/03,01:00,20.1,0.0,100,17,0.6
2020/08/03,02:00,19.8,0.0,100,7,1.4
2020/08/03,03:00,19.6,0.0,100,12,1.4
2020/08/03,04:00,19.5,0.0,100,350,0.7
2020/08/03,05:00,19.3,0.0,100,2,0.9
2020/08/03,06:00,19.1,0.0,100,347,0.9
2020/08/03,07:00,20.9,0.0,100,360,0.3
2020/08/03,08:00,27.6,0.0,70,202,1.3
2020/08/03,09:00,32.3,0.0,51,169,2.8
2020/08/03,10:00,32.9,0.0,49,184,3.8
2020/08/03,11:00,34.1,0.0,43,156,3.2
2020/08/03,12:00,35.3,0.0,41,141,3.8
2020/08/03,13:00,35.5,0.0,40,162,4.0
2020/08/03,14:00,37.2,0.0,33,162,3.5
2020/08/03,15:00,38.2,0.0,31,152,3.2
2020/08/03,16:00,36.8,0.0,34,156,3.5
2020/08/03,17:00,34.3,0.0,44,157,1.8
2020/08/03,18:00,27.0,0.0,74,8,0.9
2020/08/03,19:00,24.1,0.0,89,338,1.1
2020/08/03,20:00,23.1,0.0,94,7,1.2
2020/08/03,21:00,22.5,0.0,100,2,1.4
2020/08/03,22:00,22.3,0.0,100,25,0.8
2020/08/03,23:00,22.3,0.0,100,326,0.3
2020/08/04,00:00,21.7,0.0,100,349,0.9
2020/08/04,01:00,21.6,0.0,100,356,0.8
2020/08/04,02:00,21.0,0.0,100,8,1.2
2020/08/04,03:00,20.9,0.0,100,327,1.5
2020/08/04,04:00,20.8,0.0,100,27,1.0
2020/08/04,05:00,21.7,0.0,100,77,0.5
2020/08/04,06:00,21.6,0.0,100,323,0.9
2020/08/04,07:00,22.8,0.0,100,298,0.0
2020/08/04,08:00,23.2,0.0,100,56,0.8
2020/08/04,09:00,25.1,0.0,82,345,1.4
2020/08/04,10:00,30.8,0.0,57,153,1.2
2020/08/04,11:00,33.5,0.0,49,151,1.3
2020/08/04,12:00,34.4,0.0,46,184,2.7
2020/08/04,13:00,33.1,0.0,49,183,2.9
2020/08/04,14:00,35.6,0.0,41,162,2.2
2020/08/04,15:00,36.4,0.0,36,119,1.9
2020/08/04,16:00,31.2,0.0,58,54,1.3
2020/08/04,17:00,26.8,0.0,72,345,3.4
2020/08/04,18:00,24.3,0.0,79,346,2.5
2020/08/04,19:00,23.0,0.0,87,358,1.8
2020/08/04,20:00,22.2,0.0,91,347,1.1
2020/08/04,21:00,21.9,0.0,97,8,1.7
2020/08/04,22:00,21.5,0.0,100,12,0.0
2020/08/04,23:00,21.6,0.0,100,229,0.0
2020/08/05,00:00,20.7,0.0,100,7,1.0
2020/08/05,01:00,20.8,0.0,100,353,2.5
2020/08/05,02:00,20.8,0.0,100,357,0.8
2020/08/05,03:00,20.7,0.0,100,348,1.7
2020/08/05,04:00,20.3,0.0,100,345,0.0
2020/08/05,05:00,19.8,0.0,100,344,0.0
2020/08/05,06:00,19.7,0.0,100,360,0.6
2020/08/05,07:00,21.4,0.0,100,7,2.7
2020/08/05,08:00,26.8,0.0,74,334,3.2
2020/08/05,09:00,30.5,0.0,59,312,1.6
2020/08/05,10:00,34.1,0.0,50,147,2.2
2020/08/05,11:00,33.5,0.0,48,177,3.4
2020/08/05,12:00,35.3,0.0,41,137,2.2
2020/08/05,13:00,35.4,0.0,38,155,2.9
2020/08/05,14:00,36.8,0.0,36,129,2.3
2020/08/05,15:00,37.2,0.0,36,145,2.7
2020/08/05,16:00,37.2,0.0,35,140,3.0
2020/08/05,17:00,34.5,0.0,44,169,1.9
2020/08/05,18:00,26.5,0.0,74,63,0.8
2020/08/05,19:00,23.9,0.0,88,12,1.2
2020/08/05,20:00,22.9,0.0,94,3,1.1
2020/08/05,21:00,22.3,0.0,100,343,1.4
2020/08/05,22:00,22.6,0.0,100,357,3.1
2020/08/05,23:00,22.4,0.0,91,350,2.2
2020/08/06,00:00,22.1,0.0,92,347,3.1
2020/08/06,01:00,21.5,0.0,93,348,1.6
2020/08/06,02:00,21.3,0.0,100,322,1.5
2020/08/06,03:00,20.9,0.0,100,319,1.2
2020/08/06,04:00,20.5,0.0,100,327,1.1
2020/08/06,05:00,20.5,0.0,100,319,0.6
2020/08/06,06:00,20.6,0.0,100,219,0.2
2020/08/06,07:00,21.4,0.0,100,273,0.0
2020/08/06,08:00,26.4,0.0,72,297,2.5
2020/08/06,09:00,27.4,0.0,67,316,3.7
2020/08/06,10:00,30.7,0.0,56,312,1.4
2020/08/06,11:00,32.2,0.0,54,82,1.7
2020/08/06,12:00,35.4,0.0,39,157,3.5
2020/08/06,13:00,35.5,0.0,42,137,2.5
2020/08/06,14:00,33.1,0.0,50,77,1.3
2020/08/06,15:00,31.1,0.0,61,84,2.0
2020/08/06,16:00,29.7,0.0,61,47,0.5
2020/08/06,17:00,25.2,0.0,83,49,2.3
2020/08/06,18:00,23.7,0.0,83,38,0.3
2020/08/06,19:00,23.5,0.0,87,44,1.3
2020/08/06,20:00,23.0,0.0,90,46,1.6
2020/08/06,21:00,22.6,0.0,89,11,1.7
2020/08/06,22:00,22.2,0.0,89,2,1.2
2020/08/06,23:00,21.7,0.0,89,26,2.4
2020/08/07,00:00,22.1,0.0,91,21,3.9
2020/08/07,01:00,21.5,0.0,100,356,2.6
2020/08/07,02:00,21.4,0.0,100,311,0.4
2020/08/07,03:00,21.5,0.0,100,337,0.8
2020/08/07,04:00,21.7,0.0,100,6,0.1
2020/08/07,05:00,21.7,0.0,100,333,1.8
2020/08/07,06:00,21.8,0.0,100,326,3.2
2020/08/07,07:00,22.4,0.0,91,104,1.6
2020/08/07,08:00,22.7,0.0,92,17,1.2
2020/08/07,09:00,26.1,0.0,74,203,0.6
2020/08/07,10:00,29.0,0.0,62,157,2.1
2020/08/07,11:00,28.7,0.0,65,138,1.3
2020/08/07,12:00,27.9,0.0,69,157,2.1
2020/08/07,13:00,27.3,0.0,73,304,2.1
2020/08/07,14:00,28.9,0.0,67,265,0.5
2020/08/07,15:00,29.4,0.0,68,22,1.4
2020/08/07,16:00,29.4,0.0,66,314,3.2
2020/08/07,17:00,28.6,0.0,68,317,2.4
2020/08/07,18:00,25.0,0.0,84,341,1.9
2020/08/07,19:00,24.0,0.0,91,9,2.1
2020/08/07,20:00,24.0,0.0,91,351,2.2
2020/08/07,21:00,23.9,0.0,86,143,4.8
2020/08/07,22:00,22.2,16.5,100,157,3.9
2020/08/07,23:00,21.8,10.5,100,187,2.8
2020/08/08,00:00,21.7,1.2,100,222,1.7
2020/08/08,01:00,21.4,0.3,100,16,0.2
2020/08/08,02:00,21.3,0.0,100,294,2.6
2020/08/08,03:00,21.1,0.0,100,338,1.5
2020/08/08,04:00,21.1,0.0,100,19,2.0
2020/08/08,05:00,21.1,0.0,100,349,1.9
2020/08/08,06:00,21.0,0.0,100,350,1.9
2020/08/08,07:00,21.5,0.0,100,335,1.7
2020/08/08,08:00,22.1,0.0,100,310,2.5
2020/08/08,09:00,23.0,0.0,89,296,2.8
2020/08/08,10:00,26.4,0.0,72,325,3.3
2020/08/08,11:00,28.6,0.0,63,341,3.4
2020/08/08,12:00,30.1,0.0,61,336,1.5
2020/08/08,13:00,30.3,0.0,61,339,3.0
2020/08/08,14:00,29.2,0.0,66,346,4.0
2020/08/08,15:00,31.3,0.0,58,357,3.5
2020/08/08,16:00,30.8,0.0,60,358,2.9
2020/08/08,17:00,29.6,0.0,65,321,2.1
2020/08/08,18:00,25.0,0.0,85,359,1.4
2020/08/08,19:00,24.0,0.0,91,345,1.1
2020/08/08,20:00,23.4,0.0,92,303,1.6
2020/08/08,21:00,23.2,0.0,92,170,1.4
2020/08/08,22:00,22.7,0.0,98,243,0.0
2020/08/08,23:00,22.5,0.0,100,85,0.6
2020/08/09,00:00,21.9,0.0,100,324,0.9
2020/08/09,01:00,21.8,0.0,100,291,1.1
2020/08/09,02:00,21.8,0.0,100,352,0.6
2020/08/09,03:00,21.6,0.0,100,253,1.1
2020/08/09,04:00,21.4,0.0,100,299,0.1
2020/08/09,05:00,21.3,0.0,100,282,0.4
2020/08/09,06:00,21.1,0.0,100,336,0.4
2020/08/09,07:00,22.2,0.0,100,243,3.4
2020/08/09,08:00,24.3,0.0,84,254,2.5
2020/08/09,09:00,25.9,0.0,78,269,2.7
2020/08/09,10:00,28.8,0.0,67,236,1.9
2020/08/09,11:00,29.8,0.0,61,242,2.4
2020/08/09,12:00,30.5,0.0,59,204,3.0
2020/08/09,13:00,30.4,0.0,59,284,3.2
2020/08/09,14:00,31.7,0.0,57,283,2.9
2020/08/09,15:00,32.5,0.0,50,230,2.8
2020/08/09,16:00,33.3,0.0,49,224,1.8
2020/08/09,17:00,30.8,0.0,58,297,1.2
2020/08/09,18:00,27.2,0.0,78,114,0.1
2020/08/09,19:00,24.7,0.0,82,107,5.9
2020/08/09,20:00,22.5,12.9,100,125,2.2
2020/08/09,21:00,22.2,0.3,100,352,2.0
2020/08/09,22:00,22.2,0.0,100,334,2.5
2020/08/09,23:00,22.1,0.0,100,2,1.6
2020/08/10,00:00,22.2,0.0,100,242,0.1
2020/08/10,01:00,22.0,0.0,100,299,0.3
2020/08/10,02:00,21.8,0.0,100,11,0.7
2020/08/10,03:00,21.8,0.0,100,317,0.5
2020/08/10,04:00,21.5,0.0,100,350,2.0
2020/08/10,05:00,21.5,0.0,100,347,3.2
2020/08/10,06:00,21.4,0.0,100,351,1.8
2020/08/10,07:00,22.1,0.0,100,350,2.9
2020/08/10,08:00,26.7,0.0,73,352,2.3
2020/08/10,09:00,28.9,0.0,67,342,2.7
2020/08/10,10:00,30.5,0.0,58,338,2.3
2020/08/10,11:00,31.9,0.0,54,3,1.9
2020/08/10,12:00,33.4,0.0,51,163,2.1
2020/08/10,13:00,32.7,0.0,54,221,1.4
2020/08/10,14:00,32.9,0.0,55,142,2.0
2020/08/10,15:00,32.6,0.0,50,203,1.8
2020/08/10,16:00,35.1,0.0,43,171,2.7
2020/08/10,17:00,33.1,0.0,55,57,1.5
2020/08/10,18:00,27.2,0.0,77,84,0.0
2020/08/10,19:00,24.8,0.0,91,84,0.2
2020/08/10,20:00,23.7,0.0,100,25,1.3
2020/08/10,21:00,23.0,0.0,100,6,1.3
2020/08/10,22:00,22.4,0.0,100,49,1.3
2020/08/10,23:00,21.9,0.0,100,334,1.1
2020/08/11,00:00,21.4,0.0,100,12,0.9
2020/08/11,01:00,21.2,0.0,100,13,1.1
2020/08/11,02:00,20.9,0.0,100,327,1.1
2020/08/11,03:00,20.5,0.0,100,16,0.9
2020/08/11,04:00,20.3,0.0,100,42,0.9
2020/08/11,05:00,20.3,0.0,100,355,1.0
2020/08/11,06:00,20.7,0.0,100,21,0.8
2020/08/11,07:00,22.5,0.0,100,348,1.4
2020/08/11,08:00,26.7,0.0,80,358,2.2
2020/08/11,09:00,29.8,0.0,63,25,4.0
2020/08/11,10:00,32.5,0.0,54,52,3.8
2020/08/11,11:00,31.7,0.0,59,14,3.2
2020/08/11,12:00,34.0,0.0,46,330,2.6
2020/08/11,13:00,33.1,0.0,50,169,2.6
2020/08/11,14:00,36.9,0.0,41,100,2.2
2020/08/11,15:00,32.2,0.0,52,155,2.9
2020/08/11,16:00,34.5,0.0,46,223,3.2
2020/08/11,17:00,26.2,0.0,74,322,1.8
2020/08/11,18:00,25.4,0.0,83,299,2.2
2020/08/11,19:00,24.1,0.0,91,3,1.1
2020/08/11,20:00,23.6,0.0,100,86,0.2
2020/08/11,21:00,23.5,0.0,100,39,1.1
2020/08/11,22:00,24.4,0.0,91,22,4.4
2020/08/11,23:00,23.0,14.1,100,331,7.3
2020/08/12,00:00,22.7,0.9,100,70,2.7
2020/08/12,01:00,22.7,12.0,100,274,1.6
2020/08/12,02:00,22.6,0.3,100,12,1.6
2020/08/12,03:00,22.5,9.3,100,42,2.1
2020/08/12,04:00,22.4,2.4,100,43,2.5
2020/08/12,05:00,22.4,0.6,100,35,2.5
2020/08/12,06:00,22.3,0.3,100,350,4.6
2020/08/12,07:00,22.5,0.0,100,8,2.7
2020/08/12,08:00,23.7,0.0,88,7,3.6
2020/08/12,09:00,26.7,0.0,79,20,3.2
2020/08/12,10:00,28.0,0.0,72,30,2.5
2020/08/12,11:00,29.9,0.0,64,16,2.6
2020/08/12,12:00,31.6,0.0,61,68,1.4
2020/08/12,13:00,32.0,0.0,61,69,2.1
2020/08/12,14:00,33.7,0.0,55,100,2.8
2020/08/12,15:00,34.5,0.0,52,100,1.3
2020/08/12,16:00,35.1,0.0,48,157,3.5
2020/08/12,17:00,30.1,0.0,68,220,0.1
2020/08/12,18:00,26.4,0.0,86,317,1.6
2020/08/12,19:00,25.8,0.0,89,323,0.3
2020/08/12,20:00,25.3,0.0,90,41,0.6
2020/08/12,21:00,24.6,0.0,88,332,3.8
2020/08/12,22:00,23.2,0.0,89,5,2.3
2020/08/12,23:00,23.2,0.0,92,109,0.5
2020/08/13,00:00,22.5,0.0,100,345,0.7
2020/08/13,01:00,22.2,0.0,100,41,0.4
2020/08/13,02:00,22.0,0.0,100,295,0.0
2020/08/13,03:00,21.8,0.0,100,195,0.0
2020/08/13,04:00,21.6,0.0,100,10,0.9
2020/08/13,05:00,21.4,0.0,100,18,0.6
2020/08/13,06:00,21.5,0.0,100,42,0.8
2020/08/13,07:00,22.9,0.0,100,353,1.2
2020/08/13,08:00,26.6,0.0,79,16,1.9
2020/08/13,09:00,26.8,0.0,78,337,3.2
2020/08/13,10:00,29.1,0.0,71,327,2.8
2020/08/13,11:00,31.5,0.0,62,2,3.1
2020/08/13,12:00,29.4,0.0,71,308,2.6
2020/08/13,13:00,24.9,10.2,89,17,3.2
2020/08/13,14:00,24.8,2.4,88,334,2.3
2020/08/13,15:00,26.3,0.3,83,182,1.9
2020/08/13,16:00,27.5,0.0,80,55,2.0
2020/08/13,17:00,25.2,0.0,84,8,3.1
2020/08/13,18:00,23.5,0.0,91,11,3.8
2020/08/13,19:00,23.2,0.0,95,343,2.1
2020/08/13,20:00,22.9,0.0,100,333,2.6
2020/08/13,21:00,22.9,0.0,100,276,1.3
2020/08/13,22:00,22.2,0.0,100,48,0.8
2020/08/13,23:00,21.9,0.0,100,331,0.4
2020/08/14,00:00,21.8,0.0,100,345,1.1
2020/08/14,01:00,21.6,0.0,100,353,0.2
2020/08/14,02:00,21.4,0.0,100,11,1.5
2020/08/14,03:00,21.4,0.0,100,194,0.4
2020/08/14,04:00,21.0,0.0,100,4,0.0
2020/08/14,05:00,20.9,0.0,100,318,0.7
2020/08/14,06:00,20.9,0.0,100,11,1.9
2020/08/14,07:00,22.5,0.0,100,356,1.6
2020/08/14,08:00,26.8,0.0,75,341,2.1
2020/08/14,09:00,28.3,0.0,71,325,2.8
2020/08/14,10:00,28.0,0.0,74,307,2.6
2020/08/14,11:00,29.2,0.0,71,314,1.1
2020/08/14,12:00,28.7,0.0,72,333,3.8
2020/08/14,13:00,30.6,0.0,64,294,2.8
2020/08/14,14:00,34.0,0.0,53,215,3.0
2020/08/14,15:00,31.1,0.0,64,122,2.5
2020/08/14,16:00,22.7,0.3,89,305,2.9
2020/08/14,17:00,22.8,1.5,100,254,0.6
2020/08/14,18:00,23.2,0.9,100,271,0.8
2020/08/14,19:00,23.2,0.0,100,343,0.7
2020/08/14,20:00,23.2,0.0,100,158,0.8
2020/08/14,21:00,23.1,0.6,100,297,1.4
2020/08/14,22:00,22.7,0.0,100,17,1.6
2020/08/14,23:00,22.5,0.0,100,181,0.9
2020/08/15,00:00,22.2,0.0,100,342,1.2
2020/08/15,01:00,22.0,0.0,100,3,2.1
2020/08/15,02:00,22.0,0.0,100,357,1.3
2020/08/15,03:00,22.1,0.0,100,347,2.0
2020/08/15,04:00,21.8,0.0,100,342,1.6
2020/08/15,05:00,21.9,0.0,100,327,2.8
2020/08/15,06:00,22.1,0.0,100,301,1.3
2020/08/15,07:00,22.5,0.0,100,309,1.6
2020/08/15,08:00,23.6,0.0,100,322,2.8
2020/08/15,09:00,26.8,0.0,76,266,1.5
2020/08/15,10:00,29.6,0.0,67,163,3.3
2020/08/15,11:00,31.8,0.0,62,158,4.1
2020/08/15,12:00,33.0,0.0,59,165,4.6
2020/08/15,13:00,32.7,0.0,57,164,5.2
2020/08/15,14:00,28.3,0.0,74,316,7.8
2020/08/15,15:00,30.6,0.0,61,301,4.2
2020/08/15,16:00,32.2,0.0,57,316,2.9
2020/08/15,17:00,30.2,0.0,64,292,3.2
2020/08/15,18:00,27.3,0.0,80,263,1.0
2020/08/15,19:00,25.2,0.0,91,320,0.0
2020/08/15,20:00,24.3,0.0,100,77,0.0
2020/08/15,21:00,23.7,0.0,100,6,1.0
2020/08/15,22:00,23.2,0.0,100,345,1.6
2020/08/15,23:00,22.9,0.0,100,19,0.0
2020/08/16,00:00,22.3,0.0,100,35,0.2
2020/08/16,01:00,22.0,0.0,100,359,1.1
2020/08/16,02:00,21.9,0.0,100,311,0.1
2020/08/16,03:00,21.6,0.0,100,13,1.1
2020/08/16,04:00,21.5,0.0,100,62,0.4
2020/08/16,05:00,21.1,0.0,100,2,0.6
2020/08/16,06:00,21.0,0.0,100,8,0.3
2020/08/16,07:00,22.7,0.0,100,344,1.1
2020/08/16,08:00,28.3,0.0,75,347,2.2
2020/08/16,09:00,29.7,0.0,68,306,2.9
2020/08/16,10:00,32.5,0.0,58,310,2.7
2020/08/16,11:00,32.9,0.0,54,316,2.5
2020/08/16,12:00,35.2,0.0,46,64,1.5
2020/08/16,13:00,35.9,0.0,47,25,1.4
2020/08/16,14:00,34.6,0.0,48,296,3.1
2020/08/16,15:00,33.3,0.0,55,339,2.6
2020/08/16,16:00,34.6,0.0,46,291,1.6
2020/08/16,17:00,33.2,0.0,56,324,2.3
2020/08/16,18:00,28.2,0.0,75,351,1.8
2020/08/16,19:00,26.0,0.0,89,351,1.9
2020/08/16,20:00,25.4,0.0,88,338,2.4
2020/08/16,21:00,25.2,0.0,89,1,2.4
2020/08/16,22:00,24.9,0.0,92,358,2.8
2020/08/16,23:00,25.1,0.0,89,345,2.8
2020/08/17,00:00,24.9,0.0,88,351,2.6
2020/08/17,01:00,23.9,0.0,91,343,1.2
2020/08/17,02:00,23.8,0.0,100,340,1.7
2020/08/17,03:00,23.3,0.0,100,339,0.9
2020/08/17,04:00,23.0,0.0,100,348,0.9
2020/08/17,05:00,23.4,0.0,100,353,2.5
2020/08/17,06:00,23.0,0.0,100,349,1.2
2020/08/17,07:00,24.0,0.0,100,113,1.1
2020/08/17,08:00,25.0,0.0,86,22,2.8
2020/08/17,09:00,26.6,0.0,80,338,3.0
2020/08/17,10:00,27.7,0.0,76,341,5.0
2020/08/17,11:00,27.7,0.0,75,343,5.1
2020/08/17,12:00,28.9,0.0,70,1,3.7
2020/08/17,13:00,30.2,0.0,67,325,3.2
2020/08/17,14:00,29.7,0.0,68,329,3.6
2020/08/17,15:00,30.7,0.0,64,12,2.6
2020/08/17,16:00,30.2,0.0,68,72,2.2
2020/08/17,17:00,29.8,0.0,70,112,1.5
2020/08/17,18:00,26.4,0.0,85,11,1.1
2020/08/17,19:00,24.7,0.0,84,136,1.5
2020/08/17,20:00,23.6,0.0,87,143,0.7
2020/08/17,21:00,23.2,0.0,90,37,1.1
2020/08/17,22:00,22.6,0.0,100,290,0.8
2020/08/17,23:00,22.5,0.0,100,36,1.7
2020/08/18,00:00,22.7,0.0,100,10,1.1
2020/08/18,01:00,23.0,0.0,100,81,0.8
2020/08/18,02:00,22.9,0.0,100,26,1.1
2020/08/18,03:00,22.8,0.0,100,343,2.1
2020/08/18,04:00,22.9,0.0,100,153,2.1
2020/08/18,05:00,22.6,0.0,100,350,0.9
2020/08/18,06:00,22.2,0.0,100,9,1.9
2020/08/18,07:00,23.3,0.0,100,64,2.1
2020/08/18,08:00,28.4,0.0,70,24,3.9
2020/08/18,09:00,31.3,0.0,58,12,3.8
2020/08/18,10:00,33.4,0.0,54,22,2.3
2020/08/18,11:00,33.6,0.0,50,352,4.3
2020/08/18,12:00,34.4,0.0,48,325,2.6
2020/08/18,13:00,35.4,0.0,45,33,1.8
2020/08/18,14:00,37.0,0.0,36,260,1.2
2020/08/18,15:00,38.1,0.0,34,5,1.0
2020/08/18,16:00,25.1,1.2,81,123,3.2
2020/08/18,17:00,26.8,0.3,77,319,2.4
2020/08/18,18:00,25.9,0.0,83,212,0.4
2020/08/18,19:00,24.6,0.0,91,307,0.6
2020/08/18,20:00,24.2,0.0,100,32,0.3
2020/08/18,21:00,23.8,0.0,100,35,0.1
2020/08/18,22:00,23.5,0.0,100,12,0.9
2020/08/18,23:00,23.5,0.0,100,355,3.6
2020/08/19,00:00,23.9,0.0,92,129,1.0
2020/08/19,01:00,23.4,0.0,100,104,0.6
2020/08/19,02:00,23.1,0.0,100,360,2.9
2020/08/19,03:00,23.1,0.0,94,13,2.1
2020/08/19,04:00,23.3,0.0,93,140,0.5
2020/08/19,05:00,22.6,0.0,100,47,0.3
2020/08/19,06:00,22.3,0.0,100,201,1.0
2020/08/19,07:00,23.6,0.0,100,346,1.1
2020/08/19,08:00,31.4,0.0,62,347,0.8
2020/08/19,09:00,33.9,0.0,52,51,1.4
2020/08/19,10:00,33.7,0.0,54,23,3.2
2020/08/19,11:00,33.3,0.0,55,358,3.4
2020/08/19,12:00,33.3,0.0,55,318,4.4
2020/08/19,13:00,35.2,0.0,47,5,2.0
2020/08/19,14:00,35.3,0.0,48,1,2.7
2020/08/19,15:00,35.0,0.0,45,355,3.7
2020/08/19,16:00,32.4,0.0,57,18,2.2
2020/08/19,17:00,29.3,0.0,70,9,2.2
2020/08/19,18:00,27.2,0.0,76,13,2.4
2020/08/19,19:00,26.7,0.0,78,162,1.4
2020/08/19,20:00,25.3,0.0,84,85,0.4
2020/08/19,21:00,25.4,0.0,86,60,0.5
2020/08/19,22:00,24.8,0.0,90,294,2.5
2020/08/19,23:00,25.0,0.0,89,34,1.1
2020/08/20,00:00,24.8,0.0,89,240,1.1
2020/08/20,01:00,24.1,0.0,99,61,0.0
2020/08/20,02:00,23.5,0.0,100,292,0.0
2020/08/20,03:00,23.0,0.0,100,326,0.9
2020/08/20,04:00,22.7,0.0,100,360,0.3
2020/08/20,05:00,22.7,0.0,100,48,1.4
2020/08/20,06:00,23.1,0.0,100,8,2.6
2020/08/20,07:00,24.6,0.0,100,350,3.1
2020/08/20,08:00,31.4,0.0,62,348,2.2
2020/08/20,09:00,33.6,0.0,51,25,2.8
2020/08/20,10:00,33.9,0.0,53,359,3.3
2020/08/20,11:00,34.1,0.0,52,25,3.4
2020/08/20,12:00,36.0,0.0,46,77,2.4
2020/08/20,13:00,36.5,0.0,45,93,2.1
2020/08/20,14:00,34.6,0.0,51,39,2.9
2020/08/20,15:00,29.7,0.0,67,355,5.2
2020/08/20,16:00,34.6,0.0,53,333,2.2
2020/08/20,17:00,33.5,0.0,56,334,1.3
2020/08/20,18:00,28.2,0.0,81,328,0.9
2020/08/20,19:00,26.4,0.0,89,9,1.6
2020/08/20,20:00,25.9,0.0,88,14,1.6
2020/08/20,21:00,25.2,0.0,92,302,0.0
2020/08/20,22:00,25.1,0.0,94,341,0.8
2020/08/20,23:00,25.1,0.0,100,340,0.3
2020/08/21,00:00,24.3,0.0,100,329,2.5
2020/08/21,01:00,24.9,0.0,93,284,2.2
2020/08/21,02:00,24.1,2.1,100,219,3.0
2020/08/21,03:00,23.5,3.6,100,236,2.8
2020/08/21,04:00,23.1,0.3,94,200,5.2
2020/08/21,05:00,22.8,0.0,100,252,2.3
2020/08/21,06:00,22.7,0.0,100,211,2.1
2020/08/21,07:00,23.2,0.3,100,182,2.6
2020/08/21,08:00,23.5,0.0,100,279,0.8
2020/08/21,09:00,24.3,3.3,90,227,3.3
2020/08/21,10:00,25.2,0.0,81,200,4.2
2020/08/21,11:00,23.1,12.9,100,209,4.7
2020/08/21,12:00,23.2,9.0,100,206,5.4
2020/08/21,13:00,23.8,0.0,92,176,6.1
2020/08/21,14:00,26.9,0.0,75,148,5.9
2020/08/21,15:00,26.3,0.0,77,144,4.2
2020/08/21,16:00,24.9,0.0,81,155,6.3
2020/08/21,17:00,24.0,0.0,82,179,6.2
2020/08/21,18:00,23.3,0.0,85,164,4.8
2020/08/21,19:00,22.3,0.0,86,178,9.9
2020/08/21,20:00,21.2,0.0,89,159,5.6
2020/08/21,21:00,20.2,0.3,93,163,5.8
