AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2023-10-01,33.8,24,S/D,0.0
2023-10-02,33,24.2,S/D,0.0
2023-10-03,38,24.8,S/D,0.0
2023-10-04,37.2,24.6,S/D,0.0
2023-10-05,33.8,24.8,S/D,0.0
2023-10-06,35.2,24,S/D,0.0
2023-10-07,37.4,25.4,S/D,0.0
2023-10-08,35.2,24.8,S/D,20.0
2023-10-09,32.4,25.8,S/D,0.0
2023-10-10,33.6,24.2,S/D,0.0
2023-10-11,35,25.2,S/D,0.0
2023-10-12,34.2,24.6,S/D,7.0
2023-10-13,31.2,24.6,S/D,5.4
2023-10-14,31.4,22,S/D,0.0
2023-10-16,33.8,24,S/D,5.3
2023-10-17,32.4,23.6,S/D,1.1
2023-10-18,34.2,22.8,S/D,0.0
2023-10-19,35.4,24.2,S/D,0.0
2023-11-01,31,23.6,S/D,0.0
