Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : NAUTA
,Departamento :,LORETO,Provincia :,LORETO,Distrito :,NAUTA
,Latitud :,4°30'52.54'',Longitud :,73°34'58.99'',Altitud :,92 msnm.
,Tipo :,HLM - Hidrológica,Código :,221402
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2017-12-01,8.54,8.54,8.52,8.50
2017-12-02,8.54,8.54,8.56,8.56
2017-12-03,8.52,8.58,8.64,8.70
2017-12-04,8.72,8.72,8.74,8.74
2017-12-05,8.82,8.84,8.86,8.92
2017-12-06,9.16,9.18,9.20,9.20
2017-12-07,9.30,9.34,9.36,9.40
2017-12-08,9.44,9.46,9.48,9.48
2017-12-09,9.54,9.54,9.56,9.56
2017-12-10,9.56,9.56,9.58,9.58
2017-12-11,9.62,9.62,9.64,9.64
2017-12-12,9.68,9.70,9.74,9.74
2017-12-13,9.74,9.76,9.76,9.76
2017-12-14,9.74,9.72,9.70,9.70
2017-12-15,9.64,9.64,9.62,9.60
2017-12-16,9.60,9.58,9.58,9.58
2017-12-17,9.58,9.48,9.48,9.50
2017-12-18,9.46,9.40,9.38,9.38
2017-12-19,9.28,9.24,9.20,9.18
2017-12-20,9.08,9.06,9.00,9.00
2017-12-21,8.66,8.60,8.48,8.52
2017-12-22,8.44,8.36,8.30,8.20
2017-12-23,8.18,8.16,8.14,8.14
2017-12-24,8.10,8.10,8.08,8.04
2017-12-25,8.00,8.00,8.00,8.00
2017-12-26,7.90,7.92,7.94,7.96
2017-12-27,7.90,7.92,7.92,7.92
2017-12-28,7.92,7.92,7.92,7.92
2017-12-29,7.85,7.83,7.82,7.80
2017-12-30,7.75,7.70,7.69,7.68
2017-12-31,7.72,7.75,7.76,7.80
