Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : NAUTA
,Departamento :,LORETO,Provincia :,LORETO,Distrito :,NAUTA
,Latitud :,4°30'52.54'',Longitud :,73°34'58.99'',Altitud :,92 msnm.
,Tipo :,HLM - Hidrológica,Código :,221402
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2017-10-01,4.10,4.10,4.10,4.10
2017-10-02,4.10,4.08,4.04,4.00
2017-10-03,3.98,4.00,4.06,4.10
2017-10-04,4.16,4.20,4.24,4.32
2017-10-05,4.50,4.52,4.60,4.64
2017-10-06,4.74,4.74,4.76,4.76
2017-10-07,4.76,4.74,4.74,4.74
2017-10-08,4.74,4.74,4.74,4.74
2017-10-09,4.94,4.96,4.96,5.00
2017-10-10,5.18,5.18,5.18,5.18
2017-10-11,5.20,5.24,5.26,5.28
2017-10-12,5.26,5.26,5.26,5.26
2017-10-13,5.16,5.14,5.10,5.08
2017-10-14,5.04,5.02,4.00,4.98
2017-10-15,4.90,4.90,4.90,4.90
2017-10-16,4.86,4.88,4.90,4.90
2017-10-17,4.92,4.94,4.94,4.94
2017-10-18,4.90,4.90,4.90,4.90
2017-10-19,4.92,4.94,4.94,4.98
2017-10-20,5.04,5.10,5.16,5.20
2017-10-21,5.44,5.48,5.54,5.60
2017-10-22,5.74,5.76,5.80,5.82
2017-10-23,5.84,5.84,5.86,5.86
2017-10-24,5.82,5.82,5.80,5.80
2017-10-25,5.88,5.90,5.94,5.98
2017-10-26,6.28,6.34,6.46,6.52
2017-10-27,6.76,6.86,6.92,7.04
2017-10-28,7.10,7.12,7.18,7.22
2017-10-29,7.28,7.28,7.28,7.28
2017-10-30,7.30,7.30,7.32,7.32
2017-10-31,7.34,7.34,7.34,7.34
