Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : NAUTA
,Departamento :,LORETO,Provincia :,LORETO,Distrito :,NAUTA
,Latitud :,4°30'52.54'',Longitud :,73°34'58.99'',Altitud :,92 msnm.
,Tipo :,HLM - Hidrológica,Código :,221402
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2018-02-01,10.26,10.26,10.27,10.29
2018-02-02,10.31,10.31,10.31,10.32
2018-02-03,10.35,10.35,10.36,10.37
2018-02-04,10.41,10.41,10.41,10.43
2018-02-05,10.48,10.49,10.50,10.52
2018-02-06,10.55,10.56,10.56,10.59
2018-02-07,10.61,10.61,10.63,10.65
2018-02-08,10.67,10.67,10.68,10.70
2018-02-09,10.74,10.74,10.75,10.75
2018-02-10,10.79,10.79,10.86,10.87
2018-02-11,10.95,10.95,10.96,10.96
2018-02-12,10.99,11.01,11.02,11.08
2018-02-13,11.08,11.10,11.12,11.14
2018-02-14,11.14,11.14,11.15,11.15
2018-02-15,11.18,11.18,11.19,11.20
2018-02-16,11.24,11.25,11.25,11.25
2018-02-17,11.28,11.28,11.29,11.31
2018-02-18,11.31,11.31,11.32,11.33
2018-02-19,11.34,11.34,11.34,11.36
2018-02-20,11.38,11.38,11.39,11.40
2018-02-21,11.43,11.43,11.44,11.46
2018-02-22,11.46,11.47,11.47,11.48
2018-02-23,11.48,11.51,11.51,11.51
2018-02-24,11.53,11.53,11.53,11.54
2018-02-25,11.54,11.54,11.54,11.56
2018-02-26,11.57,11.57,11.57,11.58
2018-02-27,11.59,11.59,11.60,11.60
2018-02-28,11.61,11.61,11.61,11.62
