Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : NAUTA
,Departamento :,LORETO,Provincia :,LORETO,Distrito :,NAUTA
,Latitud :,4°30'52.54'',Longitud :,73°34'58.99'',Altitud :,92 msnm.
,Tipo :,HLM - Hidrológica,Código :,221402
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2017-08-01,3.76,3.76,3.74,3.70
2017-08-02,3.62,3.60,3.58,3.52
2017-08-03,3.40,3.36,3.30,3.28
2017-08-04,3.14,3.10,3.08,3.06
2017-08-05,2.90,2.88,2.80,2.78
2017-08-06,2.64,2.64,2.60,2.50
2017-08-07,2.46,2.46,2.44,2.42
2017-08-08,2.32,2.30,2.28,2.22
2017-08-09,2.28,2.20,2.16,2.10
2017-08-10,2.08,2.08,2.04,2.00
2017-08-11,2.00,1.98,1.96,1.92
2017-08-12,1.90,1.88,1.88,1.86
2017-08-13,1.86,1.86,1.86,1.86
2017-08-14,1.96,1.94,1.92,1.88
2017-08-15,1.84,1.84,1.84,1.84
2017-08-16,1.72,1.70,1.68,1.68
2017-08-17,1.62,1.62,1.62,1.62
2017-08-18,1.56,1.56,1.54,1.54
2017-08-19,1.50,1.50,1.50,1.50
2017-08-20,1.50,1.50,1.50,1.44
2017-08-21,1.44,1.40,1.40,1.40
2017-08-22,1.48,1.50,1.52,1.52
2017-08-23,1.52,1.60,1.64,1.70
2017-08-24,1.80,1.86,1.90,2.00
2017-08-25,2.40,2.54,2.66,2.80
2017-08-26,3.30,3.36,3.34,3.60
2017-08-27,3.82,3.82,3.84,3.90
2017-08-28,3.96,3.96,4.00,4.02
2017-08-29,4.02,4.02,4.02,4.02
2017-08-30,4.00,4.00,4.00,4.00
2017-08-31,3.88,3.88,3.88,3.88
