Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : NAUTA
,Departamento :,LORETO,Provincia :,LORETO,Distrito :,NAUTA
,Latitud :,4°30'52.54'',Longitud :,73°34'58.99'',Altitud :,92 msnm.
,Tipo :,HLM - Hidrológica,Código :,221402
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2017-07-01,8.52,8.50,8.46,8.44
2017-07-02,8.40,8.38,8.24,8.20
2017-07-03,8.18,8.16,8.16,8.12
2017-07-04,8.06,8.06,8.06,8.06
2017-07-05,8.00,8.00,8.00,8.00
2017-07-06,7.98,7.98,7.98,7.98
2017-07-07,7.98,7.98,7.98,7.98
2017-07-08,7.98,7.96,7.96,7.94
2017-07-09,7.90,7.88,7.86,7.84
2017-07-10,7.80,7.76,7.74,7.70
2017-07-11,7.64,7.60,7.58,7.56
2017-07-12,7.50,7.48,7.44,7.40
2017-07-13,7.28,7.26,7.20,7.18
2017-07-14,7.06,7.06,7.04,7.00
2017-07-15,6.86,6.80,6.76,6.62
2017-07-16,6.40,6.36,6.28,6.22
2017-07-17,6.04,6.00,5.94,5.90
2017-07-18,5.68,5.64,5.50,5.46
2017-07-19,5.24,5.20,5.10,5.02
2017-07-20,4.96,4.80,4.76,4.64
2017-07-21,4.50,4.50,4.48,4.46
2017-07-22,4.44,4.44,4.44,4.44
2017-07-23,4.38,4.36,4.36,4.30
2017-07-24,4.30,4.30,4.30,4.30
2017-07-25,4.40,4.40,4.40,4.40
2017-07-26,4.28,4.28,4.24,4.20
2017-07-27,4.00,3.94,3.86,3.80
2017-07-28,3.70,3.70,3.66,3.56
2017-07-29,3.42,3.40,3.40,3.38
2017-07-30,3.38,3.46,3.48,3.50
2017-07-31,3.56,3.60,3.70,3.76
