AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2017-06-01,117.530,117.520,117.500,117.480
2017-06-02,117.450,117.430,117.420,117.400
2017-06-03,117.380,117.360,117.330,117.300
2017-06-04,117.270,117.270,117.260,117.240
2017-06-05,117.160,117.110,117.110,117.090
2017-06-06,117.050,117.020,116.990,116.970
2017-06-07,116.950,116.950,116.940,116.930
