Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : EL ESTRECHO
,Departamento :,LORETO,Provincia :,PUTUMAYO,Distrito :,PUTUMAYO
,Latitud :,2°27'10.67'',Longitud :,72°40'52.42'',Altitud :,105 msnm.
,Tipo :,HLM - Hidrológica,Código :,240402
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2014-09-01,7.82,7.77,7.72,7.65
2014-09-02,7.45,7.44,7.43,7.43
2014-09-03,7.38,7.37,7.36,7.35
2014-09-04,7.30,7.27,7.23,7.20
2014-09-05,7.20,7.20,7.19,7.18
2014-09-06,7.15,7.13,7.11,7.10
2014-09-07,7.08,7.07,7.07,7.06
2014-09-08,6.99,6.99,7.98,6.98
2014-09-09,6.90,6.88,6.87,6.85
2014-09-10,6.75,6.74,6.73,6.73
2014-09-11,6.85,6.85,6.86,6.86
2014-09-12,6.85,6.85,6.93,6.95
2014-09-13,6.99,7.02,7.03,7.05
2014-09-14,7.10,7.10,7.10,7.10
2014-09-15,7.20,7.23,7.25,7.26
2014-09-16,7.37,7.39,7.40,7.42
2014-09-17,7.48,7.50,7.51,7.53
2014-09-18,7.54,7.54,7.54,7.54
2014-09-19,7.54,7.54,7.54,7.54
2014-09-20,7.60,7.61,7.61,7.62
2014-09-21,7.63,7.64,7.65,7.60
2014-09-22,7.69,7.69,7.70,7.70
2014-09-23,7.74,7.75,7.76,7.77
2014-09-24,7.78,7.78,7.78,7.68
2014-09-25,7.73,7.71,7.70,7.69
2014-09-26,7.62,7.59,7.59,7.59
2014-09-27,7.59,7.59,7.59,7.59
2014-09-28,7.60,7.60,7.60,7.60
2014-09-29,7.57,7.54,7.53,7.51
2014-09-30,7.51,7.51,7.51,7.51
