Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : EL ESTRECHO
,Departamento :,LORETO,Provincia :,PUTUMAYO,Distrito :,PUTUMAYO
,Latitud :,2°27'10.67'',Longitud :,72°40'52.42'',Altitud :,105 msnm.
,Tipo :,HLM - Hidrológica,Código :,240402
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2014-04-01,7.88,7.89,7.90,7.90
2014-04-02,7.91,7.91,7.92,7.92
2014-04-03,7.93,7.94,7.95,7.95
2014-04-04,7.97,7.97,7.97,7.97
2014-04-05,7.98,7.97,7.96,7.95
2014-04-06,7.97,7.98,7.99,7.99
2014-04-07,8.02,8.01,7.99,7.98
2014-04-08,7.98,7.95,7.92,7.89
2014-04-09,7.72,7.68,7.65,7.91
2014-04-10,7.56,7.59,7.62,7.66
2014-04-11,7.52,7.52,7.51,7.51
2014-04-12,7.50,7.49,7.48,7.48
2014-04-13,7.46,7.46,7.45,7.45
2014-04-14,7.46,7.47,7.48,7.48
2014-04-15,7.50,7.51,7.52,7.52
2014-04-16,7.54,7.55,7.56,7.56
2014-04-17,7.65,7.67,7.68,7.70
2014-04-18,7.77,7.79,7.81,7.84
2014-04-19,7.87,7.89,7.92,7.93
2014-04-20,7.98,7.98,7.99,7.99
2014-04-21,7.98,7.97,7.96,7.96
2014-04-22,7.95,7.94,7.93,7.91
2014-04-23,7.88,7.87,7.86,7.85
2014-04-24,7.84,7.84,7.83,7.85
2014-04-25,7.84,7.84,7.84,7.84
2014-04-26,7.89,7.90,7.91,7.92
2014-04-27,7.93,7.95,7.97,7.99
2014-04-28,7.99,7.79,7.99,7.99
2014-04-29,8.05,8.06,8.07,8.08
2014-04-30,8.17,8.19,8.21,8.23
