Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : EL ESTRECHO
,Departamento :,LORETO,Provincia :,PUTUMAYO,Distrito :,PUTUMAYO
,Latitud :,2°27'10.67'',Longitud :,72°40'52.42'',Altitud :,105 msnm.
,Tipo :,HLM - Hidrológica,Código :,240402
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2024-05-01,9.68,9.69,9.69,9.70
2024-05-02,9.76,9.76,9.77,9.78
2024-05-03,9.87,9.89,9.91,9.92
2024-05-04,9.98,9.97,9.97,9.96
2024-05-05,9.99,9.98,9.97,9.96
2024-05-06,9.85,9.84,9.83,9.82
2024-05-07,9.78,9.79,9.80,9.80
2024-05-08,9.82,9.43,9.84,9.85
2024-05-09,9.98,9.99,10.00,10.01
2024-05-10,10.05,10.06,10.07,10.09
2024-05-11,10.22,10.21,10.21,10.20
2024-05-12,10.18,10.17,10.16,10.06
2024-05-13,10.10,10.11,10.12,10.13
2024-05-14,10.18,10.18,10.19,10.21
2024-05-15,10.25,10.25,10.25,10.26
2024-05-16,10.29,10.28,10.28,10.27
2024-05-17,10.24,10.23,10.23,10.22
2024-05-18,10.19,10.19,10.18,10.17
2024-05-19,10.13,10.14,10.15,10.16
2024-05-20,10.22,10.23,10.24,10.25
2024-05-21,10.30,10.31,10.32,10.34
2024-05-22,10.40,10.41,10.42,10.43
2024-05-23,10.48,10.49,10.50,10.52
2024-05-24,10.60,10.61,10.62,10.64
2024-05-25,10.69,10.70,10.71,10.73
2024-05-26,10.80,10.81,10.82,10.83
2024-05-27,10.87,10.88,10.88,10.89
2024-05-28,10.93,10.93,10.94,10.94
2024-05-29,10.97,10.98,10.99,11.00
2024-05-30,11.03,11.04,11.04,11.03
2024-05-31,11.04,11.04,11.05,11.06
