Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : EL ESTRECHO
,Departamento :,LORETO,Provincia :,PUTUMAYO,Distrito :,PUTUMAYO
,Latitud :,2°27'10.67'',Longitud :,72°40'52.42'',Altitud :,105 msnm.
,Tipo :,HLM - Hidrológica,Código :,240402
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2014-07-01,9.31,9.31,9.31,9.31
2014-07-02,9.32,9.32,9.33,9.33
2014-07-03,9.33,9.33,9.34,9.35
2014-07-04,9.35,9.35,9.36,9.36
2014-07-05,9.37,9.37,9.38,9.38
2014-07-06,9.39,9.40,9.41,9.42
2014-07-07,9.43,9.44,9.45,9.45
2014-07-08,9.46,9.47,9.48,9.49
2014-07-09,9.48,9.48,9.49,9.49
2014-07-10,9.49,9.49,9.50,9.50
2014-07-11,9.50,9.51,9.52,9.53
2014-07-12,9.53,9.53,9.53,9.53
2014-07-13,9.54,9.54,9.55,9.56
2014-07-14,9.56,9.56,9.57,9.57
2014-07-15,9.57,9.57,9.57,9.57
2014-07-16,9.56,9.56,9.55,9.55
2014-07-17,9.57,9.56,9.55,9.54
2014-07-18,9.51,9.48,9.46,9.43
2014-07-19,9.39,9.37,9.34,9.32
2014-07-20,9.29,9.27,9.25,9.23
2014-07-21,9.21,9.19,9.17,9.15
2014-07-22,9.15,9.15,9.14,9.14
2014-07-23,9.13,9.12,9.11,9.11
2014-07-24,9.10,9.10,9.09,9.08
2014-07-25,9.07,9.07,9.06,9.05
2014-07-26,9.05,9.05,9.04,9.03
2014-07-27,9.04,9.04,9.03,9.02
2014-07-28,9.01,9.00,9.00,8.99
2014-07-29,9.02,9.02,9.03,9.03
2014-07-30,9.02,9.02,9.01,9.00
2014-07-31,8.99,8.99,8.98,8.97
