Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : MORALILLO
,Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,SAN JUAN BAUTISTA
,Latitud :,3°53'58.8'',Longitud :,73°20'18'',Altitud :,106 msnm.
,Tipo :,CP - Meteorológica,Código :,103023
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2023-08-01,S/D,S/D,94.2,14.8
2023-08-02,S/D,S/D,90.5,0.0
2023-08-03,S/D,S/D,91.9,0.0
2023-08-04,S/D,S/D,S/D,0.0
2023-08-05,S/D,S/D,93.3,S/D
2023-08-06,S/D,S/D,S/D,S/D
2023-08-07,S/D,S/D,90.8,0.0
2023-08-08,S/D,S/D,93.6,4.7
2023-08-09,S/D,S/D,90.4,0.0
2023-08-10,S/D,S/D,88.6,0.0
2023-08-11,S/D,S/D,94.6,16.5
2023-08-12,S/D,S/D,94.1,S/D
2023-08-13,S/D,S/D,S/D,S/D
2023-08-14,S/D,S/D,92.3,0.0
2023-08-15,S/D,S/D,91.5,0.0
2023-08-16,S/D,S/D,94.6,0.0
2023-08-17,S/D,S/D,90.7,0.0
2023-08-18,S/D,S/D,92.5,0.0
2023-08-19,S/D,S/D,90.9,S/D
2023-08-20,S/D,S/D,S/D,S/D
2023-08-21,S/D,S/D,94.4,4.5
2023-08-22,S/D,S/D,94.9,1.4
2023-08-23,S/D,S/D,89.5,0.0
2023-08-24,S/D,S/D,91.9,10.2
2023-08-25,S/D,S/D,93.4,0.0
2023-08-26,S/D,S/D,92.4,S/D
2023-08-27,S/D,S/D,S/D,S/D
2023-08-28,S/D,S/D,93.9,0.0
2023-08-29,S/D,S/D,92.9,S/D
2023-08-30,S/D,S/D,S/D,S/D
2023-08-31,S/D,S/D,92.6,1.9
