Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : AMAZONAS
,Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,IQUITOS
,Latitud :,3°45'50.3'',Longitud :,73°15'17.7'',Altitud :,113 msnm.
,Tipo :,CO - Meteorológica,Código :,103057
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2020-06-01,30.4,23.2,91.8,6.8
2020-06-02,31.6,23.4,S/D,1.4
2020-06-03,29,23.2,S/D,24.8
2020-06-04,32.2,22.4,79.8,39.3
2020-06-05,31.4,22.4,S/D,0.3
2020-06-06,32.2,22.6,72.7,0.0
2020-06-07,33.6,23.6,78.6,0.0
2020-06-08,33,23.6,83.1,0.0
2020-06-09,33.4,22,81.0,0.0
2020-06-10,34,23.4,84.6,0.0
2020-06-11,33.6,23.6,83.2,0.0
2020-06-12,32.4,23.2,78.3,0.0
2020-06-13,34,23.2,79.2,0.0
2020-06-14,32.4,23.4,84.8,74.8
2020-06-15,28,22.2,90.9,4.1
2020-06-16,30.8,23.2,78.6,0.3
2020-06-17,32.8,22.8,86.5,0.0
2020-06-18,34,23.8,86.5,0.0
2020-06-19,34.4,23.2,84.4,1.1
2020-06-20,32.4,23.6,88.5,3.2
2020-06-21,33.2,23.6,S/D,0.0
2020-06-22,32,23.4,84.8,56.3
2020-06-23,31.2,22.4,S/D,12.7
2020-06-24,30.8,21.8,86.5,0.0
2020-06-25,33.4,23.6,85.4,26.9
2020-06-26,27.6,23.2,90.4,15.7
2020-06-27,30.6,22.6,90.4,6.3
2020-06-28,31,23,87.6,0.0
2020-06-29,31,22.2,84.2,0.0
2020-06-30,31,23.2,85.6,5.2
