AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2023-09-01,0.940,0.940,0.940,0.940
2023-09-02,0.930,0.930,0.930,0.930
2023-09-03,0.950,0.950,0.950,0.950
2023-09-04,1.010,1.010,1.010,1.010
2023-09-05,1.010,1.010,1.010,1.010
2023-09-06,1.010,1.010,1.010,1.010
2023-09-07,1.010,0.990,0.990,0.990
