Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : TIMICURILLO
,Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,INDIANA
,Latitud :,3°31'25.38'',Longitud :,73°5'.39'',Altitud :,85 msnm.
,Tipo :,HLM - Hidrológica,Código :,240202
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2017-10-01,3.98,3.97,3.96,3.95
2017-10-02,3.93,3.93,3.93,3.92
2017-10-03,3.92,3.92,3.90,3.87
2017-10-04,3.85,3.85,3.86,3.88
2017-10-05,3.92,3.95,3.98,4.01
2017-10-06,4.07,4.15,4.22,4.29
2017-10-07,4.47,4.50,4.52,4.55
2017-10-08,4.60,4.62,4.64,4.66
2017-10-09,4.70,4.72,4.73,4.75
2017-10-10,4.80,4.82,4.84,4.86
2017-10-11,4.92,4.93,4.93,4.94
2017-10-12,4.96,4.96,4.96,4.96
2017-10-13,4.96,4.94,4.92,4.90
2017-10-14,4.85,4.83,4.82,4.80
2017-10-15,4.77,4.75,4.73,4.72
2017-10-16,4.67,4.65,4.63,4.61
2017-10-17,4.56,4.56,4.56,4.56
2017-10-18,4.56,4.55,4.55,4.55
2017-10-19,4.54,4.54,4.54,4.54
2017-10-20,4.54,4.55,4.57,4.59
2017-10-21,4.70,4.77,4.83,4.90
2017-10-22,5.06,5.10,5.14,5.18
2017-10-23,5.35,5.38,5.42,5.46
2017-10-24,5.55,5.61,5.68,5.74
2017-10-25,5.94,5.99,6.05,6.10
2017-10-26,6.31,6.38,6.45,6.52
2017-10-27,6.72,6.80,6.89,6.99
2017-10-28,7.38,7.46,7.52,7.58
2017-10-29,7.70,7.73,7.77,7.80
2017-10-30,7.88,7.90,7.91,7.93
2017-10-31,7.97,7.98,7.99,8.01
