Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : TIMICURILLO
,Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,INDIANA
,Latitud :,3°31'25.38'',Longitud :,73°5'.39'',Altitud :,85 msnm.
,Tipo :,HLM - Hidrológica,Código :,240202
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2023-12-01,6.01,6.10,6.20,6.32
2023-12-02,6.53,6.63,6.63,6.72
2023-12-03,6.83,6.92,6.92,7.06
2023-12-04,7.17,7.22,7.22,7.28
2023-12-05,7.34,7.38,7.38,7.48
2023-12-06,7.56,7.59,7.59,7.71
2023-12-07,7.84,7.86,7.86,7.91
2023-12-08,7.95,7.95,7.95,7.95
2023-12-09,7.97,7.97,7.97,7.98
2023-12-10,8.01,8.01,8.01,8.02
2023-12-11,8.04,8.04,8.04,8.04
2023-12-12,8.04,8.05,8.05,8.05
2023-12-13,8.06,8.06,8.06,8.06
2023-12-14,8.07,8.07,8.07,8.07
2023-12-15,8.08,8.08,8.08,8.09
2023-12-16,8.10,8.11,8.12,8.12
2023-12-17,8.14,8.16,8.16,8.18
2023-12-18,8.26,8.21,8.23,8.24
2023-12-19,8.31,8.31,8.31,8.31
2023-12-20,8.33,8.33,8.35,8.36
2023-12-21,8.41,8.42,8.45,8.47
2023-12-22,8.53,8.56,8.60,8.64
2023-12-23,8.70,8.74,8.76,8.80
2023-12-24,8.94,8.94,8.95,8.95
2023-12-25,9.00,9.01,9.03,9.05
2023-12-26,9.12,9.12,9.14,9.14
2023-12-27,9.23,9.24,9.25,9.25
2023-12-28,9.27,9.28,9.28,9.30
2023-12-29,9.32,9.34,9.34,9.34
2023-12-30,9.38,9.41,9.42,9.42
2023-12-31,9.44,9.44,9.45,9.46
