Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : TIMICURILLO
,Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,INDIANA
,Latitud :,3°31'25.38'',Longitud :,73°5'.39'',Altitud :,85 msnm.
,Tipo :,HLM - Hidrológica,Código :,240202
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2017-08-01,4.95,4.96,4.97,4.98
2017-08-02,4.98,4.98,4.98,4.98
2017-08-03,4.92,4.91,4.89,4.87
2017-08-04,4.75,4.73,4.71,4.69
2017-08-05,4.51,4.48,4.44,4.41
2017-08-06,4.27,4.23,4.19,4.15
2017-08-07,3.99,3.96,3.93,3.90
2017-08-08,3.79,3.74,3.67,3.60
2017-08-09,3.48,3.46,3.44,3.42
2017-08-10,3.25,3.24,3.24,3.23
2017-08-11,3.23,3.22,3.21,3.20
2017-08-12,3.17,3.17,3.16,3.16
2017-08-13,3.14,3.14,3.14,3.14
2017-08-14,3.14,3.14,3.14,3.14
2017-08-15,3.14,3.13,3.12,3.10
2017-08-16,3.03,3.03,3.02,3.01
2017-08-17,2.98,2.97,2.96,2.95
2017-08-18,2.89,2.87,2.86,2.85
2017-08-19,2.80,2.79,2.78,2.77
2017-08-20,2.71,2.70,2.69,2.67
2017-08-21,2.63,2.68,2.62,2.62
2017-08-22,2.61,2.60,2.60,2.59
2017-08-23,2.58,2.58,2.60,2.65
2017-08-24,2.73,2.75,2.77,2.80
2017-08-25,2.90,2.96,3.02,3.10
2017-08-26,3.38,3.47,3.56,3.64
2017-08-27,3.95,3.99,4.06,4.10
2017-08-28,4.28,4.32,4.36,4.40
2017-08-29,4.47,4.49,4.51,4.53
2017-08-30,4.58,4.58,4.55,4.52
2017-08-31,4.45,4.45,4.44,4.44
