Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : TIMICURILLO
,Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,INDIANA
,Latitud :,3°31'25.38'',Longitud :,73°5'.39'',Altitud :,85 msnm.
,Tipo :,HLM - Hidrológica,Código :,240202
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2017-06-01,10.68,10.67,10.66,10.65
2017-06-02,10.60,10.59,10.57,10.56
2017-06-03,10.53,10.51,10.50,10.48
2017-06-04,10.43,10.41,10.40,10.38
2017-06-05,10.33,10.31,10.29,10.27
2017-06-06,10.21,10.21,10.20,10.19
2017-06-07,10.17,10.16,10.15,10.14
2017-06-08,10.10,10.09,10.09,10.08
2017-06-09,10.05,10.03,10.01,9.99
2017-06-10,9.93,9.93,9.93,9.93
2017-06-11,9.93,9.93,9.93,9.93
2017-06-12,9.93,9.92,9.91,9.90
2017-06-13,9.84,9.83,9.82,9.80
2017-06-14,9.77,9.76,9.75,9.73
2017-06-15,9.69,9.68,9.67,9.66
2017-06-16,9.63,9.63,9.62,9.61
2017-06-17,9.59,9.58,9.58,9.57
2017-06-18,9.56,9.55,9.55,9.54
2017-06-19,9.53,9.53,9.53,9.53
2017-06-20,9.53,9.53,9.54,9.54
2017-06-21,9.57,9.58,9.59,9.60
2017-06-22,9.61,9.60,9.59,9.58
2017-06-23,9.55,9.54,9.53,9.52
2017-06-24,9.48,9.46,9.45,9.43
2017-06-25,9.38,9.34,9.31,9.29
2017-06-26,9.28,9.28,9.27,9.27
2017-06-27,9.26,9.26,9.26,9.25
2017-06-28,9.25,9.25,9.25,9.25
2017-06-29,9.25,9.24,9.24,9.23
2017-06-30,9.21,9.19,9.18,9.16
