Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : TIMICURILLO
,Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,INDIANA
,Latitud :,3°31'25.38'',Longitud :,73°5'.39'',Altitud :,85 msnm.
,Tipo :,HLM - Hidrológica,Código :,240202
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2018-01-01,7.70,7.71,7.72,7.74
2018-01-02,7.80,7.83,7.86,7.90
2018-01-03,8.05,8.07,8.09,8.12
2018-01-04,8.15,8.17,8.19,8.21
2018-01-05,8.28,8.29,8.31,8.32
2018-01-06,8.34,8.36,8.38,8.39
2018-01-07,8.43,8.44,8.45,8.46
2018-01-08,8.49,8.50,8.51,8.52
2018-01-09,8.54,8.55,8.56,8.57
2018-01-10,8.60,8.61,8.62,8.64
2018-01-11,8.68,8.69,8.69,8.70
2018-01-12,8.73,8.75,8.77,8.80
2018-01-13,8.90,8.90,8.90,8.90
2018-01-14,8.90,8.90,8.91,8.91
2018-01-15,8.92,8.92,8.92,8.93
2018-01-16,8.94,8.95,8.95,8.96
2018-01-17,8.98,8.98,8.98,8.99
2018-01-18,9.02,9.02,9.02,9.02
2018-01-19,9.02,9.03,9.03,9.03
2018-01-20,9.04,9.04,9.04,9.05
2018-01-21,9.06,9.07,9.08,9.09
2018-01-22,9.13,9.15,9.16,9.18
2018-01-23,9.29,9.31,9.33,9.35
2018-01-24,9.43,9.45,9.46,9.48
2018-01-25,9.54,9.56,9.58,9.61
2018-01-26,9.68,9.70,9.72,9.73
2018-01-27,9.78,9.81,9.84,9.86
2018-01-28,9.95,9.97,9.98,9.99
2018-01-29,10.04,10.05,10.06,10.07
2018-01-30,10.09,10.09,10.09,10.09
2018-01-31,10.11,10.11,10.11,10.11
