Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : SANTA CLOTILDE
,Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,NAPO
,Latitud :,2°29'15.3'',Longitud :,73°40'45.1'',Altitud :,118 msnm.
,Tipo :,CO - Meteorológica,Código :,102009
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2019-07-01,28.2,S/D,93.8,0.0
2019-07-02,31.2,S/D,91.6,0.0
2019-07-03,30,S/D,90.8,0.0
2019-07-04,31,S/D,96.1,0.0
2019-07-05,30,S/D,89.2,21.6
2019-07-06,28,S/D,95.7,49.6
2019-07-07,25,S/D,94.4,4.3
2019-07-08,23.2,S/D,94.9,0.0
2019-07-09,29,S/D,90.0,0.0
2019-07-10,31.2,S/D,89.4,0.0
2019-07-11,28.2,S/D,92.8,0.0
2019-07-12,29,S/D,95.3,0.0
2019-07-13,29.2,S/D,93.3,37.0
2019-07-14,30.2,S/D,89.8,0.0
2019-07-15,29.2,S/D,92.0,2.2
2019-07-16,31,S/D,90.2,2.6
2019-07-17,29,S/D,94.0,41.9
2019-07-18,29.2,S/D,92.0,0.0
2019-07-19,29,S/D,94.0,2.9
2019-07-20,30.2,S/D,94.4,7.2
2019-07-21,29.2,S/D,92.9,0.0
2019-07-22,30.2,S/D,90.7,25.5
2019-07-23,30.2,S/D,88.4,11.5
2019-07-24,28,S/D,92.9,0.0
2019-07-25,29.2,S/D,92.5,0.0
2019-07-26,32,S/D,87.2,15.0
2019-07-27,28.2,S/D,93.3,12.4
2019-07-28,30,S/D,89.3,0.0
2019-07-29,30.2,S/D,89.6,0.0
2019-07-30,32.2,S/D,86.0,0.0
2019-07-31,32,S/D,86.5,2.4
