Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : SANTA CLOTILDE
,Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,NAPO
,Latitud :,2°29'15.3'',Longitud :,73°40'45.1'',Altitud :,118 msnm.
,Tipo :,CO - Meteorológica,Código :,102009
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2024-12-01,S/D,S/D,S/D,S/D
2024-12-02,33.2,24.8,84.5,0.0
2024-12-03,33,24.6,92.3,18.0
2024-12-04,32,24.4,86.4,1.7
2024-12-05,31.2,24.2,91.2,21.6
2024-12-06,28,23.8,85.8,0.0
2024-12-07,30,24,84.7,S/D
2024-12-08,S/D,S/D,S/D,S/D
2024-12-09,29,23.6,87.9,3.3
2024-12-10,28.2,23.8,87.7,30.0
2024-12-11,28,23.2,93.2,9.9
2024-12-12,31,23.6,87.7,1.2
2024-12-13,32,24,85.2,0.0
2024-12-14,31.2,23.8,82.8,S/D
2024-12-15,S/D,S/D,S/D,S/D
2024-12-16,27,24.2,92.4,2.3
2024-12-17,30.2,23.4,87.4,15.3
2024-12-18,30,23.6,87.3,4.2
2024-12-19,31,24.2,86.1,44.5
2024-12-20,32.2,23.2,82.2,4.8
2024-12-21,32,23,82.0,S/D
2024-12-22,S/D,S/D,S/D,S/D
2024-12-23,29,24,94.7,34.0
2024-12-24,31.2,23.8,83.6,1.0
2024-12-25,30.2,24.6,88.6,2.7
2024-12-26,30,25,88.0,91.2
2024-12-27,29,23.2,87.1,21.0
2024-12-28,27.2,22.6,92.5,S/D
2024-12-29,S/D,S/D,S/D,S/D
2024-12-30,30,23.8,88.7,0.0
2024-12-31,31,22,89.3,7.4
