Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : SANTA CLOTILDE
,Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,NAPO
,Latitud :,2°29'15.3'',Longitud :,73°40'45.1'',Altitud :,118 msnm.
,Tipo :,CO - Meteorológica,Código :,102009
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2025-02-01,30.2,23.4,87.8,S/D
2025-02-02,S/D,S/D,S/D,S/D
2025-02-03,31.2,23.6,87.9,0.0
2025-02-04,31,23.8,86.8,1.0
2025-02-05,30,23.4,85.8,9.0
2025-02-06,29,23.2,90.6,0.0
2025-02-07,27.2,23.8,93.8,20.1
2025-02-08,29.2,22.8,86.5,S/D
2025-02-09,S/D,S/D,S/D,S/D
2025-02-10,30.2,23.4,87.2,25.0
2025-02-11,27,23.8,96.7,37.0
2025-02-12,30,23,87.0,0.0
2025-02-13,26,23.8,92.4,2.2
2025-02-14,28.2,22.4,88.6,0.0
2025-02-15,31,23.4,84.8,S/D
2025-02-16,S/D,S/D,S/D,S/D
2025-02-17,28,23.2,95.7,31.0
2025-02-18,31,22.6,87.0,0.0
2025-02-19,31.2,23.8,87.0,8.5
2025-02-20,29.2,23.6,90.1,17.5
2025-02-21,30,23.4,96.0,33.8
2025-02-22,29.2,22.8,94.5,S/D
2025-02-23,S/D,S/D,S/D,S/D
2025-02-24,30,24,89.5,3.1
2025-02-25,29.2,24.2,88.5,0.0
2025-02-26,31,23.6,87.2,11.2
2025-02-27,29,24,88.0,0.0
2025-02-28,31.2,23.2,91.4,19.7
