Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : SANTA CLOTILDE
,Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,NAPO
,Latitud :,2°29'15.3'',Longitud :,73°40'45.1'',Altitud :,118 msnm.
,Tipo :,CO - Meteorológica,Código :,102009
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2019-10-01,33.2,S/D,89.3,4.2
2019-10-02,33,S/D,89.2,21.2
2019-10-03,30.2,S/D,90.2,0.0
2019-10-04,32,S/D,88.9,0.0
2019-10-05,32.2,S/D,S/D,8.0
2019-10-06,33.2,S/D,88.7,6.6
2019-10-07,29.2,S/D,95.8,31.8
2019-10-08,30.2,S/D,90.3,0.0
2019-10-09,32.2,S/D,88.6,3.1
2019-10-10,30,S/D,89.8,66.8
2019-10-11,33.2,S/D,84.0,31.0
2019-10-12,26.2,S/D,S/D,6.5
2019-10-13,32,S/D,87.1,0.0
2019-10-14,33.2,S/D,88.1,18.8
2019-10-15,31.2,S/D,88.5,0.0
2019-10-16,31,S/D,S/D,33.6
2019-10-17,32.2,S/D,86.1,0.0
2019-10-18,32.2,S/D,89.1,29.3
2019-10-19,31,S/D,91.4,13.4
2019-10-20,30.2,S/D,90.7,0.0
2019-10-21,31.2,S/D,88.2,0.0
2019-10-22,34,S/D,86.0,36.4
2019-10-23,31,S/D,89.2,0.0
2019-10-24,30.2,S/D,87.0,0.0
2019-10-25,31,S/D,88.6,0.0
2019-10-26,31.2,S/D,86.1,23.8
2019-10-27,32.2,S/D,86.1,54.0
2019-10-28,31.2,S/D,87.8,0.0
2019-10-29,31.2,S/D,93.9,0.0
2019-10-30,31.2,S/D,88.1,0.0
2019-10-31,34,S/D,84.1,40.0
