Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : SANTA CLOTILDE
,Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,NAPO
,Latitud :,2°29'15.3'',Longitud :,73°40'45.1'',Altitud :,118 msnm.
,Tipo :,CO - Meteorológica,Código :,102009
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2025-01-01,29.2,24.2,87.8,6.8
2025-01-02,30.2,23.2,91.2,0.8
2025-01-03,31.2,24,89.5,13.5
2025-01-04,29.2,23.4,87.4,S/D
2025-01-05,S/D,S/D,S/D,S/D
2025-01-06,30.2,24,83.4,0.0
2025-01-07,31,24,84.8,1.8
2025-01-08,32,24.2,91.4,0.0
2025-01-09,30,23.2,85.6,3.6
2025-01-10,31,24.2,86.4,3.2
2025-01-11,31.2,24.6,87.7,S/D
2025-01-12,S/D,S/D,S/D,S/D
2025-01-13,29,24.2,89.6,1.0
2025-01-14,31,24.8,86.8,0.0
2025-01-15,32,21.8,76.3,0.0
2025-01-16,32.2,21.4,78.7,0.0
2025-01-17,33,21.8,74.4,0.0
2025-01-18,33.2,21.2,71.7,S/D
2025-01-19,S/D,S/D,S/D,S/D
2025-01-20,33,23,78.0,0.0
2025-01-21,32.2,24.2,77.5,0.0
2025-01-22,32,23.2,78.8,8.2
2025-01-23,31,24,91.8,32.2
2025-01-24,28.2,22.8,89.9,1.2
2025-01-25,29.2,22.6,87.7,S/D
2025-01-26,S/D,S/D,S/D,S/D
2025-01-27,29,23,91.2,12.1
2025-01-28,30.2,22.8,89.3,19.8
2025-01-29,29.2,23.4,90.9,14.6
2025-01-30,31,22.4,87.4,0.5
2025-01-31,30,23.6,84.3,4.7
