Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : FLOR DE PUNGA
,Departamento :,LORETO,Provincia :,REQUENA,Distrito :,CAPELO
,Latitud :,5°24'19.82'',Longitud :,74°9'32.79'',Altitud :,105 msnm.
,Tipo :,PE - Meteorológica,Código :,105092
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2020-03-01,28.4,19.8,S/D,23.5
2020-03-02,S/D,20.2,S/D,0.0
2020-03-03,S/D,20,S/D,2.5
2020-03-04,S/D,22.4,S/D,15.2
2020-03-05,29.4,19.8,87.5,0.0
2020-03-06,S/D,20,S/D,5.5
2020-03-07,29.4,21.2,86.9,13.8
2020-03-08,S/D,20.4,S/D,0.0
2020-03-09,32.8,20.6,88.3,8.3
2020-03-10,30.2,24.4,84.1,0.0
2020-03-11,32,23.6,79.8,0.0
2020-03-12,34.8,23.8,87.4,0.0
2020-03-13,35,21,S/D,0.0
2020-03-14,37.2,19.6,91.4,0.0
2020-03-15,34.6,19.8,90.6,0.0
2020-03-16,31.4,19.6,95.0,16.5
2020-03-17,S/D,19.4,S/D,29.0
2020-03-18,29.6,21.8,87.2,0.0
2020-03-19,33.2,21.4,87.8,0.0
2020-03-20,33.2,20,88.5,0.0
2020-03-21,30.2,20.4,89.1,15.6
2020-03-22,32.6,18.2,90.5,36.0
2020-03-23,31.6,23.2,86.0,6.2
2020-03-24,32,22.4,83.5,0.0
2020-03-25,34.2,23.2,80.2,0.0
2020-03-26,34.2,24.6,87.0,0.0
2020-03-27,34.6,21,86.6,0.0
2020-03-28,32.2,20.2,90.3,0.0
2020-03-29,29.6,S/D,95.2,11.1
2020-03-30,33.2,22.8,87.4,5.3
2020-03-31,30.2,22.2,87.6,6.5
