Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : FLOR DE PUNGA
,Departamento :,LORETO,Provincia :,REQUENA,Distrito :,CAPELO
,Latitud :,5°24'19.82'',Longitud :,74°9'32.79'',Altitud :,105 msnm.
,Tipo :,PE - Meteorológica,Código :,105092
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2020-11-01,32.4,21.4,81.4,0.0
2020-11-02,35.2,22.6,84.4,0.0
2020-11-03,36.2,22.4,85.0,0.0
2020-11-04,35.4,23.8,78.2,0.0
2020-11-05,36.2,23.6,88.4,0.0
2020-11-06,35.4,24.2,84.5,0.0
2020-11-07,35.2,24,81.4,4.5
2020-11-08,34.8,23.2,86.4,0.0
2020-11-09,33.8,22.8,87.5,0.0
2020-11-10,34.4,22.4,86.8,8.5
2020-11-11,33.2,23.2,91.2,36.0
2020-11-12,31.6,22.8,85.6,0.0
2020-11-13,35.4,24.2,77.3,0.0
2020-11-14,34.8,23.8,93.1,0.0
2020-11-15,36.2,23.4,95.9,35.0
2020-11-16,29,22.8,95.7,66.4
2020-11-17,33.8,22.2,85.7,0.0
2020-11-18,34.6,23.2,88.8,0.0
2020-11-19,35.2,23.6,82.8,28.8
2020-11-20,29.2,22.8,90.7,0.0
2020-11-21,32.8,23.6,82.2,0.0
2020-11-22,S/D,24,S/D,0.0
2020-11-23,33.6,24.2,84.9,0.0
2020-11-24,35,24.2,83.2,0.0
2020-11-25,35.4,24.8,90.3,0.0
2020-11-26,32.8,S/D,89.9,0.0
2020-11-27,S/D,22.8,S/D,0.0
2020-11-28,32.2,23.6,89.5,9.1
2020-11-29,29.8,23.8,95.2,14.9
2020-11-30,33.2,24.6,81.8,35.6
