Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : FLOR DE PUNGA
,Departamento :,LORETO,Provincia :,REQUENA,Distrito :,CAPELO
,Latitud :,5°24'19.82'',Longitud :,74°9'32.79'',Altitud :,105 msnm.
,Tipo :,PE - Meteorológica,Código :,105092
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2020-10-01,31.6,22.4,86.5,0.0
2020-10-02,35.6,23.6,80.1,0.0
2020-10-03,34,23.2,84.4,3.6
2020-10-04,32.4,22.2,85.9,0.0
2020-10-05,33.2,22,S/D,0.0
2020-10-06,34.4,23,81.9,0.0
2020-10-07,35.8,24.2,82.2,0.0
2020-10-08,33,S/D,86.1,32.0
2020-10-09,34.6,23.4,87.2,0.0
2020-10-10,35.6,21.6,84.4,0.0
2020-10-11,35.2,21.8,86.9,0.0
2020-10-12,35.6,22.6,81.4,0.0
2020-10-13,33.4,S/D,87.0,13.2
2020-10-14,34.4,23.2,86.6,6.4
2020-10-15,32.8,22,89.8,2.0
2020-10-16,31.6,23.4,86.0,1.5
2020-10-17,33.8,23.2,86.0,0.0
2020-10-18,33.4,23,79.6,0.0
2020-10-19,35.2,22.8,87.8,0.0
2020-10-20,33.4,23,82.5,23.0
2020-10-21,33.2,23.4,89.1,6.5
2020-10-22,32.6,23.4,84.9,0.0
2020-10-23,30.6,23.6,88.7,0.0
2020-10-24,35.4,23.4,81.2,0.0
2020-10-25,35,S/D,S/D,0.0
2020-10-26,35.2,24,84.9,0.0
2020-10-27,34.8,22.4,81.5,0.0
2020-10-28,34.8,23.6,80.1,0.0
2020-10-29,35.8,23.6,82.0,0.0
2020-10-30,32.2,S/D,S/D,30.0
2020-10-31,S/D,22.8,S/D,0.0
