Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : FLOR DE PUNGA
,Departamento :,LORETO,Provincia :,REQUENA,Distrito :,CAPELO
,Latitud :,5°24'19.82'',Longitud :,74°9'32.79'',Altitud :,105 msnm.
,Tipo :,PE - Meteorológica,Código :,105092
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2020-06-01,31.8,20.2,90.6,0.0
2020-06-02,32.8,23.4,89.4,0.0
2020-06-03,31.2,23,S/D,1.6
2020-06-04,31.8,23,89.6,0.0
2020-06-05,30.8,23.4,91.5,5.9
2020-06-06,33,22.8,84.8,0.0
2020-06-07,34.2,22.4,87.6,0.0
2020-06-08,33,23.8,88.4,0.0
2020-06-09,32.2,23.2,88.2,0.0
2020-06-10,33.8,22.4,82.0,0.0
2020-06-11,34.6,22.8,86.3,0.0
2020-06-12,33.4,22.2,86.0,0.0
2020-06-13,33.6,22,87.1,0.0
2020-06-14,33.8,23.8,88.8,54.5
2020-06-15,29.6,22.8,87.6,16.0
2020-06-16,30.6,23.6,88.6,0.0
2020-06-17,32.8,22.4,83.0,0.0
2020-06-18,33.6,21.6,87.9,0.0
2020-06-19,31.2,23.6,S/D,39.0
2020-06-20,31.2,23.4,87.8,0.0
2020-06-21,31.4,23.2,90.8,0.0
2020-06-22,33,22.8,87.8,0.0
2020-06-23,32.4,23,86.9,0.0
2020-06-24,33.2,23.8,86.8,0.0
2020-06-25,32.2,22.6,88.7,22.0
2020-06-26,31.4,22.8,85.8,0.0
2020-06-27,31.2,22.4,89.1,0.0
2020-06-28,30,22.2,S/D,13.7
2020-06-29,31.4,20.2,87.2,28.6
2020-06-30,30.2,22.6,87.9,0.0
