Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : FLOR DE PUNGA
,Departamento :,LORETO,Provincia :,REQUENA,Distrito :,CAPELO
,Latitud :,5°24'19.82'',Longitud :,74°9'32.79'',Altitud :,105 msnm.
,Tipo :,PE - Meteorológica,Código :,105092
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2020-04-01,S/D,22,S/D,16.2
2020-04-02,S/D,21.8,S/D,8.3
2020-04-03,31.4,19.2,83.9,3.9
2020-04-04,33.8,22.8,89.4,0.0
2020-04-05,S/D,S/D,S/D,116.0
2020-04-06,31.6,22.6,88.0,0.0
2020-04-07,33.4,21.6,S/D,1.6
2020-04-08,26.4,20.4,84.5,15.0
2020-04-09,30,19.6,87.4,0.0
2020-04-10,31.2,20.2,89.2,15.9
2020-04-11,27.8,19.2,89.6,0.0
2020-04-12,30.4,21.6,S/D,9.0
2020-04-13,31.2,23.2,81.6,0.0
2020-04-14,34.2,24,73.9,0.0
2020-04-15,34.4,23.6,78.0,85.0
2020-04-16,29.8,22,S/D,6.0
2020-04-17,29.6,22,88.9,0.0
2020-04-18,30.6,21.4,82.8,0.0
2020-04-19,33.6,19.8,S/D,0.0
2020-04-20,34.6,21.6,76.3,0.0
2020-04-21,34,22.2,84.0,0.0
2020-04-22,34.4,23.2,82.2,0.0
2020-04-23,34.2,24.4,83.7,0.0
2020-04-24,34,23,82.8,0.0
2020-04-25,34.2,21.4,74.8,0.0
2020-04-26,31.2,20.4,S/D,0.0
2020-04-27,32,21.2,84.6,0.0
2020-04-28,34,20.2,85.4,5.5
2020-04-29,31,20.8,88.7,8.7
2020-04-30,32,19.4,85.4,0.0
