AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2020-04-16,13.830,0.000,0.000,0.000
2020-04-17,13.840,0.000,0.000,0.000
2020-04-18,13.800,13.810,13.780,0.000
