AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2023-06-01,6.70,6.90,7.50,7.90,7.25
2023-06-02,8.35,8.35,8.32,8.30,8.33
2023-06-03,8.20,8.10,7.95,7.75,8.00
