Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : SALVACION
,Departamento :,MADRE DE DIOS,Provincia :,MANU,Distrito :,MANU
,Latitud :,12°49'52.3'',Longitud :,71°21'52.06'',Altitud :,531 msnm.
,Tipo :,EMA - Meteorológica,Código :,47E8201A
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2020/08/01,00:00,19.7,0.0,97,31,0.2
2020/08/01,01:00,19.1,0.0,97,80,0.3
2020/08/01,02:00,19.2,0.0,98,92,0.0
2020/08/01,03:00,19.3,0.0,98,349,0.1
2020/08/01,04:00,19.0,0.0,98,199,0.0
2020/08/01,05:00,19.6,0.0,97,133,1.6
2020/08/01,06:00,19.9,0.0,95,170,1.4
2020/08/01,07:00,20.0,0.0,94,138,1.7
2020/08/01,08:00,20.6,0.0,91,153,1.8
2020/08/01,09:00,22.1,0.0,86,185,1.3
2020/08/01,10:00,24.4,0.0,79,174,1.5
2020/08/01,11:00,26.7,0.0,71,256,0.8
2020/08/01,12:00,28.1,0.0,67,337,1.5
2020/08/01,13:00,28.9,0.0,61,303,1.4
2020/08/01,14:00,29.0,0.0,57,68,1.4
2020/08/01,15:00,27.9,0.0,58,80,1.6
2020/08/01,16:00,25.1,0.0,70,92,1.1
2020/08/01,17:00,24.1,0.0,77,96,0.0
2020/08/01,18:00,22.7,0.0,83,92,0.1
2020/08/01,19:00,21.7,0.0,86,147,1.1
2020/08/01,20:00,20.9,0.0,89,132,0.4
2020/08/01,21:00,21.1,0.0,89,148,1.1
2020/08/01,22:00,21.3,0.0,88,146,1.6
2020/08/01,23:00,21.1,0.0,89,113,0.2
2020/08/02,00:00,19.9,0.0,93,124,0.0
2020/08/02,01:00,19.0,0.0,95,25,0.0
2020/08/02,02:00,18.7,0.0,96,140,1.6
2020/08/02,03:00,19.7,0.0,93,140,1.7
2020/08/02,04:00,19.5,0.0,92,149,1.8
2020/08/02,05:00,19.1,0.0,92,150,2.1
2020/08/02,06:00,18.8,0.0,91,158,1.4
2020/08/02,07:00,18.3,0.0,92,151,2.0
2020/08/02,08:00,19.9,0.0,88,174,1.5
2020/08/02,09:00,21.0,0.0,84,172,2.2
2020/08/02,10:00,22.5,0.0,80,182,1.9
2020/08/02,11:00,24.3,0.0,74,181,2.4
2020/08/02,12:00,26.5,0.0,66,218,1.1
2020/08/02,13:00,28.9,0.0,58,332,0.9
2020/08/02,14:00,29.8,0.0,50,323,1.3
2020/08/02,15:00,30.4,0.0,43,327,1.2
2020/08/02,16:00,30.1,0.0,45,318,0.7
2020/08/02,17:00,29.2,0.0,51,265,0.0
2020/08/02,18:00,23.8,0.0,73,101,0.7
2020/08/02,19:00,20.6,0.0,82,83,0.9
2020/08/02,20:00,20.0,0.0,85,136,1.4
2020/08/02,21:00,19.5,0.0,85,108,0.3
2020/08/02,22:00,19.0,0.0,89,149,1.3
2020/08/02,23:00,20.2,0.0,85,104,0.5
2020/08/03,00:00,20.0,0.0,87,125,1.4
2020/08/03,01:00,20.3,0.0,84,9,0.0
2020/08/03,02:00,18.6,0.0,92,77,0.2
2020/08/03,03:00,19.4,0.0,90,145,1.6
2020/08/03,04:00,19.7,0.0,86,330,0.3
2020/08/03,05:00,19.1,0.0,90,162,1.0
2020/08/03,06:00,19.1,0.0,86,153,1.1
2020/08/03,07:00,18.7,0.0,88,155,1.0
2020/08/03,08:00,20.7,0.0,82,168,1.1
2020/08/03,09:00,23.1,0.0,74,166,1.2
2020/08/03,10:00,25.5,0.0,65,173,1.5
2020/08/03,11:00,27.0,0.0,60,191,1.2
2020/08/03,12:00,28.9,0.0,55,314,1.0
2020/08/03,13:00,30.3,0.0,48,266,0.9
2020/08/03,14:00,30.6,0.0,43,278,1.2
2020/08/03,15:00,30.7,0.0,45,317,1.4
2020/08/03,16:00,29.3,0.0,48,46,1.2
2020/08/03,17:00,28.0,0.0,58,13,0.2
2020/08/03,18:00,24.4,0.0,71,104,0.7
2020/08/03,19:00,21.5,0.0,77,126,1.0
2020/08/03,20:00,20.0,0.0,82,11,0.0
2020/08/03,21:00,18.6,0.0,87,81,0.0
2020/08/03,22:00,17.9,0.0,90,139,0.9
2020/08/03,23:00,19.5,0.0,86,154,0.5
2020/08/04,00:00,17.8,0.0,90,171,0.0
2020/08/04,01:00,17.0,0.0,93,21,0.3
2020/08/04,02:00,17.0,0.0,94,155,1.2
2020/08/04,03:00,18.2,0.0,90,153,2.1
2020/08/04,04:00,18.2,0.0,89,127,1.6
2020/08/04,05:00,18.3,0.0,85,76,0.3
2020/08/04,06:00,17.4,0.0,89,154,2.1
2020/08/04,07:00,17.5,0.0,87,154,1.9
2020/08/04,08:00,19.4,0.0,82,161,1.9
2020/08/04,09:00,22.0,0.0,72,149,2.6
