Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : SALVACION
,Departamento :,MADRE DE DIOS,Provincia :,MANU,Distrito :,MANU
,Latitud :,12°49'52.3'',Longitud :,71°21'52.06'',Altitud :,531 msnm.
,Tipo :,EMA - Meteorológica,Código :,47E8201A
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2021/01/01,00:00,21.6,0.0,98,220,0.2
2021/01/01,01:00,21.4,0.0,99,135,0.4
2021/01/01,02:00,21.5,0.0,97,123,0.6
2021/01/01,03:00,21.5,0.0,96,87,0.5
2021/01/01,04:00,21.2,0.0,99,130,0.0
2021/01/01,05:00,21.1,0.0,99,358,0.0
2021/01/01,06:00,21.2,0.0,100,332,0.0
2021/01/01,07:00,21.6,0.0,98,350,0.0
2021/01/01,08:00,22.8,0.0,94,144,0.7
2021/01/01,09:00,24.6,0.0,86,196,0.3
2021/01/01,10:00,27.1,0.0,78,339,1.4
2021/01/01,11:00,28.1,0.0,75,343,2.0
2021/01/01,12:00,27.9,0.0,75,268,0.7
2021/01/01,13:00,27.7,0.2,81,130,0.4
2021/01/01,14:00,27.2,0.0,81,160,2.3
2021/01/01,15:00,26.4,0.0,78,171,2.5
2021/01/01,16:00,26.1,0.0,78,178,2.6
2021/01/01,17:00,25.6,0.0,83,144,1.8
2021/01/01,18:00,25.3,0.0,84,177,1.4
2021/01/01,19:00,23.7,0.0,93,128,1.3
2021/01/01,20:00,22.8,0.0,94,145,1.3
2021/01/01,21:00,22.1,0.0,96,145,1.1
2021/01/01,22:00,21.5,0.0,98,75,0.1
2021/01/01,23:00,21.4,0.0,98,149,0.8
2021/01/02,00:00,21.5,0.0,97,140,0.8
2021/01/02,01:00,21.2,0.0,98,151,1.6
2021/01/02,02:00,22.1,0.0,94,143,1.6
2021/01/02,03:00,22.4,0.0,93,137,1.1
2021/01/02,04:00,21.8,0.0,95,356,0.0
2021/01/02,05:00,21.3,0.0,98,163,1.4
2021/01/02,06:00,22.0,0.0,93,148,1.3
2021/01/02,07:00,22.6,0.0,90,182,1.2
2021/01/02,08:00,23.3,0.0,90,172,2.0
2021/01/02,09:00,24.3,0.0,84,174,1.8
2021/01/02,10:00,26.1,0.0,78,203,0.5
2021/01/02,11:00,27.9,0.0,71,20,0.8
2021/01/02,12:00,29.6,0.0,66,329,1.9
2021/01/02,13:00,29.7,0.0,65,12,2.2
2021/01/02,14:00,27.3,0.0,75,331,2.0
2021/01/02,15:00,25.4,3.4,89,343,0.1
2021/01/02,16:00,25.0,0.0,90,125,1.7
2021/01/02,17:00,24.8,0.0,85,182,1.1
2021/01/02,18:00,24.7,0.0,85,118,0.8
2021/01/02,19:00,23.1,0.0,94,54,0.4
2021/01/02,20:00,22.3,0.0,98,163,0.0
2021/01/02,21:00,22.3,0.0,97,126,0.0
2021/01/02,22:00,22.0,0.0,98,62,0.0
2021/01/02,23:00,22.3,0.0,97,165,1.4
2021/01/03,00:00,22.3,0.0,97,19,0.3
2021/01/03,01:00,22.3,0.0,97,359,0.3
2021/01/03,02:00,22.1,0.0,97,138,0.9
2021/01/03,03:00,22.2,0.0,97,127,0.1
2021/01/03,04:00,22.2,0.0,96,139,1.2
2021/01/03,05:00,22.3,0.0,96,312,0.0
2021/01/03,06:00,22.0,0.4,99,183,0.6
2021/01/03,07:00,22.3,0.8,97,158,1.2
2021/01/03,08:00,22.5,3.8,96,136,0.9
2021/01/03,09:00,23.6,0.8,94,184,1.1
2021/01/03,10:00,25.9,0.0,83,165,1.1
2021/01/03,11:00,27.3,0.0,76,241,0.5
2021/01/03,12:00,29.1,0.0,71,266,1.1
2021/01/03,13:00,26.2,10.0,88,335,2.8
2021/01/03,14:00,26.2,10.0,88,335,2.8
2021/01/03,15:00,25.3,0.0,93,198,1.9
2021/01/03,16:00,26.4,0.0,85,198,0.9
2021/01/03,17:00,25.8,0.0,85,227,0.0
2021/01/03,18:00,25.4,0.0,89,312,0.0
2021/01/03,19:00,24.0,0.0,96,154,1.2
2021/01/03,20:00,24.0,1.2,96,143,1.0
2021/01/03,21:00,23.6,0.0,97,122,0.9
2021/01/03,22:00,22.9,0.0,97,92,0.0
2021/01/03,23:00,22.3,0.2,99,37,0.0
2021/01/04,00:00,22.0,0.0,99,165,0.5
2021/01/04,01:00,22.0,0.0,99,141,1.1
2021/01/04,02:00,22.3,0.0,96,174,0.0
2021/01/04,03:00,22.3,0.0,98,353,0.0
2021/01/04,04:00,22.1,3.2,99,181,0.0
2021/01/04,05:00,22.1,3.4,99,148,0.1
2021/01/04,06:00,22.1,0.0,97,195,0.0
2021/01/04,07:00,22.5,0.0,98,277,0.0
2021/01/04,08:00,24.1,0.0,92,168,0.9
2021/01/04,09:00,25.0,0.0,88,340,1.1
